epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3Alpha_0:i,GNDI3Alpha_0:j,GNDI3Alpha_0:k,GNDI3Alpha_0:alpha1_1,GNDI3Alpha_0:alpha1_2,GNDI3Alpha_0:alpha1_3,GNDI3Alpha_0:alpha1_4,GNDI3Alpha_0:alpha1_5,GNDI3Alpha_0:alpha1_6,GNDI3Alpha_0:alpha2_1,GNDI3Alpha_0:alpha2_2,GNDI3Alpha_0:alpha2_3,GNDI3Alpha_0:alpha2_4,GNDI3Alpha_0:alpha2_5,GNDI3Alpha_0:alpha2_6
750                 ,0.68868             ,0.67279             ,0.0761              ,0.07776             ,402                 ,371                 ,929                 ,0.14861             ,0.44064             ,0.0542              ,0.23133             ,0.14097             ,0.43244             ,0.56715             ,0.13304             ,0.47214             ,0.05893             ,0.28968             ,0.74639             
800                 ,0.68922             ,0.67347             ,0.07603             ,0.07768             ,402                 ,374                 ,924                 ,0.12574             ,0.43054             ,0.04299             ,0.20887             ,0.13207             ,0.42604             ,0.55901             ,0.13269             ,0.47321             ,0.05918             ,0.29416             ,0.746               
850                 ,0.68974             ,0.67405             ,0.07597             ,0.07761             ,402                 ,376                 ,919                 ,0.10297             ,0.42025             ,0.03135             ,0.18813             ,0.12312             ,0.4195              ,0.55147             ,0.13226             ,0.47459             ,0.05933             ,0.29855             ,0.74556             
900                 ,0.69028             ,0.67444             ,0.0759              ,0.07756             ,402                 ,376                 ,915                 ,0.08056             ,0.40978             ,0.01934             ,0.16904             ,0.11412             ,0.41282             ,0.54445             ,0.13179             ,0.47623             ,0.05942             ,0.30287             ,0.74502             
950                 ,0.69097             ,0.67505             ,0.07582             ,0.07749             ,402                 ,376                 ,913                 ,0.05876             ,0.39907             ,0.00699             ,0.15159             ,0.10511             ,0.40604             ,0.53781             ,0.13139             ,0.47802             ,0.05941             ,0.30709             ,0.74434             
1000                ,0.69156             ,0.67563             ,0.07574             ,0.07742             ,402                 ,376                 ,913                 ,0.03759             ,0.38826             ,-0.00571            ,0.13571             ,0.09605             ,0.39896             ,0.53176             ,0.13093             ,0.48004             ,0.05937             ,0.31124             ,0.74373             
1050                ,0.69216             ,0.67625             ,0.07567             ,0.07735             ,402                 ,376                 ,913                 ,0.01724             ,0.3774              ,-0.01868            ,0.12137             ,0.08698             ,0.39171             ,0.52614             ,0.13041             ,0.48228             ,0.05923             ,0.3153              ,0.7431              
1100                ,0.69275             ,0.67676             ,0.0756              ,0.07729             ,402                 ,376                 ,913                 ,0.00342             ,0.3665              ,-0.03205            ,0.10847             ,0.07788             ,0.38428             ,0.52135             ,0.12986             ,0.48481             ,0.05906             ,0.3193              ,0.74245             
1150                ,0.69332             ,0.67731             ,0.07553             ,0.07722             ,401                 ,376                 ,913                 ,0.00396             ,0.35555             ,-0.04576            ,0.09693             ,0.06876             ,0.37659             ,0.51699             ,0.12937             ,0.48749             ,0.05884             ,0.32324             ,0.74185             
1200                ,0.69402             ,0.67775             ,0.07544             ,0.07717             ,399                 ,376                 ,913                 ,0.0038              ,0.34438             ,-0.05989            ,0.08679             ,0.05982             ,0.36888             ,0.51336             ,0.12887             ,0.49058             ,0.05851             ,0.32701             ,0.74109             
1250                ,0.69478             ,0.67871             ,0.07535             ,0.07705             ,399                 ,376                 ,913                 ,0.00381             ,0.33273             ,-0.07433            ,0.07812             ,0.05099             ,0.36061             ,0.50948             ,0.12838             ,0.49364             ,0.05816             ,0.33072             ,0.74053             
1300                ,0.69628             ,0.68062             ,0.07516             ,0.07682             ,399                 ,376                 ,913                 ,0.00373             ,0.32047             ,-0.08911            ,0.07064             ,0.04224             ,0.35215             ,0.50552             ,0.12808             ,0.49677             ,0.05769             ,0.33434             ,0.74002             
1350                ,0.6986              ,0.68288             ,0.07487             ,0.07655             ,399                 ,376                 ,913                 ,0.00366             ,0.30823             ,-0.10498            ,0.06406             ,0.03383             ,0.34469             ,0.50589             ,0.12733             ,0.50211             ,0.05716             ,0.33769             ,0.7384              
1400                ,0.70146             ,0.68592             ,0.07452             ,0.07618             ,399                 ,376                 ,913                 ,0.00382             ,0.29596             ,-0.12121            ,0.05822             ,0.02633             ,0.33842             ,0.5098              ,0.12589             ,0.50968             ,0.05673             ,0.34051             ,0.73546             
1450                ,0.70493             ,0.68975             ,0.07408             ,0.07572             ,399                 ,377                 ,906                 ,0.00379             ,0.28302             ,-0.13694            ,0.0528              ,0.02011             ,0.33301             ,0.51436             ,0.12429             ,0.51786             ,0.05629             ,0.34259             ,0.73157             
1500                ,0.7085              ,0.69305             ,0.07363             ,0.07532             ,398                 ,378                 ,898                 ,0.0044              ,0.26963             ,-0.1523             ,0.04738             ,0.01518             ,0.32833             ,0.52014             ,0.12257             ,0.52651             ,0.05599             ,0.34396             ,0.72678             
1550                ,0.71198             ,0.69574             ,0.07319             ,0.07498             ,397                 ,379                 ,890                 ,0.00448             ,0.25625             ,-0.16717            ,0.04225             ,0.01189             ,0.32442             ,0.52645             ,0.12087             ,0.53517             ,0.05569             ,0.34452             ,0.72095             
1600                ,0.71471             ,0.69794             ,0.07285             ,0.07471             ,397                 ,379                 ,884                 ,0.00467             ,0.2429              ,-0.1794             ,0.037               ,0.00976             ,0.32075             ,0.53088             ,0.11938             ,0.54254             ,0.05557             ,0.34449             ,0.71461             
1650                ,0.71661             ,0.69911             ,0.0726              ,0.07457             ,397                 ,380                 ,884                 ,0.00556             ,0.22987             ,-0.18883            ,0.03198             ,0.00861             ,0.31766             ,0.53367             ,0.11795             ,0.54889             ,0.05547             ,0.34395             ,0.70739             
1700                ,0.71797             ,0.69957             ,0.07243             ,0.07451             ,397                 ,381                 ,884                 ,0.00659             ,0.21738             ,-0.19568            ,0.02738             ,0.00792             ,0.31476             ,0.53409             ,0.11663             ,0.554               ,0.05533             ,0.34316             ,0.69971             
1750                ,0.71896             ,0.69949             ,0.0723              ,0.07452             ,395                 ,381                 ,884                 ,0.00779             ,0.20538             ,-0.20011            ,0.02321             ,0.0075              ,0.3119              ,0.53238             ,0.11547             ,0.55782             ,0.05521             ,0.34224             ,0.69171             
1800                ,0.71969             ,0.69977             ,0.07221             ,0.07449             ,395                 ,382                 ,884                 ,0.00864             ,0.19403             ,-0.20328            ,0.01957             ,0.00741             ,0.30892             ,0.52966             ,0.11432             ,0.56085             ,0.05501             ,0.34121             ,0.6834              
1850                ,0.72022             ,0.69945             ,0.07214             ,0.07453             ,395                 ,382                 ,883                 ,0.00936             ,0.18294             ,-0.20503            ,0.01633             ,0.00688             ,0.30557             ,0.52525             ,0.11338             ,0.56288             ,0.05487             ,0.34039             ,0.6752              
1900                ,0.72086             ,0.69998             ,0.07206             ,0.07446             ,395                 ,382                 ,873                 ,0.00953             ,0.17208             ,-0.20485            ,0.01337             ,0.00593             ,0.30161             ,0.51852             ,0.11271             ,0.56348             ,0.05487             ,0.33978             ,0.66742             
1950                ,0.72141             ,0.69984             ,0.07199             ,0.07448             ,395                 ,382                 ,864                 ,0.00953             ,0.16131             ,-0.20519            ,0.01061             ,0.00426             ,0.29708             ,0.51276             ,0.11221             ,0.56402             ,0.05499             ,0.33955             ,0.66003             
2000                ,0.72176             ,0.69945             ,0.07194             ,0.07453             ,396                 ,382                 ,860                 ,0.00993             ,0.15081             ,-0.20537            ,0.00833             ,0.00292             ,0.29269             ,0.50778             ,0.11165             ,0.56471             ,0.05508             ,0.33913             ,0.65222             
2050                ,0.72194             ,0.69918             ,0.07192             ,0.07456             ,397                 ,382                 ,860                 ,0.01038             ,0.14042             ,-0.2045             ,0.00656             ,0.00196             ,0.28846             ,0.50152             ,0.111               ,0.56505             ,0.05512             ,0.33846             ,0.64406             
2100                ,0.72211             ,0.69907             ,0.0719              ,0.07457             ,397                 ,382                 ,860                 ,0.01057             ,0.1302              ,-0.20348            ,0.00519             ,0.00107             ,0.28425             ,0.49507             ,0.11039             ,0.56523             ,0.05506             ,0.3377              ,0.63568             
2150                ,0.72224             ,0.69899             ,0.07188             ,0.07458             ,397                 ,382                 ,860                 ,0.01082             ,0.12021             ,-0.202              ,0.0041              ,0.00019             ,0.27995             ,0.48823             ,0.1098              ,0.56512             ,0.05496             ,0.33692             ,0.62716             
2200                ,0.72235             ,0.69891             ,0.07186             ,0.07459             ,397                 ,382                 ,860                 ,0.01085             ,0.1104              ,-0.20057            ,0.00317             ,-0.00076            ,0.27549             ,0.48167             ,0.10922             ,0.56491             ,0.05486             ,0.33615             ,0.61863             
2250                ,0.72246             ,0.69874             ,0.07185             ,0.07461             ,397                 ,382                 ,860                 ,0.01061             ,0.10077             ,-0.19951            ,0.00239             ,-0.00174            ,0.27083             ,0.47592             ,0.10866             ,0.5648              ,0.05472             ,0.33538             ,0.61016             
2300                ,0.72255             ,0.69879             ,0.07184             ,0.07461             ,398                 ,382                 ,860                 ,0.01065             ,0.09127             ,-0.19904            ,0.00182             ,-0.00272            ,0.26598             ,0.47085             ,0.10812             ,0.56481             ,0.05449             ,0.33459             ,0.60173             
2350                ,0.7226              ,0.69886             ,0.07183             ,0.0746              ,399                 ,382                 ,860                 ,0.01071             ,0.08202             ,-0.19857            ,0.00127             ,-0.00389            ,0.2609              ,0.46593             ,0.10762             ,0.56473             ,0.05428             ,0.33386             ,0.59348             
2400                ,0.7227              ,0.69878             ,0.07182             ,0.07461             ,399                 ,382                 ,860                 ,0.01084             ,0.07302             ,-0.19841            ,0.00084             ,-0.00513            ,0.25587             ,0.46148             ,0.10714             ,0.56482             ,0.05404             ,0.33309             ,0.58509             
2450                ,0.72279             ,0.69881             ,0.07181             ,0.07461             ,399                 ,382                 ,860                 ,0.01101             ,0.06437             ,-0.19822            ,0.0005              ,-0.00644            ,0.25073             ,0.45684             ,0.1067              ,0.56474             ,0.05378             ,0.33235             ,0.57669             
2500                ,0.72286             ,0.69886             ,0.0718              ,0.0746              ,399                 ,382                 ,860                 ,0.01112             ,0.05632             ,-0.19774            ,0.00019             ,-0.00776            ,0.24553             ,0.45215             ,0.10629             ,0.56453             ,0.05353             ,0.3316              ,0.56819             
2550                ,0.72292             ,0.6989              ,0.07179             ,0.07459             ,399                 ,382                 ,860                 ,0.01123             ,0.04901             ,-0.19725            ,-9e-05              ,-0.00913            ,0.24022             ,0.44764             ,0.10591             ,0.56426             ,0.05329             ,0.33088             ,0.55967             
2600                ,0.72298             ,0.69894             ,0.07178             ,0.07459             ,399                 ,382                 ,860                 ,0.01133             ,0.04277             ,-0.19674            ,-0.00037            ,-0.01055            ,0.23482             ,0.44334             ,0.10558             ,0.56393             ,0.05307             ,0.33017             ,0.55115             
2650                ,0.72303             ,0.69894             ,0.07178             ,0.07459             ,399                 ,382                 ,860                 ,0.01135             ,0.03794             ,-0.19637            ,-0.00063            ,-0.01202            ,0.22933             ,0.4394              ,0.10527             ,0.56363             ,0.05286             ,0.32948             ,0.54263             
2700                ,0.72309             ,0.69893             ,0.07177             ,0.07459             ,399                 ,382                 ,860                 ,0.01137             ,0.03461             ,-0.19628            ,-0.00087            ,-0.01353            ,0.22375             ,0.43586             ,0.10497             ,0.56338             ,0.05266             ,0.32882             ,0.53413             
2750                ,0.72315             ,0.69896             ,0.07176             ,0.07459             ,399                 ,382                 ,860                 ,0.01151             ,0.03268             ,-0.19621            ,-0.0011             ,-0.01508            ,0.21809             ,0.43243             ,0.10469             ,0.56307             ,0.05246             ,0.32817             ,0.52565             
2800                ,0.7232              ,0.69898             ,0.07175             ,0.07458             ,399                 ,382                 ,860                 ,0.01157             ,0.03164             ,-0.19614            ,-0.00133            ,-0.01666            ,0.21236             ,0.42921             ,0.10444             ,0.56274             ,0.05227             ,0.32755             ,0.5172              
2850                ,0.72325             ,0.699               ,0.07175             ,0.07458             ,399                 ,382                 ,860                 ,0.01163             ,0.03102             ,-0.19613            ,-0.00156            ,-0.01826            ,0.20657             ,0.42634             ,0.1042              ,0.56242             ,0.05209             ,0.32694             ,0.50878             
2900                ,0.72331             ,0.69902             ,0.07174             ,0.07458             ,399                 ,382                 ,860                 ,0.01172             ,0.03059             ,-0.19623            ,-0.00179            ,-0.01988            ,0.20073             ,0.42371             ,0.10395             ,0.56212             ,0.05192             ,0.32634             ,0.50042             
2950                ,0.72335             ,0.69904             ,0.07173             ,0.07458             ,399                 ,382                 ,860                 ,0.01171             ,0.03022             ,-0.19635            ,-0.00202            ,-0.02153            ,0.19484             ,0.42138             ,0.10373             ,0.56183             ,0.05176             ,0.32576             ,0.49211             
3000                ,0.72341             ,0.69906             ,0.07173             ,0.07457             ,399                 ,382                 ,860                 ,0.01189             ,0.02991             ,-0.19658            ,-0.00224            ,-0.02323            ,0.1889              ,0.41922             ,0.10349             ,0.56156             ,0.0516              ,0.32521             ,0.4839              
3050                ,0.72346             ,0.69907             ,0.07172             ,0.07457             ,399                 ,382                 ,860                 ,0.01194             ,0.02958             ,-0.19677            ,-0.00245            ,-0.02493            ,0.18294             ,0.41699             ,0.10326             ,0.56128             ,0.05147             ,0.32467             ,0.47574             
3100                ,0.72351             ,0.69909             ,0.07171             ,0.07457             ,399                 ,382                 ,860                 ,0.01201             ,0.02922             ,-0.19697            ,-0.00266            ,-0.02665            ,0.17696             ,0.41487             ,0.10306             ,0.56101             ,0.05135             ,0.32415             ,0.46767             
3150                ,0.72356             ,0.69908             ,0.07171             ,0.07457             ,399                 ,382                 ,860                 ,0.01204             ,0.02882             ,-0.19723            ,-0.00285            ,-0.0284             ,0.17097             ,0.41294             ,0.10286             ,0.56079             ,0.05124             ,0.32366             ,0.45971             
3200                ,0.7236              ,0.6991              ,0.0717              ,0.07457             ,399                 ,382                 ,860                 ,0.0121              ,0.02829             ,-0.19747            ,-0.00305            ,-0.03013            ,0.16498             ,0.41105             ,0.10267             ,0.56056             ,0.05115             ,0.32318             ,0.45181             
3250                ,0.72365             ,0.69911             ,0.0717              ,0.07457             ,399                 ,382                 ,860                 ,0.01209             ,0.02783             ,-0.19783            ,-0.00324            ,-0.03188            ,0.15899             ,0.4094              ,0.1025              ,0.56041             ,0.05108             ,0.32271             ,0.44406             
3300                ,0.72369             ,0.69912             ,0.07169             ,0.07457             ,400                 ,382                 ,860                 ,0.0121              ,0.02742             ,-0.19829            ,-0.00343            ,-0.03365            ,0.153               ,0.40793             ,0.10235             ,0.5603              ,0.05103             ,0.32228             ,0.43649             
3350                ,0.7237              ,0.69912             ,0.07169             ,0.07457             ,401                 ,382                 ,860                 ,0.01197             ,0.02729             ,-0.199              ,-0.00366            ,-0.03578            ,0.14693             ,0.40656             ,0.10227             ,0.56028             ,0.05106             ,0.32197             ,0.4296              
3400                ,0.72375             ,0.69914             ,0.07168             ,0.07456             ,401                 ,382                 ,860                 ,0.01214             ,0.02704             ,-0.19964            ,-0.00376            ,-0.03788            ,0.14117             ,0.4049              ,0.1022              ,0.56045             ,0.05101             ,0.32155             ,0.42234             
3450                ,0.7238              ,0.69916             ,0.07168             ,0.07456             ,401                 ,382                 ,860                 ,0.01218             ,0.02655             ,-0.20029            ,-0.00389            ,-0.03999            ,0.13542             ,0.40341             ,0.10215             ,0.56063             ,0.05098             ,0.32116             ,0.41524             
3500                ,0.72385             ,0.69916             ,0.07167             ,0.07456             ,401                 ,382                 ,860                 ,0.01219             ,0.02599             ,-0.20102            ,-0.00404            ,-0.04207            ,0.12971             ,0.40202             ,0.10213             ,0.56086             ,0.05098             ,0.3208              ,0.4083              
3550                ,0.72389             ,0.69917             ,0.07166             ,0.07456             ,401                 ,382                 ,860                 ,0.0122              ,0.02542             ,-0.20186            ,-0.00419            ,-0.04414            ,0.12404             ,0.40081             ,0.10211             ,0.56116             ,0.051               ,0.32046             ,0.40152             
3600                ,0.72394             ,0.69917             ,0.07166             ,0.07456             ,401                 ,382                 ,860                 ,0.01222             ,0.02482             ,-0.20278            ,-0.00434            ,-0.04618            ,0.11843             ,0.3997              ,0.10212             ,0.56151             ,0.05103             ,0.32015             ,0.39491             
3650                ,0.72398             ,0.69919             ,0.07165             ,0.07456             ,401                 ,382                 ,860                 ,0.01222             ,0.02423             ,-0.20374            ,-0.00449            ,-0.04818            ,0.11287             ,0.39868             ,0.10213             ,0.56191             ,0.05108             ,0.31986             ,0.38846             
3700                ,0.72402             ,0.6992              ,0.07165             ,0.07456             ,401                 ,382                 ,860                 ,0.01222             ,0.02364             ,-0.20479            ,-0.00464            ,-0.05017            ,0.10738             ,0.39784             ,0.10217             ,0.56237             ,0.05114             ,0.31959             ,0.38222             
3750                ,0.72406             ,0.69921             ,0.07164             ,0.07456             ,401                 ,382                 ,860                 ,0.01222             ,0.02303             ,-0.20594            ,-0.00478            ,-0.05212            ,0.10198             ,0.39713             ,0.10222             ,0.56291             ,0.05122             ,0.31934             ,0.37616             
3800                ,0.7241              ,0.6992              ,0.07164             ,0.07456             ,401                 ,382                 ,860                 ,0.01218             ,0.02244             ,-0.20721            ,-0.00492            ,-0.05402            ,0.09665             ,0.39668             ,0.10229             ,0.56353             ,0.05132             ,0.31911             ,0.37033             
3850                ,0.72414             ,0.69919             ,0.07163             ,0.07456             ,401                 ,382                 ,860                 ,0.01215             ,0.02188             ,-0.20863            ,-0.00508            ,-0.05593            ,0.09137             ,0.39681             ,0.10236             ,0.56424             ,0.05143             ,0.31892             ,0.36486             
3900                ,0.72418             ,0.69922             ,0.07163             ,0.07455             ,401                 ,382                 ,860                 ,0.01225             ,0.02126             ,-0.2101             ,-0.00521            ,-0.05776            ,0.08619             ,0.39658             ,0.10244             ,0.56499             ,0.05156             ,0.31873             ,0.35952             
3950                ,0.72423             ,0.69921             ,0.07162             ,0.07456             ,401                 ,382                 ,860                 ,0.01223             ,0.02053             ,-0.21165            ,-0.00539            ,-0.0596             ,0.08107             ,0.39645             ,0.10258             ,0.56581             ,0.05178             ,0.31859             ,0.35455             
4000                ,0.72427             ,0.69923             ,0.07162             ,0.07455             ,401                 ,382                 ,860                 ,0.0122              ,0.01976             ,-0.21317            ,-0.0055             ,-0.06132            ,0.07612             ,0.39612             ,0.10272             ,0.5667              ,0.05196             ,0.31843             ,0.34953             
