epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
1900                ,0.26951             ,0.32645             ,0.11657             ,0.11157             ,3811                ,2149                ,3218                ,0.5832              ,0.69697             
1950                ,0.26968             ,0.32673             ,0.11655             ,0.11154             ,3811                ,2149                ,3218                ,0.57879             ,0.69717             
2000                ,0.26984             ,0.32693             ,0.11654             ,0.11153             ,3811                ,2149                ,3218                ,0.57424             ,0.69735             
2050                ,0.27                ,0.3271              ,0.11653             ,0.11151             ,3811                ,2149                ,3218                ,0.56954             ,0.69753             
2100                ,0.27016             ,0.32725             ,0.11651             ,0.1115              ,3811                ,2149                ,3218                ,0.5647              ,0.6977              
2150                ,0.27033             ,0.32744             ,0.1165              ,0.11148             ,3811                ,2149                ,3218                ,0.55967             ,0.69786             
2200                ,0.27051             ,0.3276              ,0.11649             ,0.11147             ,3811                ,2149                ,3218                ,0.55445             ,0.69804             
2250                ,0.27068             ,0.32773             ,0.11647             ,0.11146             ,3811                ,2149                ,3218                ,0.54907             ,0.6982              
2300                ,0.27085             ,0.32786             ,0.11646             ,0.11145             ,3811                ,2149                ,3218                ,0.54352             ,0.69834             
2350                ,0.27103             ,0.32799             ,0.11644             ,0.11144             ,3811                ,2149                ,3218                ,0.5378              ,0.69847             
2400                ,0.27121             ,0.32812             ,0.11643             ,0.11143             ,3811                ,2149                ,3218                ,0.53189             ,0.69859             
2450                ,0.2714              ,0.32828             ,0.11641             ,0.11141             ,3811                ,2149                ,3218                ,0.52578             ,0.69869             
2500                ,0.2716              ,0.32843             ,0.1164              ,0.1114              ,3811                ,2149                ,3218                ,0.51946             ,0.69878             
2550                ,0.27179             ,0.32855             ,0.11638             ,0.11139             ,3811                ,2149                ,3218                ,0.51294             ,0.69886             
2600                ,0.272               ,0.32869             ,0.11637             ,0.11138             ,3811                ,2149                ,3218                ,0.50622             ,0.69891             
2650                ,0.2722              ,0.32881             ,0.11635             ,0.11137             ,3811                ,2149                ,3218                ,0.49929             ,0.69895             
2700                ,0.27242             ,0.32894             ,0.11633             ,0.11136             ,3811                ,2149                ,3218                ,0.49216             ,0.69896             
2750                ,0.27263             ,0.32908             ,0.11632             ,0.11135             ,3811                ,2149                ,3218                ,0.4848              ,0.69894             
2800                ,0.27286             ,0.32922             ,0.1163              ,0.11134             ,3811                ,2149                ,3218                ,0.47722             ,0.6989              
2850                ,0.27309             ,0.32937             ,0.11628             ,0.11132             ,3811                ,2149                ,3218                ,0.46941             ,0.69884             
2900                ,0.27332             ,0.32951             ,0.11626             ,0.11131             ,3811                ,2149                ,3218                ,0.46137             ,0.69874             
2950                ,0.27356             ,0.32967             ,0.11624             ,0.1113              ,3811                ,2149                ,3218                ,0.4531              ,0.69862             
3000                ,0.27381             ,0.32981             ,0.11622             ,0.11129             ,3811                ,2149                ,3218                ,0.44457             ,0.69846             
3050                ,0.27407             ,0.32999             ,0.1162              ,0.11127             ,3811                ,2149                ,3218                ,0.4358              ,0.69828             
3100                ,0.27433             ,0.33013             ,0.11618             ,0.11126             ,3811                ,2149                ,3218                ,0.42677             ,0.69806             
3150                ,0.2746              ,0.33031             ,0.11616             ,0.11125             ,3811                ,2149                ,3218                ,0.41748             ,0.69781             
3200                ,0.27487             ,0.33048             ,0.11614             ,0.11123             ,3811                ,2149                ,3218                ,0.40792             ,0.69754             
3250                ,0.27517             ,0.3307              ,0.11611             ,0.11121             ,3811                ,2149                ,3218                ,0.39803             ,0.69726             
3300                ,0.27546             ,0.33087             ,0.11609             ,0.1112              ,3811                ,2149                ,3218                ,0.3879              ,0.69694             
3350                ,0.27576             ,0.33106             ,0.11607             ,0.11118             ,3811                ,2149                ,3218                ,0.37749             ,0.69657             
3400                ,0.27606             ,0.33124             ,0.11604             ,0.11117             ,3811                ,2149                ,3218                ,0.36678             ,0.69616             
3450                ,0.27638             ,0.33144             ,0.11602             ,0.11115             ,3811                ,2149                ,3218                ,0.35576             ,0.69571             
3500                ,0.27671             ,0.33164             ,0.11599             ,0.11114             ,3811                ,2149                ,3218                ,0.34443             ,0.69521             
3550                ,0.27705             ,0.33186             ,0.11596             ,0.11112             ,3811                ,2149                ,3218                ,0.33277             ,0.69467             
3600                ,0.2774              ,0.33208             ,0.11593             ,0.1111              ,3811                ,2149                ,3218                ,0.32077             ,0.6941              
3650                ,0.27776             ,0.33231             ,0.11591             ,0.11108             ,3811                ,2149                ,3218                ,0.30842             ,0.69349             
3700                ,0.27813             ,0.33252             ,0.11588             ,0.11106             ,3811                ,2149                ,3218                ,0.29576             ,0.69283             
3750                ,0.27851             ,0.33274             ,0.11585             ,0.11104             ,3811                ,2149                ,3218                ,0.28276             ,0.69213             
3800                ,0.2789              ,0.33297             ,0.11581             ,0.11102             ,3811                ,2149                ,3218                ,0.26942             ,0.69137             
3850                ,0.27931             ,0.33319             ,0.11578             ,0.11101             ,3811                ,2149                ,3218                ,0.25563             ,0.69059             
3900                ,0.27973             ,0.33341             ,0.11575             ,0.11099             ,3811                ,2149                ,3218                ,0.24147             ,0.68974             
3950                ,0.28016             ,0.33368             ,0.11571             ,0.11097             ,3811                ,2149                ,3218                ,0.22697             ,0.68883             
4000                ,0.28061             ,0.33396             ,0.11568             ,0.11094             ,3811                ,2149                ,3218                ,0.21211             ,0.68786             
