epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0.1982              ,0.20792             ,0.12212             ,0.12098             ,388                 ,3045                ,106                 ,2928                ,0.84555             ,0.31334             ,0.19396             ,0.11174             ,0.26796             ,0.59029             ,0.24228             ,0.52331             ,0.60311             ,0.14184             ,0.3055              ,0.84215             ,0.75243             ,0.94708             ,0.25422             ,0.44801             ,0.19656             ,0.14854             ,0.52279             ,0.5749              ,0.88174             ,0.80567             ,0.7445              ,0.8706              ,0.77465             ,0.66041             ,0.51672             ,0.29331             ,0.59015             ,0.11537             ,0.20671             ,0.81794             ,0.52843             ,0.19851             ,0.89135             ,0.56408             ,0.53466             ,0.45479             ,0.11979             ,0.60459             ,0.23982             ,0.18095             ,0.9191              ,0.0884              ,0.05752             ,0.44626             ,0.65886             ,0.98186             ,0.93591             ,0.00943             ,0.16793             ,0.59851             ,0.47048             ,0.14494             ,0.21108             ,0.41553             ,0.5549              ,0.63656             ,0.82265             ,0.5983              ,0.57229             ,0.26346             ,0.27051             ,0.91395             ,0.88548             ,0.03603             ,0.0962              ,0.98364             ,0.57141             ,0.18289             ,0.05707             ,0.57895             
100                 ,0.37184             ,0.39275             ,0.10809             ,0.10593             ,387                 ,3014                ,111                 ,2915                ,0.84547             ,0.2803              ,0.19404             ,0.10731             ,0.26101             ,0.56674             ,0.24314             ,0.51213             ,0.58562             ,0.14065             ,0.3017              ,0.85168             ,0.72924             ,0.94447             ,0.234               ,0.43499             ,0.2063              ,0.1218              ,0.50485             ,0.56276             ,0.82388             ,0.82916             ,0.69778             ,0.86286             ,0.78476             ,0.61659             ,0.47235             ,0.30425             ,0.60788             ,0.12051             ,0.20604             ,0.79572             ,0.47491             ,0.20728             ,0.85108             ,0.54137             ,0.51072             ,0.45956             ,0.10737             ,0.57753             ,0.25613             ,0.15155             ,0.87192             ,0.08995             ,0.00039             ,0.45293             ,0.61342             ,0.98457             ,0.93523             ,0.00256             ,0.16481             ,0.59675             ,0.46617             ,0.14155             ,0.21495             ,0.41162             ,0.54279             ,0.63566             ,0.81302             ,0.58958             ,0.57707             ,0.26008             ,0.27013             ,0.89729             ,0.88413             ,0.00435             ,0.09329             ,0.98164             ,0.55038             ,0.18855             ,0.0508              ,0.57974             
150                 ,0.50839             ,0.50073             ,0.09562             ,0.09605             ,385                 ,3018                ,112                 ,2910                ,0.83226             ,0.27454             ,0.19086             ,0.14233             ,0.23722             ,0.5312              ,0.24189             ,0.51327             ,0.57282             ,0.13527             ,0.28769             ,0.8586              ,0.70435             ,0.93835             ,0.22134             ,0.41701             ,0.20187             ,0.10786             ,0.4847              ,0.55161             ,0.79298             ,0.8484              ,0.65231             ,0.86125             ,0.76662             ,0.61077             ,0.43131             ,0.27739             ,0.63112             ,0.11474             ,0.1995              ,0.77677             ,0.40977             ,0.20798             ,0.80818             ,0.51233             ,0.48887             ,0.46275             ,0.09501             ,0.55944             ,0.26481             ,0.13389             ,0.83409             ,0.0811              ,-0.01639            ,0.44675             ,0.56889             ,0.96247             ,0.92279             ,0.00811             ,0.16696             ,0.60845             ,0.44539             ,0.13224             ,0.21996             ,0.41663             ,0.54325             ,0.63247             ,0.7879              ,0.58303             ,0.57868             ,0.26218             ,0.27996             ,0.87473             ,0.87745             ,-0.00391            ,0.07842             ,0.98506             ,0.49446             ,0.19059             ,0.04342             ,0.58675             
200                 ,0.56004             ,0.55635             ,0.09046             ,0.09055             ,384                 ,3017                ,112                 ,2910                ,0.81937             ,0.2745              ,0.18383             ,0.13418             ,0.22047             ,0.4973              ,0.23592             ,0.50253             ,0.55992             ,0.12855             ,0.26932             ,0.86024             ,0.67283             ,0.9266              ,0.19989             ,0.39722             ,0.19613             ,0.10097             ,0.4711              ,0.53301             ,0.75803             ,0.85953             ,0.61019             ,0.84432             ,0.74812             ,0.61069             ,0.39269             ,0.26979             ,0.6339              ,0.11122             ,0.18516             ,0.74466             ,0.352               ,0.20437             ,0.77282             ,0.4901              ,0.45905             ,0.46126             ,0.08339             ,0.55512             ,0.25752             ,0.12546             ,0.80091             ,0.07825             ,-0.0121             ,0.4445              ,0.52789             ,0.92815             ,0.91005             ,0.00815             ,0.1669              ,0.60498             ,0.42724             ,0.12972             ,0.22343             ,0.41062             ,0.54808             ,0.62912             ,0.77344             ,0.56321             ,0.57317             ,0.2629              ,0.28032             ,0.85324             ,0.87512             ,-0.00381            ,0.07271             ,0.98267             ,0.48249             ,0.17554             ,0.04139             ,0.58304             
250                 ,0.57288             ,0.5356              ,0.08913             ,0.09264             ,384                 ,3016                ,112                 ,2910                ,0.80717             ,0.27449             ,0.17782             ,0.11607             ,0.21235             ,0.46375             ,0.22624             ,0.48859             ,0.5416              ,0.1232              ,0.25382             ,0.8562              ,0.63976             ,0.91113             ,0.17703             ,0.38197             ,0.18998             ,0.09364             ,0.46076             ,0.51183             ,0.72007             ,0.84467             ,0.56952             ,0.82279             ,0.73079             ,0.61065             ,0.35554             ,0.26274             ,0.62373             ,0.10814             ,0.16731             ,0.70946             ,0.30315             ,0.20186             ,0.7428              ,0.47926             ,0.42479             ,0.45708             ,0.07685             ,0.54721             ,0.24611             ,0.11618             ,0.77626             ,0.07615             ,-0.0186             ,0.4422              ,0.4885              ,0.89062             ,0.89775             ,0.00815             ,0.1667              ,0.59946             ,0.41593             ,0.12897             ,0.22488             ,0.403               ,0.54791             ,0.62684             ,0.75756             ,0.54854             ,0.5655              ,0.26323             ,0.2785              ,0.83786             ,0.87249             ,1e-05               ,0.07199             ,0.97862             ,0.4771              ,0.16657             ,0.04067             ,0.57672             
300                 ,0.57857             ,0.56312             ,0.08854             ,0.08985             ,383                 ,3015                ,112                 ,2910                ,0.79432             ,0.27448             ,0.17202             ,0.09864             ,0.2081              ,0.43064             ,0.21501             ,0.47457             ,0.52055             ,0.11843             ,0.24228             ,0.84848             ,0.60567             ,0.89353             ,0.15462             ,0.36949             ,0.18442             ,0.08795             ,0.45111             ,0.4892              ,0.68447             ,0.81451             ,0.52998             ,0.80026             ,0.7131              ,0.6106              ,0.31996             ,0.25293             ,0.60855             ,0.10508             ,0.14901             ,0.67664             ,0.2616              ,0.20042             ,0.71385             ,0.47229             ,0.38962             ,0.4517              ,0.07132             ,0.53357             ,0.23563             ,0.1074              ,0.75639             ,0.07326             ,-0.01957            ,0.43641             ,0.45036             ,0.85417             ,0.88482             ,0.00815             ,0.16655             ,0.59345             ,0.40856             ,0.12838             ,0.22556             ,0.39643             ,0.54481             ,0.62513             ,0.73724             ,0.53818             ,0.55712             ,0.26342             ,0.2765              ,0.82559             ,0.86892             ,0.00706             ,0.0727              ,0.97369             ,0.47207             ,0.16221             ,0.03984             ,0.57011             
350                 ,0.58151             ,0.56693             ,0.08823             ,0.08946             ,382                 ,3014                ,112                 ,2910                ,0.78053             ,0.27447             ,0.16602             ,0.08271             ,0.20587             ,0.39834             ,0.20299             ,0.4604              ,0.49809             ,0.11379             ,0.23357             ,0.83807             ,0.5713              ,0.8743              ,0.1332              ,0.35848             ,0.17983             ,0.08273             ,0.44147             ,0.46555             ,0.65324             ,0.77607             ,0.49172             ,0.77687             ,0.69451             ,0.61054             ,0.28629             ,0.24117             ,0.59067             ,0.10211             ,0.13122             ,0.64644             ,0.22528             ,0.19968             ,0.68505             ,0.46595             ,0.35502             ,0.44539             ,0.06571             ,0.51584             ,0.22644             ,0.09872             ,0.73897             ,0.07044             ,-0.02009            ,0.42638             ,0.41365             ,0.81918             ,0.87096             ,0.00815             ,0.16618             ,0.58637             ,0.40368             ,0.12789             ,0.22582             ,0.39053             ,0.54006             ,0.62363             ,0.71369             ,0.52989             ,0.54829             ,0.26332             ,0.27442             ,0.81474             ,0.86492             ,0.00903             ,0.07416             ,0.9678              ,0.46729             ,0.15941             ,0.03892             ,0.56312             
400                 ,0.58457             ,0.57223             ,0.0879              ,0.08891             ,381                 ,3012                ,112                 ,2910                ,0.76582             ,0.27445             ,0.15993             ,0.0677              ,0.20392             ,0.367               ,0.19056             ,0.44569             ,0.47481             ,0.10912             ,0.22592             ,0.82622             ,0.53746             ,0.85395             ,0.11333             ,0.34772             ,0.17539             ,0.07758             ,0.43138             ,0.44149             ,0.62496             ,0.7361              ,0.45487             ,0.75271             ,0.67485             ,0.61048             ,0.25481             ,0.22916             ,0.57173             ,0.09905             ,0.11433             ,0.61648             ,0.19187             ,0.1991              ,0.65572             ,0.45797             ,0.32179             ,0.43847             ,0.0608              ,0.49624             ,0.21739             ,0.09017             ,0.72141             ,0.0675              ,-0.02118            ,0.41349             ,0.3785              ,0.78461             ,0.85625             ,0.00814             ,0.16572             ,0.57844             ,0.39943             ,0.12752             ,0.22583             ,0.38447             ,0.53486             ,0.62203             ,0.68913             ,0.52156             ,0.53917             ,0.26308             ,0.27205             ,0.80378             ,0.86058             ,0.01096             ,0.07572             ,0.9613              ,0.46207             ,0.15664             ,0.03785             ,0.55563             
450                 ,0.5884              ,0.57846             ,0.0875              ,0.08826             ,380                 ,3011                ,112                 ,2910                ,0.75043             ,0.27444             ,0.15365             ,0.05322             ,0.20168             ,0.33695             ,0.17789             ,0.43004             ,0.45131             ,0.10427             ,0.21842             ,0.8137              ,0.5045              ,0.83272             ,0.09503             ,0.33671             ,0.17112             ,0.07242             ,0.42077             ,0.41723             ,0.59527             ,0.6975              ,0.41954             ,0.72765             ,0.65416             ,0.61042             ,0.22552             ,0.21801             ,0.55221             ,0.0961              ,0.09856             ,0.58518             ,0.16164             ,0.19841             ,0.62556             ,0.44783             ,0.29031             ,0.43107             ,0.05639             ,0.47638             ,0.20814             ,0.08176             ,0.7017              ,0.06452             ,-0.02174            ,0.3985              ,0.34505             ,0.75086             ,0.84115             ,0.00814             ,0.1649              ,0.56899             ,0.39502             ,0.12747             ,0.22556             ,0.37717             ,0.52999             ,0.62019             ,0.66489             ,0.51183             ,0.52965             ,0.26256             ,0.26901             ,0.79206             ,0.85621             ,0.01274             ,0.0775              ,0.95419             ,0.45803             ,0.15252             ,0.03685             ,0.54722             
500                 ,0.59218             ,0.58398             ,0.0871              ,0.08768             ,380                 ,3010                ,112                 ,2910                ,0.7341              ,0.27443             ,0.14719             ,0.04066             ,0.19877             ,0.30806             ,0.1653              ,0.41406             ,0.42774             ,0.09921             ,0.21051             ,0.80134             ,0.47226             ,0.81069             ,0.0788              ,0.3254              ,0.1666              ,0.06728             ,0.4096              ,0.39319             ,0.56142             ,0.66112             ,0.38575             ,0.70233             ,0.63216             ,0.61035             ,0.19849             ,0.20615             ,0.53228             ,0.09298             ,0.08417             ,0.55184             ,0.13447             ,0.19758             ,0.59542             ,0.43711             ,0.26036             ,0.42316             ,0.05187             ,0.45682             ,0.19872             ,0.07354             ,0.67965             ,0.06079             ,-0.02228            ,0.3824              ,0.31332             ,0.71667             ,0.8255              ,0.00814             ,0.1641              ,0.56002             ,0.38969             ,0.12726             ,0.22524             ,0.36905             ,0.52502             ,0.61818             ,0.63937             ,0.50176             ,0.52016             ,0.26192             ,0.26611             ,0.77961             ,0.85155             ,0.01435             ,0.07846             ,0.94693             ,0.45385             ,0.14808             ,0.03575             ,0.53857             
