epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2_0:i,GNDI2_0:j,GNDI2_0:alpha1
2200                ,0.55043             ,0.55703             ,0.09145             ,0.09048             ,340                 ,3618                ,0.2349              
2250                ,0.55043             ,0.55702             ,0.09144             ,0.09048             ,340                 ,3618                ,0.23497             
2300                ,0.55044             ,0.55699             ,0.09144             ,0.09048             ,340                 ,3618                ,0.23504             
2350                ,0.55047             ,0.55733             ,0.09144             ,0.09045             ,342                 ,3618                ,0.23465             
2400                ,0.55054             ,0.55737             ,0.09143             ,0.09044             ,342                 ,3618                ,0.23486             
2450                ,0.55055             ,0.55737             ,0.09143             ,0.09044             ,342                 ,3618                ,0.235               
2500                ,0.55056             ,0.55737             ,0.09143             ,0.09044             ,342                 ,3618                ,0.23509             
2550                ,0.55057             ,0.55738             ,0.09143             ,0.09044             ,342                 ,3618                ,0.23516             
2600                ,0.55057             ,0.55738             ,0.09143             ,0.09044             ,342                 ,3618                ,0.23525             
2650                ,0.55058             ,0.55738             ,0.09143             ,0.09044             ,342                 ,3618                ,0.23533             
2700                ,0.55059             ,0.55738             ,0.09143             ,0.09044             ,342                 ,3618                ,0.23538             
2750                ,0.55059             ,0.55738             ,0.09143             ,0.09044             ,342                 ,3618                ,0.23541             
2800                ,0.55059             ,0.55743             ,0.09143             ,0.09043             ,342                 ,3618                ,0.23546             
2850                ,0.55062             ,0.55742             ,0.09143             ,0.09044             ,342                 ,3618                ,0.23549             
2900                ,0.55062             ,0.55741             ,0.09143             ,0.09044             ,342                 ,3618                ,0.23549             
2950                ,0.55063             ,0.5574              ,0.09143             ,0.09044             ,342                 ,3618                ,0.23549             
3000                ,0.55063             ,0.55742             ,0.09142             ,0.09044             ,342                 ,3618                ,0.23546             
3050                ,0.55063             ,0.55741             ,0.09142             ,0.09044             ,342                 ,3618                ,0.23547             
3100                ,0.55064             ,0.55741             ,0.09142             ,0.09044             ,342                 ,3618                ,0.23541             
3150                ,0.55064             ,0.55744             ,0.09142             ,0.09043             ,342                 ,3618                ,0.23537             
3200                ,0.55065             ,0.5574              ,0.09142             ,0.09044             ,342                 ,3618                ,0.23533             
3250                ,0.55065             ,0.55744             ,0.09142             ,0.09043             ,342                 ,3618                ,0.23526             
3300                ,0.55066             ,0.55741             ,0.09142             ,0.09044             ,342                 ,3618                ,0.23522             
3350                ,0.55066             ,0.5574              ,0.09142             ,0.09044             ,342                 ,3618                ,0.23516             
3400                ,0.55067             ,0.5574              ,0.09142             ,0.09044             ,342                 ,3618                ,0.2351              
3450                ,0.55067             ,0.55744             ,0.09142             ,0.09043             ,342                 ,3618                ,0.23503             
3500                ,0.55068             ,0.55744             ,0.09142             ,0.09043             ,342                 ,3618                ,0.23496             
3550                ,0.55068             ,0.55741             ,0.09142             ,0.09044             ,342                 ,3618                ,0.23489             
3600                ,0.55069             ,0.55744             ,0.09142             ,0.09043             ,342                 ,3618                ,0.23483             
3650                ,0.55069             ,0.55743             ,0.09142             ,0.09043             ,342                 ,3618                ,0.23473             
3700                ,0.55069             ,0.55745             ,0.09142             ,0.09043             ,342                 ,3618                ,0.23467             
3750                ,0.5507              ,0.55747             ,0.09142             ,0.09043             ,342                 ,3618                ,0.23461             
3800                ,0.5507              ,0.55745             ,0.09142             ,0.09043             ,342                 ,3618                ,0.23456             
3850                ,0.55071             ,0.55743             ,0.09142             ,0.09044             ,342                 ,3618                ,0.2345              
3900                ,0.55073             ,0.55751             ,0.09141             ,0.09043             ,342                 ,3618                ,0.23435             
3950                ,0.55075             ,0.55748             ,0.09141             ,0.09043             ,342                 ,3618                ,0.23435             
4000                ,0.55075             ,0.55748             ,0.09141             ,0.09043             ,342                 ,3618                ,0.23435             
