epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
1600                ,0.74779             ,0.7542              ,0.06849             ,0.0674              ,1297                ,478                 ,3456                ,0.34635             ,0.62382             
1650                ,0.74991             ,0.75584             ,0.0682              ,0.06717             ,1292                ,470                 ,3456                ,0.34514             ,0.61996             
1700                ,0.75175             ,0.75731             ,0.06795             ,0.06697             ,1288                ,463                 ,3456                ,0.34333             ,0.61609             
1750                ,0.7533              ,0.75857             ,0.06774             ,0.0668              ,1285                ,457                 ,3456                ,0.34132             ,0.61215             
1800                ,0.7545              ,0.75963             ,0.06758             ,0.06665             ,1283                ,450                 ,3456                ,0.34009             ,0.60901             
1850                ,0.75545             ,0.76048             ,0.06744             ,0.06653             ,1283                ,444                 ,3456                ,0.33874             ,0.60642             
1900                ,0.75631             ,0.76121             ,0.06733             ,0.06643             ,1283                ,438                 ,3456                ,0.33651             ,0.60419             
1950                ,0.75703             ,0.76184             ,0.06723             ,0.06634             ,1283                ,433                 ,3456                ,0.33337             ,0.602               
2000                ,0.75765             ,0.76248             ,0.06714             ,0.06625             ,1283                ,428                 ,3456                ,0.32937             ,0.59953             
2050                ,0.75816             ,0.76287             ,0.06707             ,0.0662              ,1283                ,424                 ,3456                ,0.32557             ,0.59738             
2100                ,0.75858             ,0.76318             ,0.06701             ,0.06615             ,1283                ,420                 ,3456                ,0.32147             ,0.59532             
2150                ,0.75894             ,0.7634              ,0.06696             ,0.06612             ,1283                ,417                 ,3456                ,0.31722             ,0.59322             
2200                ,0.75922             ,0.76358             ,0.06692             ,0.0661              ,1283                ,414                 ,3456                ,0.31289             ,0.59145             
2250                ,0.75948             ,0.76374             ,0.06689             ,0.06608             ,1283                ,412                 ,3456                ,0.30844             ,0.58974             
2300                ,0.75966             ,0.76384             ,0.06686             ,0.06606             ,1283                ,410                 ,3456                ,0.30374             ,0.58817             
2350                ,0.75981             ,0.76392             ,0.06684             ,0.06605             ,1283                ,408                 ,3456                ,0.29908             ,0.58663             
2400                ,0.75998             ,0.76401             ,0.06682             ,0.06604             ,1283                ,406                 ,3456                ,0.29424             ,0.58515             
2450                ,0.76011             ,0.76406             ,0.0668              ,0.06603             ,1283                ,405                 ,3456                ,0.2894              ,0.58374             
2500                ,0.7602              ,0.7641              ,0.06679             ,0.06603             ,1283                ,405                 ,3456                ,0.28471             ,0.58245             
2550                ,0.76029             ,0.76412             ,0.06677             ,0.06602             ,1283                ,405                 ,3456                ,0.27993             ,0.58122             
2600                ,0.76038             ,0.76413             ,0.06676             ,0.06602             ,1283                ,405                 ,3456                ,0.27503             ,0.58018             
2650                ,0.76047             ,0.76417             ,0.06675             ,0.06602             ,1283                ,405                 ,3456                ,0.27043             ,0.57922             
2700                ,0.76057             ,0.76419             ,0.06673             ,0.06601             ,1283                ,405                 ,3456                ,0.26583             ,0.57838             
2750                ,0.76067             ,0.76422             ,0.06672             ,0.06601             ,1283                ,405                 ,3456                ,0.26139             ,0.57768             
2800                ,0.76077             ,0.76426             ,0.06671             ,0.066               ,1283                ,405                 ,3456                ,0.25728             ,0.57703             
2850                ,0.76088             ,0.76429             ,0.06669             ,0.066               ,1283                ,405                 ,3456                ,0.25311             ,0.57639             
2900                ,0.76099             ,0.76436             ,0.06668             ,0.06599             ,1283                ,405                 ,3456                ,0.24931             ,0.57562             
2950                ,0.7611              ,0.7644              ,0.06666             ,0.06598             ,1283                ,405                 ,3456                ,0.24545             ,0.57495             
3000                ,0.76121             ,0.76446             ,0.06665             ,0.06598             ,1283                ,405                 ,3456                ,0.24187             ,0.57415             
3050                ,0.76132             ,0.7645              ,0.06663             ,0.06597             ,1283                ,405                 ,3456                ,0.23824             ,0.57342             
3100                ,0.76143             ,0.76453             ,0.06661             ,0.06596             ,1283                ,405                 ,3456                ,0.23465             ,0.57263             
3150                ,0.76155             ,0.76461             ,0.0666              ,0.06595             ,1283                ,405                 ,3456                ,0.23119             ,0.57188             
3200                ,0.76166             ,0.76469             ,0.06658             ,0.06594             ,1283                ,405                 ,3456                ,0.22787             ,0.57108             
3250                ,0.76177             ,0.76476             ,0.06657             ,0.06593             ,1283                ,405                 ,3456                ,0.22452             ,0.57026             
3300                ,0.76189             ,0.76485             ,0.06655             ,0.06592             ,1283                ,405                 ,3456                ,0.22123             ,0.56937             
3350                ,0.76201             ,0.76492             ,0.06653             ,0.06591             ,1283                ,405                 ,3456                ,0.21794             ,0.56842             
3400                ,0.76213             ,0.76493             ,0.06652             ,0.06591             ,1283                ,405                 ,3456                ,0.2144              ,0.56741             
3450                ,0.76226             ,0.76499             ,0.0665              ,0.0659              ,1283                ,405                 ,3456                ,0.21067             ,0.56618             
3500                ,0.76239             ,0.76508             ,0.06648             ,0.06589             ,1283                ,405                 ,3456                ,0.20704             ,0.56524             
3550                ,0.76252             ,0.76518             ,0.06646             ,0.06587             ,1283                ,405                 ,3456                ,0.20355             ,0.56431             
3600                ,0.76266             ,0.76527             ,0.06644             ,0.06586             ,1283                ,405                 ,3456                ,0.20025             ,0.56328             
3650                ,0.7628              ,0.76537             ,0.06642             ,0.06585             ,1283                ,405                 ,3456                ,0.19686             ,0.56216             
3700                ,0.76295             ,0.76548             ,0.0664              ,0.06583             ,1283                ,405                 ,3456                ,0.19367             ,0.56077             
3750                ,0.76309             ,0.76559             ,0.06638             ,0.06582             ,1283                ,405                 ,3456                ,0.19042             ,0.55925             
3800                ,0.76326             ,0.76565             ,0.06636             ,0.06581             ,1283                ,405                 ,3456                ,0.18645             ,0.55789             
3850                ,0.76345             ,0.76566             ,0.06633             ,0.06581             ,1283                ,405                 ,3456                ,0.18249             ,0.55568             
3900                ,0.76364             ,0.76579             ,0.06631             ,0.06579             ,1283                ,405                 ,3456                ,0.17881             ,0.55284             
3950                ,0.76383             ,0.76588             ,0.06628             ,0.06578             ,1283                ,405                 ,3456                ,0.17491             ,0.54977             
4000                ,0.76402             ,0.76599             ,0.06625             ,0.06576             ,1283                ,405                 ,3456                ,0.17145             ,0.54638             
