epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3Alpha_0:i,GNDI3Alpha_0:j,GNDI3Alpha_0:k,GNDI3Alpha_0:alpha1_1,GNDI3Alpha_0:alpha1_2,GNDI3Alpha_0:alpha1_3,GNDI3Alpha_0:alpha1_4,GNDI3Alpha_0:alpha1_5,GNDI3Alpha_0:alpha1_6,GNDI3Alpha_0:alpha2_1,GNDI3Alpha_0:alpha2_2,GNDI3Alpha_0:alpha2_3,GNDI3Alpha_0:alpha2_4,GNDI3Alpha_0:alpha2_5,GNDI3Alpha_0:alpha2_6
1750                ,0.77189             ,0.74651             ,0.06514             ,0.06844             ,3645                ,3483                ,3152                ,-0.01207            ,-0.54371            ,-0.47957            ,0.0107              ,0.17635             ,-1.31052            ,0.90465             ,0.9276              ,-0.04949            ,0.63618             ,0.42321             ,0.9365              
1800                ,0.77445             ,0.74719             ,0.06477             ,0.06835             ,3644                ,3483                ,3152                ,-0.01181            ,-0.54359            ,-0.47964            ,0.01125             ,0.17147             ,-1.31183            ,0.90753             ,0.92943             ,-0.04942            ,0.63199             ,0.42031             ,0.93793             
1850                ,0.77618             ,0.74751             ,0.06452             ,0.06831             ,3644                ,3483                ,3152                ,-0.01237            ,-0.5419             ,-0.47964            ,0.01158             ,0.16661             ,-1.31284            ,0.90946             ,0.93026             ,-0.04942            ,0.62814             ,0.41736             ,0.93907             
1900                ,0.77746             ,0.74794             ,0.06434             ,0.06825             ,3644                ,3484                ,3152                ,-0.01366            ,-0.53939            ,-0.47964            ,0.01179             ,0.16175             ,-1.31362            ,0.91086             ,0.93061             ,-0.04941            ,0.62437             ,0.41439             ,0.93996             
1950                ,0.77844             ,0.74842             ,0.0642              ,0.06818             ,3644                ,3484                ,3152                ,-0.01548            ,-0.53624            ,-0.47964            ,0.01189             ,0.15674             ,-1.31418            ,0.9118              ,0.93053             ,-0.04941            ,0.62078             ,0.41155             ,0.94064             
2000                ,0.77924             ,0.74896             ,0.06408             ,0.06811             ,3643                ,3484                ,3152                ,-0.01764            ,-0.53272            ,-0.47964            ,0.01192             ,0.15178             ,-1.31457            ,0.9123              ,0.93012             ,-0.04941            ,0.61733             ,0.40866             ,0.94113             
2050                ,0.77988             ,0.74947             ,0.06399             ,0.06804             ,3643                ,3484                ,3152                ,-0.02002            ,-0.529              ,-0.47964            ,0.01189             ,0.14682             ,-1.31482            ,0.91242             ,0.92945             ,-0.04941            ,0.61407             ,0.40576             ,0.94148             
2100                ,0.7804              ,0.74993             ,0.06391             ,0.06798             ,3643                ,3484                ,3152                ,-0.0225             ,-0.52519            ,-0.47964            ,0.0118              ,0.14188             ,-1.31497            ,0.91219             ,0.92857             ,-0.04941            ,0.61097             ,0.40284             ,0.94172             
2150                ,0.78081             ,0.75034             ,0.06385             ,0.06792             ,3643                ,3484                ,3152                ,-0.02498            ,-0.52144            ,-0.47964            ,0.01169             ,0.13702             ,-1.31505            ,0.91165             ,0.92756             ,-0.04941            ,0.60799             ,0.39984             ,0.94188             
2200                ,0.78113             ,0.75069             ,0.0638              ,0.06788             ,3643                ,3484                ,3152                ,-0.02743            ,-0.51786            ,-0.47964            ,0.01157             ,0.13219             ,-1.3151             ,0.91088             ,0.92651             ,-0.04941            ,0.60512             ,0.39681             ,0.942               
2250                ,0.7814              ,0.75097             ,0.06377             ,0.06784             ,3642                ,3484                ,3152                ,-0.02987            ,-0.51442            ,-0.47964            ,0.01143             ,0.12743             ,-1.31512            ,0.90995             ,0.92542             ,-0.04941            ,0.60233             ,0.39374             ,0.94208             
2300                ,0.7816              ,0.75119             ,0.06374             ,0.06781             ,3642                ,3484                ,3152                ,-0.03222            ,-0.51126            ,-0.47964            ,0.01128             ,0.12276             ,-1.31514            ,0.90885             ,0.92435             ,-0.04941            ,0.59959             ,0.39059             ,0.94214             
2350                ,0.78177             ,0.75143             ,0.06371             ,0.06778             ,3642                ,3484                ,3152                ,-0.0345             ,-0.50846            ,-0.47964            ,0.01115             ,0.11821             ,-1.31516            ,0.90763             ,0.92336             ,-0.04941            ,0.59686             ,0.38737             ,0.94219             
2400                ,0.7819              ,0.75164             ,0.06369             ,0.06775             ,3642                ,3484                ,3152                ,-0.0367             ,-0.50586            ,-0.47964            ,0.01101             ,0.11372             ,-1.31517            ,0.90625             ,0.92237             ,-0.04941            ,0.59417             ,0.38409             ,0.94222             
2450                ,0.78202             ,0.75189             ,0.06368             ,0.06771             ,3642                ,3484                ,3152                ,-0.03881            ,-0.50351            ,-0.47964            ,0.01087             ,0.1094              ,-1.31517            ,0.90466             ,0.9214              ,-0.04941            ,0.5915              ,0.38066             ,0.94223             
2500                ,0.78212             ,0.7521              ,0.06366             ,0.06768             ,3642                ,3484                ,3152                ,-0.0409             ,-0.50144            ,-0.47964            ,0.01074             ,0.10517             ,-1.31516            ,0.90298             ,0.9205              ,-0.04941            ,0.58885             ,0.37718             ,0.94221             
2550                ,0.78222             ,0.75231             ,0.06365             ,0.06766             ,3642                ,3484                ,3152                ,-0.04292            ,-0.49963            ,-0.47964            ,0.0106              ,0.10107             ,-1.31513            ,0.90114             ,0.91962             ,-0.04941            ,0.58623             ,0.37359             ,0.94217             
2600                ,0.78232             ,0.75255             ,0.06363             ,0.06762             ,3641                ,3484                ,3152                ,-0.04492            ,-0.49803            ,-0.47964            ,0.01046             ,0.09709             ,-1.31508            ,0.89917             ,0.91878             ,-0.04941            ,0.58361             ,0.36994             ,0.94209             
2650                ,0.78241             ,0.75278             ,0.06362             ,0.06759             ,3641                ,3484                ,3152                ,-0.04688            ,-0.49664            ,-0.47964            ,0.01032             ,0.09325             ,-1.31501            ,0.89704             ,0.91796             ,-0.04941            ,0.58101             ,0.36617             ,0.94199             
2700                ,0.78251             ,0.75299             ,0.0636              ,0.06756             ,3641                ,3485                ,3152                ,-0.04878            ,-0.49549            ,-0.47964            ,0.01018             ,0.08954             ,-1.31495            ,0.8948              ,0.91719             ,-0.04941            ,0.5784              ,0.36232             ,0.94187             
2750                ,0.78262             ,0.75318             ,0.06359             ,0.06754             ,3641                ,3485                ,3152                ,-0.05063            ,-0.49463            ,-0.47964            ,0.01005             ,0.08599             ,-1.3149             ,0.89253             ,0.9165              ,-0.04941            ,0.57573             ,0.35834             ,0.94176             
2800                ,0.78272             ,0.75333             ,0.06357             ,0.06752             ,3640                ,3485                ,3152                ,-0.05244            ,-0.49404            ,-0.47964            ,0.00993             ,0.08261             ,-1.31488            ,0.89023             ,0.9159              ,-0.04941            ,0.57299             ,0.35422             ,0.94165             
2850                ,0.78279             ,0.75343             ,0.06356             ,0.0675              ,3640                ,3485                ,3152                ,-0.05423            ,-0.49361            ,-0.47964            ,0.00982             ,0.07933             ,-1.31487            ,0.88787             ,0.91535             ,-0.04941            ,0.57021             ,0.35002             ,0.94156             
2900                ,0.78284             ,0.7535              ,0.06356             ,0.06749             ,3640                ,3485                ,3152                ,-0.05601            ,-0.4933             ,-0.47964            ,0.0097              ,0.07616             ,-1.31487            ,0.88544             ,0.91481             ,-0.04941            ,0.56739             ,0.34575             ,0.94145             
2950                ,0.78285             ,0.75356             ,0.06355             ,0.06748             ,3640                ,3485                ,3152                ,-0.05778            ,-0.49311            ,-0.47964            ,0.00957             ,0.07314             ,-1.31485            ,0.88289             ,0.91427             ,-0.04941            ,0.56456             ,0.34132             ,0.94133             
3000                ,0.78285             ,0.75358             ,0.06355             ,0.06748             ,3640                ,3485                ,3152                ,-0.05954            ,-0.49304            ,-0.47964            ,0.00944             ,0.07025             ,-1.31483            ,0.88022             ,0.91373             ,-0.04942            ,0.56172             ,0.3368              ,0.94118             
3050                ,0.78284             ,0.75363             ,0.06356             ,0.06748             ,3640                ,3485                ,3152                ,-0.06134            ,-0.49308            ,-0.47964            ,0.0093              ,0.06748             ,-1.31481            ,0.87749             ,0.9132              ,-0.04942            ,0.55884             ,0.3322              ,0.94102             
3100                ,0.78282             ,0.75365             ,0.06356             ,0.06747             ,3640                ,3485                ,3152                ,-0.06313            ,-0.49326            ,-0.47964            ,0.00915             ,0.06485             ,-1.31479            ,0.8747              ,0.9127              ,-0.04942            ,0.55592             ,0.32747             ,0.94085             
3150                ,0.78281             ,0.75367             ,0.06356             ,0.06747             ,3639                ,3485                ,3152                ,-0.06493            ,-0.49359            ,-0.47964            ,0.00901             ,0.06234             ,-1.31478            ,0.87185             ,0.91224             ,-0.04942            ,0.55293             ,0.32263             ,0.94068             
3200                ,0.78279             ,0.75369             ,0.06356             ,0.06747             ,3639                ,3485                ,3152                ,-0.06673            ,-0.49406            ,-0.47964            ,0.00887             ,0.05993             ,-1.31478            ,0.86894             ,0.91181             ,-0.04942            ,0.5499              ,0.31768             ,0.94051             
3250                ,0.78278             ,0.75371             ,0.06356             ,0.06746             ,3639                ,3485                ,3152                ,-0.06854            ,-0.49465            ,-0.47964            ,0.00873             ,0.05763             ,-1.31479            ,0.86602             ,0.9114              ,-0.04942            ,0.5468              ,0.31262             ,0.94033             
3300                ,0.78277             ,0.75372             ,0.06357             ,0.06746             ,3639                ,3485                ,3152                ,-0.07038            ,-0.49531            ,-0.47964            ,0.00858             ,0.05547             ,-1.31479            ,0.86301             ,0.911               ,-0.04942            ,0.54365             ,0.30739             ,0.94015             
3350                ,0.78276             ,0.75374             ,0.06357             ,0.06746             ,3639                ,3485                ,3152                ,-0.07223            ,-0.49607            ,-0.47964            ,0.00843             ,0.05337             ,-1.31481            ,0.85994             ,0.91061             ,-0.04942            ,0.54045             ,0.30208             ,0.93996             
3400                ,0.78275             ,0.75376             ,0.06357             ,0.06746             ,3639                ,3485                ,3152                ,-0.07411            ,-0.49689            ,-0.47964            ,0.00828             ,0.05137             ,-1.31482            ,0.8568              ,0.91023             ,-0.04942            ,0.53719             ,0.29664             ,0.93977             
3450                ,0.78276             ,0.75377             ,0.06357             ,0.06746             ,3639                ,3485                ,3152                ,-0.07605            ,-0.49778            ,-0.47964            ,0.00812             ,0.04945             ,-1.31483            ,0.85362             ,0.90985             ,-0.04942            ,0.53387             ,0.2911              ,0.93956             
3500                ,0.78277             ,0.75378             ,0.06357             ,0.06745             ,3639                ,3485                ,3152                ,-0.07804            ,-0.49868            ,-0.47964            ,0.00795             ,0.0476              ,-1.31483            ,0.85037             ,0.90946             ,-0.04942            ,0.5305              ,0.28544             ,0.93933             
3550                ,0.78282             ,0.75377             ,0.06356             ,0.06746             ,3639                ,3485                ,3152                ,-0.0801             ,-0.49958            ,-0.47964            ,0.00778             ,0.04579             ,-1.31483            ,0.8471              ,0.90904             ,-0.04943            ,0.52706             ,0.2798              ,0.93909             
3600                ,0.7829              ,0.75377             ,0.06355             ,0.06745             ,3638                ,3485                ,3152                ,-0.08223            ,-0.50042            ,-0.47963            ,0.0076              ,0.04413             ,-1.31482            ,0.84378             ,0.90857             ,-0.04943            ,0.52355             ,0.27387             ,0.93884             
3650                ,0.783               ,0.75379             ,0.06353             ,0.06745             ,3638                ,3485                ,3152                ,-0.08451            ,-0.50122            ,-0.47963            ,0.00741             ,0.0425              ,-1.31482            ,0.84053             ,0.90809             ,-0.04943            ,0.51993             ,0.26791             ,0.93859             
3700                ,0.78309             ,0.75386             ,0.06352             ,0.06744             ,3638                ,3485                ,3152                ,-0.08681            ,-0.50187            ,-0.47963            ,0.0072              ,0.04091             ,-1.31481            ,0.83715             ,0.90752             ,-0.04943            ,0.51629             ,0.26188             ,0.93832             
3750                ,0.78316             ,0.75397             ,0.06351             ,0.06743             ,3638                ,3485                ,3152                ,-0.08918            ,-0.50248            ,-0.47963            ,0.00699             ,0.03934             ,-1.3148             ,0.83368             ,0.90687             ,-0.04943            ,0.51262             ,0.25583             ,0.93804             
3800                ,0.78321             ,0.75409             ,0.0635              ,0.06741             ,3637                ,3485                ,3152                ,-0.09156            ,-0.50309            ,-0.47963            ,0.00676             ,0.03782             ,-1.31478            ,0.83012             ,0.90619             ,-0.04943            ,0.50892             ,0.2497              ,0.93774             
3850                ,0.78325             ,0.75421             ,0.06349             ,0.0674              ,3637                ,3485                ,3152                ,-0.09398            ,-0.50373            ,-0.47963            ,0.00654             ,0.03639             ,-1.31479            ,0.82657             ,0.90551             ,-0.04943            ,0.50513             ,0.24339             ,0.93745             
3900                ,0.78329             ,0.75433             ,0.06349             ,0.06738             ,3637                ,3485                ,3152                ,-0.09644            ,-0.50442            ,-0.47963            ,0.00631             ,0.03499             ,-1.31481            ,0.82302             ,0.90482             ,-0.04943            ,0.50126             ,0.23698             ,0.93718             
3950                ,0.78334             ,0.75445             ,0.06348             ,0.06736             ,3637                ,3485                ,3152                ,-0.09892            ,-0.50513            ,-0.47962            ,0.00608             ,0.03364             ,-1.31485            ,0.81945             ,0.90413             ,-0.04944            ,0.4973              ,0.23048             ,0.93691             
4000                ,0.78339             ,0.75456             ,0.06348             ,0.06735             ,3637                ,3485                ,3152                ,-0.10144            ,-0.50585            ,-0.47962            ,0.00585             ,0.0323              ,-1.31492            ,0.8159              ,0.90344             ,-0.04944            ,0.49325             ,0.22391             ,0.93666             
