epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3_0:i,GNDI3_0:j,GNDI3_0:k,GNDI3_0:alpha1,GNDI3_0:alpha2
800                 ,0.47555             ,0.48064             ,0.09877             ,0.09797             ,3883                ,410                 ,93                  ,0.75818             ,0.40632             
850                 ,0.48202             ,0.48623             ,0.09816             ,0.09744             ,3883                ,402                 ,97                  ,0.73563             ,0.40608             
900                 ,0.4877              ,0.49154             ,0.09762             ,0.09693             ,3883                ,396                 ,102                 ,0.71188             ,0.40451             
950                 ,0.49281             ,0.49644             ,0.09713             ,0.09647             ,3883                ,390                 ,106                 ,0.68704             ,0.40111             
1000                ,0.49713             ,0.50058             ,0.09671             ,0.09607             ,3883                ,386                 ,110                 ,0.66067             ,0.39685             
1050                ,0.50063             ,0.50382             ,0.09638             ,0.09576             ,3883                ,382                 ,113                 ,0.63325             ,0.39102             
1100                ,0.50438             ,0.50719             ,0.09601             ,0.09543             ,3883                ,379                 ,117                 ,0.6052              ,0.38315             
1150                ,0.5106              ,0.51237             ,0.09541             ,0.09493             ,3883                ,376                 ,120                 ,0.57676             ,0.37081             
1200                ,0.51516             ,0.51812             ,0.09496             ,0.09437             ,3882                ,372                 ,123                 ,0.54549             ,0.36204             
1250                ,0.51776             ,0.52051             ,0.09471             ,0.09413             ,3882                ,368                 ,125                 ,0.51649             ,0.35257             
1300                ,0.51976             ,0.52178             ,0.09451             ,0.09401             ,3881                ,365                 ,128                 ,0.48846             ,0.3425              
1350                ,0.52146             ,0.52333             ,0.09435             ,0.09385             ,3881                ,361                 ,130                 ,0.46083             ,0.33249             
1400                ,0.52283             ,0.52434             ,0.09421             ,0.09375             ,3881                ,359                 ,132                 ,0.43366             ,0.32356             
1450                ,0.52384             ,0.52505             ,0.09411             ,0.09369             ,3881                ,356                 ,134                 ,0.40702             ,0.31605             
1500                ,0.52474             ,0.52563             ,0.09402             ,0.09363             ,3881                ,354                 ,136                 ,0.38054             ,0.30939             
1550                ,0.52525             ,0.52581             ,0.09397             ,0.09361             ,3881                ,353                 ,137                 ,0.35448             ,0.30352             
1600                ,0.52562             ,0.52579             ,0.09393             ,0.09361             ,3881                ,353                 ,139                 ,0.32887             ,0.29827             
1650                ,0.52587             ,0.5256              ,0.09391             ,0.09363             ,3881                ,353                 ,140                 ,0.30444             ,0.29362             
1700                ,0.52609             ,0.5257              ,0.09389             ,0.09362             ,3881                ,353                 ,141                 ,0.28083             ,0.28936             
1750                ,0.52629             ,0.52579             ,0.09387             ,0.09361             ,3881                ,353                 ,142                 ,0.25741             ,0.28531             
1800                ,0.52647             ,0.52579             ,0.09385             ,0.09361             ,3881                ,353                 ,143                 ,0.23482             ,0.28181             
1850                ,0.5266              ,0.52561             ,0.09384             ,0.09363             ,3881                ,353                 ,144                 ,0.21303             ,0.27887             
1900                ,0.52669             ,0.52555             ,0.09383             ,0.09364             ,3881                ,353                 ,144                 ,0.19194             ,0.27616             
1950                ,0.52677             ,0.52539             ,0.09382             ,0.09365             ,3881                ,353                 ,145                 ,0.17179             ,0.27387             
2000                ,0.52684             ,0.5254              ,0.09381             ,0.09365             ,3881                ,353                 ,146                 ,0.15287             ,0.27183             
2050                ,0.52688             ,0.52539             ,0.09381             ,0.09365             ,3881                ,352                 ,146                 ,0.13556             ,0.26992             
2100                ,0.52693             ,0.52533             ,0.0938              ,0.09366             ,3881                ,352                 ,146                 ,0.11763             ,0.26836             
2150                ,0.52698             ,0.52522             ,0.0938              ,0.09367             ,3881                ,352                 ,147                 ,0.09998             ,0.26692             
2200                ,0.52703             ,0.52516             ,0.09379             ,0.09367             ,3881                ,352                 ,147                 ,0.08364             ,0.26551             
2250                ,0.52708             ,0.52514             ,0.09379             ,0.09368             ,3881                ,352                 ,147                 ,0.06817             ,0.26426             
2300                ,0.52712             ,0.52509             ,0.09379             ,0.09368             ,3881                ,352                 ,147                 ,0.05323             ,0.26309             
2350                ,0.52716             ,0.52512             ,0.09378             ,0.09368             ,3881                ,351                 ,147                 ,0.03864             ,0.26214             
2400                ,0.5272              ,0.5251              ,0.09378             ,0.09368             ,3881                ,351                 ,147                 ,0.0252              ,0.26135             
2450                ,0.52724             ,0.52547             ,0.09377             ,0.09364             ,3881                ,351                 ,147                 ,0.01962             ,0.26099             
2500                ,0.52738             ,0.5263              ,0.09376             ,0.09356             ,3881                ,350                 ,147                 ,0.01453             ,0.26047             
2550                ,0.52754             ,0.52713             ,0.09374             ,0.09348             ,3881                ,350                 ,147                 ,0.01048             ,0.26006             
2600                ,0.52767             ,0.52758             ,0.09373             ,0.09344             ,3881                ,350                 ,146                 ,0.00929             ,0.2602              
2650                ,0.52781             ,0.52782             ,0.09372             ,0.09341             ,3881                ,349                 ,146                 ,0.00853             ,0.26041             
2700                ,0.52798             ,0.52815             ,0.0937              ,0.09338             ,3881                ,349                 ,146                 ,0.00815             ,0.26074             
2750                ,0.52818             ,0.52848             ,0.09368             ,0.09335             ,3881                ,349                 ,146                 ,0.00776             ,0.26123             
2800                ,0.52844             ,0.52891             ,0.09366             ,0.0933              ,3881                ,348                 ,146                 ,0.00734             ,0.26187             
2850                ,0.52875             ,0.52924             ,0.09362             ,0.09327             ,3881                ,348                 ,146                 ,0.00697             ,0.26276             
2900                ,0.52912             ,0.5299              ,0.09359             ,0.09321             ,3881                ,348                 ,146                 ,0.00684             ,0.26391             
2950                ,0.5296              ,0.53074             ,0.09354             ,0.09312             ,3881                ,348                 ,146                 ,0.0067              ,0.26513             
3000                ,0.53017             ,0.53169             ,0.09348             ,0.09303             ,3881                ,349                 ,146                 ,0.00669             ,0.26688             
3050                ,0.53082             ,0.53254             ,0.09342             ,0.09294             ,3881                ,350                 ,146                 ,0.00755             ,0.26906             
3100                ,0.53153             ,0.53362             ,0.09335             ,0.09284             ,3881                ,351                 ,146                 ,0.00865             ,0.27169             
3150                ,0.53226             ,0.53489             ,0.09327             ,0.09271             ,3881                ,351                 ,146                 ,0.00982             ,0.27449             
3200                ,0.53299             ,0.53556             ,0.0932              ,0.09264             ,3881                ,353                 ,146                 ,0.01171             ,0.27735             
3250                ,0.53383             ,0.53701             ,0.09312             ,0.0925              ,3881                ,354                 ,147                 ,0.00444             ,0.28126             
3300                ,0.53495             ,0.53781             ,0.09301             ,0.09242             ,3881                ,354                 ,147                 ,-0.00931            ,0.28337             
3350                ,0.53588             ,0.53731             ,0.09291             ,0.09247             ,3881                ,354                 ,147                 ,-0.01407            ,0.28928             
3400                ,0.5366              ,0.53783             ,0.09284             ,0.09242             ,3881                ,354                 ,147                 ,-0.01423            ,0.29553             
3450                ,0.53725             ,0.5382              ,0.09278             ,0.09238             ,3881                ,354                 ,147                 ,-0.01444            ,0.3014              
3500                ,0.53778             ,0.53849             ,0.09272             ,0.09235             ,3881                ,354                 ,147                 ,-0.01465            ,0.30645             
3550                ,0.53824             ,0.53878             ,0.09268             ,0.09232             ,3881                ,354                 ,147                 ,-0.01475            ,0.31125             
3600                ,0.53865             ,0.5389              ,0.09264             ,0.09231             ,3881                ,354                 ,147                 ,-0.01489            ,0.31588             
3650                ,0.53899             ,0.53894             ,0.0926              ,0.09231             ,3881                ,355                 ,147                 ,-0.01498            ,0.32004             
3700                ,0.53928             ,0.53917             ,0.09257             ,0.09228             ,3881                ,355                 ,147                 ,-0.01501            ,0.32396             
3750                ,0.53955             ,0.53922             ,0.09254             ,0.09228             ,3881                ,355                 ,147                 ,-0.01512            ,0.32753             
3800                ,0.5398              ,0.53912             ,0.09252             ,0.09229             ,3881                ,355                 ,147                 ,-0.01514            ,0.33091             
3850                ,0.54002             ,0.53949             ,0.0925              ,0.09225             ,3881                ,355                 ,147                 ,-0.0151             ,0.33388             
3900                ,0.54022             ,0.53942             ,0.09248             ,0.09226             ,3881                ,355                 ,147                 ,-0.01511            ,0.33661             
3950                ,0.54039             ,0.53944             ,0.09246             ,0.09226             ,3881                ,355                 ,147                 ,-0.01509            ,0.33928             
4000                ,0.54053             ,0.53964             ,0.09245             ,0.09224             ,3881                ,355                 ,147                 ,-0.0151             ,0.34162             
