epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0.10601             ,0.11568             ,0.12895             ,0.12784             ,764                 ,1552                ,0.38848             ,-0.01215            
100                 ,0.186               ,0.20445             ,0.12305             ,0.12125             ,720                 ,1525                ,0.39616             ,-0.02032            
150                 ,0.27847             ,0.30622             ,0.11585             ,0.11323             ,678                 ,1470                ,0.41371             ,-0.02566            
200                 ,0.37159             ,0.40828             ,0.10811             ,0.10457             ,639                 ,1398                ,0.4287              ,-0.02512            
250                 ,0.45108             ,0.49223             ,0.10105             ,0.09687             ,604                 ,1399                ,0.42383             ,-0.02098            
300                 ,0.50348             ,0.54361             ,0.0961              ,0.09184             ,574                 ,1399                ,0.41453             ,-0.03679            
350                 ,0.54114             ,0.57665             ,0.09238             ,0.08845             ,549                 ,1399                ,0.40242             ,-0.06691            
400                 ,0.57062             ,0.59824             ,0.08937             ,0.08616             ,527                 ,1399                ,0.40205             ,-0.10594            
450                 ,0.58711             ,0.60872             ,0.08764             ,0.08503             ,508                 ,1399                ,0.40085             ,-0.11914            
500                 ,0.60021             ,0.61601             ,0.08623             ,0.08424             ,491                 ,1399                ,0.40184             ,-0.1316             
550                 ,0.61185             ,0.62209             ,0.08497             ,0.08357             ,475                 ,1399                ,0.40363             ,-0.14573            
600                 ,0.62179             ,0.62692             ,0.08387             ,0.08303             ,460                 ,1399                ,0.40529             ,-0.15825            
650                 ,0.63028             ,0.63106             ,0.08293             ,0.08257             ,447                 ,1399                ,0.40644             ,-0.16927            
700                 ,0.63743             ,0.63451             ,0.08212             ,0.08218             ,434                 ,1399                ,0.40776             ,-0.17909            
750                 ,0.64311             ,0.6375              ,0.08148             ,0.08185             ,424                 ,1399                ,0.40954             ,-0.18658            
800                 ,0.64762             ,0.64018             ,0.08096             ,0.08154             ,414                 ,1399                ,0.41136             ,-0.19216            
850                 ,0.65104             ,0.64261             ,0.08057             ,0.08127             ,406                 ,1399                ,0.41263             ,-0.1966             
900                 ,0.65352             ,0.64395             ,0.08028             ,0.08111             ,399                 ,1399                ,0.41559             ,-0.20106            
950                 ,0.65533             ,0.64501             ,0.08007             ,0.08099             ,393                 ,1399                ,0.41861             ,-0.20618            
1000                ,0.65681             ,0.64584             ,0.0799              ,0.0809              ,389                 ,1399                ,0.42148             ,-0.21095            
1050                ,0.65569             ,0.64587             ,0.08003             ,0.0809              ,394                 ,1399                ,0.42685             ,-0.2145             
1100                ,0.6572              ,0.64737             ,0.07985             ,0.08072             ,392                 ,1399                ,0.42945             ,-0.21834            
1150                ,0.65972             ,0.64973             ,0.07956             ,0.08045             ,390                 ,1399                ,0.4289              ,-0.22172            
1200                ,0.65959             ,0.65127             ,0.07957             ,0.08028             ,396                 ,1399                ,0.4436              ,-0.22554            
1250                ,0.66013             ,0.6505              ,0.07951             ,0.08037             ,398                 ,1399                ,0.44334             ,-0.22957            
1300                ,0.66066             ,0.65035             ,0.07945             ,0.08038             ,398                 ,1399                ,0.44178             ,-0.23094            
1350                ,0.66111             ,0.65057             ,0.07939             ,0.08036             ,398                 ,1399                ,0.44018             ,-0.23299            
1400                ,0.66154             ,0.65069             ,0.07934             ,0.08034             ,398                 ,1399                ,0.4385              ,-0.23462            
1450                ,0.66192             ,0.65077             ,0.0793              ,0.08033             ,398                 ,1399                ,0.43668             ,-0.23599            
1500                ,0.66227             ,0.65094             ,0.07926             ,0.08032             ,398                 ,1399                ,0.43455             ,-0.23747            
1550                ,0.66262             ,0.65109             ,0.07922             ,0.0803              ,398                 ,1399                ,0.43241             ,-0.23943            
1600                ,0.66291             ,0.65121             ,0.07918             ,0.08028             ,398                 ,1399                ,0.43009             ,-0.24084            
1650                ,0.66322             ,0.65196             ,0.07915             ,0.0802              ,398                 ,1399                ,0.4269              ,-0.24226            
1700                ,0.66358             ,0.65194             ,0.0791              ,0.0802              ,398                 ,1399                ,0.42432             ,-0.24504            
1750                ,0.66386             ,0.65191             ,0.07907             ,0.0802              ,398                 ,1399                ,0.42198             ,-0.24666            
1800                ,0.66409             ,0.6518              ,0.07904             ,0.08022             ,398                 ,1399                ,0.41959             ,-0.24804            
1850                ,0.66428             ,0.65176             ,0.07902             ,0.08022             ,398                 ,1399                ,0.41709             ,-0.24943            
