epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
1900                ,0.66444             ,0.65177             ,0.079               ,0.08022             ,398                 ,1399                ,0.41461             ,-0.25021            
1950                ,0.6646              ,0.65191             ,0.07898             ,0.0802              ,398                 ,1399                ,0.41221             ,-0.24968            
2000                ,0.66472             ,0.65188             ,0.07897             ,0.08021             ,398                 ,1399                ,0.40975             ,-0.25078            
2050                ,0.66482             ,0.65187             ,0.07896             ,0.08021             ,398                 ,1399                ,0.40724             ,-0.25263            
2100                ,0.6649              ,0.65185             ,0.07895             ,0.08021             ,398                 ,1399                ,0.40478             ,-0.25429            
2150                ,0.66497             ,0.65181             ,0.07894             ,0.08022             ,398                 ,1399                ,0.40234             ,-0.25607            
2200                ,0.66504             ,0.65182             ,0.07893             ,0.08021             ,398                 ,1399                ,0.39998             ,-0.25707            
2250                ,0.66509             ,0.65188             ,0.07893             ,0.08021             ,398                 ,1399                ,0.39756             ,-0.25882            
2300                ,0.66514             ,0.65179             ,0.07892             ,0.08022             ,397                 ,1399                ,0.39522             ,-0.26069            
2350                ,0.66518             ,0.65177             ,0.07892             ,0.08022             ,397                 ,1399                ,0.39292             ,-0.26253            
2400                ,0.66522             ,0.65178             ,0.07891             ,0.08022             ,397                 ,1399                ,0.39065             ,-0.2643             
2450                ,0.66525             ,0.65173             ,0.07891             ,0.08022             ,397                 ,1399                ,0.38843             ,-0.26602            
2500                ,0.66528             ,0.6517              ,0.0789              ,0.08023             ,397                 ,1399                ,0.38622             ,-0.2676             
2550                ,0.66531             ,0.65174             ,0.0789              ,0.08022             ,397                 ,1399                ,0.38405             ,-0.26912            
2600                ,0.66534             ,0.65172             ,0.0789              ,0.08023             ,397                 ,1399                ,0.38193             ,-0.27058            
2650                ,0.66537             ,0.65173             ,0.07889             ,0.08022             ,397                 ,1399                ,0.37986             ,-0.27197            
2700                ,0.66539             ,0.65173             ,0.07889             ,0.08022             ,397                 ,1399                ,0.37785             ,-0.27332            
2750                ,0.66542             ,0.65168             ,0.07889             ,0.08023             ,397                 ,1399                ,0.37592             ,-0.27471            
2800                ,0.66545             ,0.65178             ,0.07889             ,0.08022             ,397                 ,1399                ,0.37399             ,-0.2759             
2850                ,0.66547             ,0.65176             ,0.07888             ,0.08022             ,397                 ,1399                ,0.37218             ,-0.27715            
2900                ,0.6655              ,0.65172             ,0.07888             ,0.08023             ,397                 ,1399                ,0.37044             ,-0.27844            
2950                ,0.66552             ,0.65175             ,0.07888             ,0.08022             ,397                 ,1399                ,0.36875             ,-0.27966            
3000                ,0.66555             ,0.65172             ,0.07887             ,0.08023             ,397                 ,1399                ,0.36715             ,-0.28087            
3050                ,0.66557             ,0.6517              ,0.07887             ,0.08023             ,397                 ,1399                ,0.36564             ,-0.28208            
3100                ,0.66559             ,0.65174             ,0.07887             ,0.08022             ,397                 ,1399                ,0.36418             ,-0.2833             
3150                ,0.66562             ,0.65171             ,0.07887             ,0.08023             ,397                 ,1399                ,0.36278             ,-0.28516            
3200                ,0.66564             ,0.65172             ,0.07886             ,0.08023             ,397                 ,1399                ,0.36146             ,-0.28676            
3250                ,0.66566             ,0.65174             ,0.07886             ,0.08022             ,397                 ,1399                ,0.36021             ,-0.28844            
3300                ,0.66569             ,0.65168             ,0.07886             ,0.08023             ,396                 ,1399                ,0.35908             ,-0.29006            
3350                ,0.66571             ,0.65169             ,0.07885             ,0.08023             ,396                 ,1399                ,0.35802             ,-0.29168            
3400                ,0.66573             ,0.65181             ,0.07885             ,0.08021             ,396                 ,1399                ,0.35698             ,-0.29331            
3450                ,0.66577             ,0.6517              ,0.07885             ,0.08023             ,396                 ,1399                ,0.3561              ,-0.29505            
3500                ,0.66579             ,0.65174             ,0.07884             ,0.08022             ,396                 ,1399                ,0.35525             ,-0.29675            
3550                ,0.66582             ,0.65174             ,0.07884             ,0.08022             ,396                 ,1399                ,0.35448             ,-0.29888            
3600                ,0.66585             ,0.65176             ,0.07884             ,0.08022             ,396                 ,1399                ,0.35376             ,-0.30143            
3650                ,0.66587             ,0.65178             ,0.07884             ,0.08022             ,396                 ,1399                ,0.35317             ,-0.30522            
3700                ,0.66592             ,0.65169             ,0.07883             ,0.08023             ,396                 ,1399                ,0.35257             ,-0.30898            
3750                ,0.66595             ,0.65167             ,0.07883             ,0.08023             ,396                 ,1399                ,0.35206             ,-0.31254            
3800                ,0.66599             ,0.65169             ,0.07882             ,0.08023             ,396                 ,1399                ,0.3516              ,-0.31603            
3850                ,0.66603             ,0.65166             ,0.07882             ,0.08023             ,396                 ,1399                ,0.35121             ,-0.32053            
3900                ,0.66608             ,0.65177             ,0.07881             ,0.08022             ,396                 ,1399                ,0.35092             ,-0.32556            
3950                ,0.66614             ,0.65175             ,0.0788              ,0.08022             ,396                 ,1399                ,0.35075             ,-0.33032            
4000                ,0.66619             ,0.65183             ,0.0788              ,0.08021             ,395                 ,1399                ,0.3507              ,-0.33428            
