epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI3Alpha_0:i,GNDI3Alpha_0:j,GNDI3Alpha_0:k,GNDI3Alpha_0:alpha1_1,GNDI3Alpha_0:alpha1_2,GNDI3Alpha_0:alpha1_3,GNDI3Alpha_0:alpha1_4,GNDI3Alpha_0:alpha1_5,GNDI3Alpha_0:alpha1_6,GNDI3Alpha_0:alpha2_1,GNDI3Alpha_0:alpha2_2,GNDI3Alpha_0:alpha2_3,GNDI3Alpha_0:alpha2_4,GNDI3Alpha_0:alpha2_5,GNDI3Alpha_0:alpha2_6
550                 ,0.69167             ,0                   ,0.07573             ,0.46442             ,997                 ,408                 ,231                 ,0.46823             ,0.64628             ,-0.0238             ,-0.05636            ,0.24588             ,0.14527             ,0.39808             ,0.32528             ,0.09012             ,0.6124              ,0.40037             ,0.55639             
600                 ,0.70004             ,0.6185              ,0.0747              ,0.08396             ,989                 ,405                 ,239                 ,0.47509             ,0.61471             ,-0.01647            ,-0.0554             ,0.19715             ,0.1383              ,0.40252             ,0.32619             ,0.08641             ,0.61735             ,0.40451             ,0.55795             
650                 ,0.70707             ,0.65996             ,0.07382             ,0.07927             ,981                 ,402                 ,246                 ,0.47935             ,0.5847              ,-0.0115             ,-0.05821            ,0.14667             ,0.13159             ,0.40549             ,0.32766             ,0.08944             ,0.62384             ,0.40561             ,0.55956             
700                 ,0.71318             ,0.6737              ,0.07304             ,0.07765             ,973                 ,399                 ,252                 ,0.48263             ,0.55704             ,-0.00804            ,-0.06182            ,0.0947              ,0.12471             ,0.40615             ,0.32781             ,0.09398             ,0.63057             ,0.4068              ,0.56166             
750                 ,0.71788             ,0.68061             ,0.07244             ,0.07683             ,965                 ,397                 ,258                 ,0.48474             ,0.5308              ,-0.00585            ,-0.06523            ,0.04041             ,0.11817             ,0.40524             ,0.32723             ,0.0989              ,0.63677             ,0.40944             ,0.56367             
800                 ,0.72149             ,0.68286             ,0.07197             ,0.07655             ,957                 ,394                 ,263                 ,0.48552             ,0.50606             ,-0.00454            ,-0.0682             ,-0.0175             ,0.11208             ,0.40336             ,0.32573             ,0.10382             ,0.64245             ,0.41352             ,0.56544             
850                 ,0.72393             ,0.68292             ,0.07166             ,0.07655             ,949                 ,393                 ,269                 ,0.48486             ,0.48157             ,-0.00406            ,-0.07043            ,-0.0614             ,0.10665             ,0.40121             ,0.32464             ,0.10836             ,0.64709             ,0.42107             ,0.56661             
900                 ,0.72541             ,0.68466             ,0.07147             ,0.07634             ,941                 ,393                 ,273                 ,0.48224             ,0.45721             ,-0.00376            ,-0.07144            ,-0.06826            ,0.10205             ,0.3995              ,0.32432             ,0.1123              ,0.64989             ,0.42971             ,0.56687             
950                 ,0.72555             ,0.68794             ,0.07145             ,0.07594             ,923                 ,401                 ,281                 ,0.47657             ,0.43056             ,-0.00279            ,-0.07138            ,-0.0456             ,0.0974              ,0.40062             ,0.32793             ,0.11482             ,0.65093             ,0.40656             ,0.56689             
1000                ,0.72618             ,0.6887              ,0.07137             ,0.07585             ,921                 ,401                 ,285                 ,0.47199             ,0.40871             ,-0.00153            ,-0.07266            ,-0.04554            ,0.09268             ,0.39786             ,0.32765             ,0.11824             ,0.65301             ,0.4068              ,0.56715             
1050                ,0.72666             ,0.69035             ,0.0713              ,0.07564             ,919                 ,401                 ,290                 ,0.4663              ,0.38803             ,-7e-05              ,-0.07259            ,-0.04566            ,0.08831             ,0.39488             ,0.32714             ,0.12173             ,0.65393             ,0.40712             ,0.56701             
1100                ,0.72705             ,0.6916              ,0.07125             ,0.07549             ,918                 ,400                 ,293                 ,0.45966             ,0.36831             ,0.00139             ,-0.07285            ,-0.04577            ,0.08402             ,0.3918              ,0.32649             ,0.12537             ,0.65452             ,0.40739             ,0.56675             
1150                ,0.72735             ,0.69252             ,0.07121             ,0.07538             ,916                 ,400                 ,297                 ,0.45235             ,0.3493              ,0.00283             ,-0.0726             ,-0.04587            ,0.07983             ,0.3886              ,0.32576             ,0.12908             ,0.65469             ,0.40763             ,0.5663              
1200                ,0.72772             ,0.69343             ,0.07117             ,0.07527             ,914                 ,400                 ,299                 ,0.44442             ,0.33094             ,0.00428             ,-0.07271            ,-0.04597            ,0.07539             ,0.38528             ,0.32501             ,0.13275             ,0.65469             ,0.40782             ,0.56602             
1250                ,0.72805             ,0.69398             ,0.07112             ,0.0752              ,911                 ,399                 ,301                 ,0.43608             ,0.31289             ,0.00583             ,-0.07265            ,-0.04606            ,0.07091             ,0.38203             ,0.32433             ,0.13624             ,0.65453             ,0.408               ,0.56567             
1300                ,0.72837             ,0.69448             ,0.07108             ,0.07514             ,909                 ,399                 ,302                 ,0.42752             ,0.29527             ,0.00736             ,-0.07184            ,-0.04614            ,0.06649             ,0.37872             ,0.32342             ,0.13989             ,0.65406             ,0.40815             ,0.56514             
1350                ,0.72869             ,0.69503             ,0.07104             ,0.07507             ,906                 ,398                 ,302                 ,0.41886             ,0.27787             ,0.00889             ,-0.07043            ,-0.04621            ,0.06213             ,0.37526             ,0.32253             ,0.14341             ,0.65329             ,0.40832             ,0.56448             
1400                ,0.729               ,0.69533             ,0.071               ,0.07503             ,903                 ,398                 ,302                 ,0.41012             ,0.26042             ,0.01038             ,-0.06893            ,-0.04629            ,0.05781             ,0.37195             ,0.32179             ,0.14693             ,0.65249             ,0.40852             ,0.56372             
1450                ,0.72933             ,0.6957              ,0.07096             ,0.07499             ,900                 ,398                 ,302                 ,0.40147             ,0.24331             ,0.01185             ,-0.06752            ,-0.04638            ,0.0534              ,0.36838             ,0.32079             ,0.15062             ,0.65174             ,0.40873             ,0.56301             
1500                ,0.72965             ,0.69613             ,0.07091             ,0.07494             ,898                 ,397                 ,302                 ,0.39289             ,0.22629             ,0.01335             ,-0.06561            ,-0.04648            ,0.04902             ,0.3648              ,0.31972             ,0.15448             ,0.65088             ,0.40896             ,0.56214             
1550                ,0.73002             ,0.69659             ,0.07086             ,0.07488             ,895                 ,397                 ,302                 ,0.38434             ,0.20935             ,0.01476             ,-0.06407            ,-0.04659            ,0.04446             ,0.36124             ,0.3187              ,0.15856             ,0.65023             ,0.40924             ,0.56143             
1600                ,0.73044             ,0.69698             ,0.07081             ,0.07483             ,892                 ,396                 ,302                 ,0.37615             ,0.19248             ,0.01606             ,-0.06179            ,-0.04672            ,0.03999             ,0.35746             ,0.31741             ,0.16314             ,0.64956             ,0.40956             ,0.56061             
1650                ,0.7309              ,0.69762             ,0.07075             ,0.07475             ,889                 ,396                 ,302                 ,0.36825             ,0.1754              ,0.01708             ,-0.05941            ,-0.04686            ,0.03553             ,0.35366             ,0.31616             ,0.16818             ,0.649               ,0.40995             ,0.55984             
1700                ,0.73138             ,0.69796             ,0.07069             ,0.07471             ,887                 ,396                 ,301                 ,0.3606              ,0.15828             ,0.01799             ,-0.05693            ,-0.04702            ,0.03093             ,0.34983             ,0.31487             ,0.1737              ,0.64881             ,0.41045             ,0.55923             
1750                ,0.73191             ,0.6985              ,0.07062             ,0.07464             ,884                 ,395                 ,300                 ,0.35305             ,0.14103             ,0.01859             ,-0.05335            ,-0.0472             ,0.02636             ,0.346               ,0.31381             ,0.17962             ,0.64853             ,0.41102             ,0.55845             
1800                ,0.73234             ,0.69889             ,0.07056             ,0.07459             ,883                 ,395                 ,299                 ,0.34554             ,0.12403             ,0.01884             ,-0.04959            ,-0.04739            ,0.0217              ,0.34208             ,0.31272             ,0.18554             ,0.64808             ,0.4116              ,0.55776             
1850                ,0.73282             ,0.69905             ,0.0705              ,0.07457             ,881                 ,395                 ,298                 ,0.33754             ,0.10766             ,0.01909             ,-0.04779            ,-0.0476             ,0.01713             ,0.33839             ,0.31185             ,0.19126             ,0.64771             ,0.41215             ,0.55698             
1900                ,0.73329             ,0.6993              ,0.07043             ,0.07454             ,878                 ,395                 ,298                 ,0.32951             ,0.09168             ,0.01933             ,-0.04672            ,-0.04781            ,0.01278             ,0.33473             ,0.31095             ,0.19684             ,0.64717             ,0.41267             ,0.55595             
1950                ,0.73365             ,0.69955             ,0.07039             ,0.07451             ,878                 ,394                 ,297                 ,0.32152             ,0.07626             ,0.0197              ,-0.04528            ,-0.04804            ,0.00845             ,0.33091             ,0.30979             ,0.20224             ,0.64635             ,0.41319             ,0.55488             
2000                ,0.73406             ,0.69982             ,0.07033             ,0.07448             ,876                 ,393                 ,296                 ,0.31339             ,0.06119             ,0.02002             ,-0.04438            ,-0.0483             ,0.00426             ,0.32726             ,0.30877             ,0.20745             ,0.64532             ,0.41372             ,0.55364             
2050                ,0.73439             ,0.70008             ,0.07029             ,0.07445             ,873                 ,393                 ,296                 ,0.3052              ,0.04619             ,0.02039             ,-0.04477            ,-0.04857            ,0.00028             ,0.3239              ,0.30804             ,0.21263             ,0.64441             ,0.41426             ,0.55218             
2100                ,0.73472             ,0.70033             ,0.07025             ,0.07442             ,871                 ,393                 ,296                 ,0.29706             ,0.03155             ,0.02069             ,-0.04508            ,-0.04886            ,-0.00366            ,0.32057             ,0.30729             ,0.21785             ,0.64346             ,0.41482             ,0.55067             
2150                ,0.73503             ,0.70056             ,0.0702              ,0.07439             ,868                 ,393                 ,296                 ,0.28888             ,0.0173              ,0.02083             ,-0.04555            ,-0.04915            ,-0.00754            ,0.31738             ,0.30668             ,0.22291             ,0.64234             ,0.41537             ,0.54909             
2200                ,0.73533             ,0.70072             ,0.07016             ,0.07437             ,866                 ,392                 ,296                 ,0.28081             ,0.00345             ,0.02078             ,-0.04651            ,-0.04944            ,-0.01139            ,0.31413             ,0.30617             ,0.22786             ,0.64135             ,0.41591             ,0.54746             
2250                ,0.73562             ,0.70084             ,0.07012             ,0.07435             ,863                 ,392                 ,296                 ,0.27284             ,0.00082             ,0.02056             ,-0.048              ,-0.04973            ,-0.01513            ,0.31093             ,0.3057              ,0.23269             ,0.6403              ,0.41643             ,0.54572             
2300                ,0.73594             ,0.70099             ,0.07008             ,0.07433             ,861                 ,391                 ,296                 ,0.26508             ,0.00073             ,0.01917             ,-0.04911            ,-0.04998            ,-0.01866            ,0.30765             ,0.30536             ,0.23761             ,0.63914             ,0.41693             ,0.54378             
2350                ,0.73617             ,0.70077             ,0.07005             ,0.07436             ,860                 ,391                 ,296                 ,0.25748             ,0.00078             ,0.01647             ,-0.0509             ,-0.05018            ,-0.02206            ,0.30432             ,0.30506             ,0.24253             ,0.63806             ,0.41736             ,0.54177             
2400                ,0.73638             ,0.7005              ,0.07003             ,0.0744              ,859                 ,390                 ,296                 ,0.24967             ,0.00081             ,0.01393             ,-0.05343            ,-0.05038            ,-0.02542            ,0.30104             ,0.30472             ,0.24722             ,0.63696             ,0.41775             ,0.53975             
2450                ,0.73658             ,0.70008             ,0.07                ,0.07445             ,858                 ,390                 ,296                 ,0.24176             ,0.00083             ,0.0112              ,-0.056              ,-0.05058            ,-0.0285             ,0.29796             ,0.30466             ,0.25183             ,0.63564             ,0.41812             ,0.53745             
2500                ,0.73679             ,0.6997              ,0.06997             ,0.0745              ,856                 ,390                 ,296                 ,0.23401             ,0.00086             ,0.00855             ,-0.05851            ,-0.05078            ,-0.03147            ,0.29495             ,0.30468             ,0.2564              ,0.63434             ,0.41848             ,0.53504             
2550                ,0.73697             ,0.69915             ,0.06995             ,0.07456             ,855                 ,390                 ,296                 ,0.22641             ,0.00088             ,0.00585             ,-0.06116            ,-0.05098            ,-0.03432            ,0.29175             ,0.30458             ,0.26097             ,0.63309             ,0.41883             ,0.53257             
2600                ,0.73719             ,0.69834             ,0.06992             ,0.07466             ,854                 ,389                 ,295                 ,0.21884             ,0.0009              ,0.003               ,-0.06362            ,-0.05118            ,-0.03704            ,0.2887              ,0.30462             ,0.26556             ,0.63182             ,0.4192              ,0.52996             
2650                ,0.73743             ,0.69716             ,0.06989             ,0.07481             ,852                 ,389                 ,295                 ,0.21151             ,0.00093             ,0.00014             ,-0.06629            ,-0.05139            ,-0.03966            ,0.28574             ,0.30474             ,0.2702              ,0.63071             ,0.41957             ,0.52727             
2700                ,0.73776             ,0.69488             ,0.06984             ,0.07509             ,850                 ,388                 ,293                 ,0.20458             ,0.00092             ,-0.00275            ,-0.06876            ,-0.05161            ,-0.04217            ,0.28274             ,0.30486             ,0.27479             ,0.62965             ,0.41996             ,0.5245              
2750                ,0.73795             ,0.69031             ,0.06982             ,0.07565             ,849                 ,388                 ,293                 ,0.19802             ,0.0009              ,-0.00564            ,-0.07111            ,-0.05183            ,-0.04449            ,0.27983             ,0.30502             ,0.27945             ,0.62865             ,0.42036             ,0.52149             
2800                ,0.73811             ,0.68106             ,0.06979             ,0.07677             ,849                 ,388                 ,293                 ,0.19137             ,0.00089             ,-0.00834            ,-0.07319            ,-0.05206            ,-0.0467             ,0.27694             ,0.3051              ,0.28408             ,0.62761             ,0.42077             ,0.51838             
2850                ,0.73826             ,0.68346             ,0.06977             ,0.07648             ,849                 ,387                 ,293                 ,0.18451             ,0.00096             ,-0.01085            ,-0.07494            ,-0.0523             ,-0.04877            ,0.27426             ,0.30517             ,0.28859             ,0.6264              ,0.42116             ,0.51515             
2900                ,0.73841             ,0.70184             ,0.06976             ,0.07423             ,849                 ,387                 ,293                 ,0.17754             ,0.00111             ,-0.01319            ,-0.07666            ,-0.05255            ,-0.05075            ,0.27181             ,0.30528             ,0.29307             ,0.6252              ,0.42156             ,0.51189             
2950                ,0.73856             ,0.66021             ,0.06974             ,0.07924             ,849                 ,386                 ,293                 ,0.1706              ,0.00124             ,-0.01517            ,-0.07814            ,-0.05281            ,-0.05258            ,0.2695              ,0.3054              ,0.29755             ,0.62399             ,0.42198             ,0.5085              
3000                ,0.7387              ,0.70556             ,0.06972             ,0.07376             ,848                 ,386                 ,293                 ,0.16364             ,0.00115             ,-0.01698            ,-0.07942            ,-0.05307            ,-0.05431            ,0.26744             ,0.30561             ,0.302               ,0.62277             ,0.42241             ,0.50505             
3050                ,0.73889             ,0.70635             ,0.06969             ,0.07367             ,846                 ,386                 ,293                 ,0.15674             ,0.00081             ,-0.01841            ,-0.08127            ,-0.05335            ,-0.05597            ,0.26585             ,0.30622             ,0.30633             ,0.62171             ,0.42288             ,0.50154             
3100                ,0.73904             ,0.70649             ,0.06967             ,0.07365             ,846                 ,386                 ,293                 ,0.15015             ,0.00045             ,-0.01978            ,-0.08332            ,-0.05363            ,-0.05755            ,0.26407             ,0.30659             ,0.31068             ,0.62077             ,0.42336             ,0.498               
3150                ,0.73917             ,0.7065              ,0.06965             ,0.07365             ,846                 ,385                 ,293                 ,0.14352             ,0.00025             ,-0.02111            ,-0.08506            ,-0.05393            ,-0.05893            ,0.26241             ,0.30694             ,0.31488             ,0.61958             ,0.42384             ,0.49429             
3200                ,0.73929             ,0.70656             ,0.06964             ,0.07364             ,846                 ,385                 ,292                 ,0.13697             ,0.00074             ,-0.02235            ,-0.0865             ,-0.05424            ,-0.06017            ,0.26085             ,0.30733             ,0.31896             ,0.61832             ,0.42432             ,0.49047             
3250                ,0.73946             ,0.70661             ,0.06961             ,0.07363             ,846                 ,385                 ,291                 ,0.13063             ,0.00289             ,-0.02355            ,-0.08689            ,-0.05456            ,-0.06128            ,0.25928             ,0.30771             ,0.32296             ,0.61708             ,0.42483             ,0.48654             
3300                ,0.73981             ,0.70691             ,0.06957             ,0.0736              ,846                 ,385                 ,287                 ,0.12521             ,0.00392             ,-0.0248             ,-0.08548            ,-0.0549             ,-0.06222            ,0.25716             ,0.30804             ,0.32673             ,0.61581             ,0.42534             ,0.4824              
3350                ,0.74001             ,0.70708             ,0.06954             ,0.07357             ,846                 ,384                 ,286                 ,0.1202              ,0.00388             ,-0.0255             ,-0.08444            ,-0.05524            ,-0.06302            ,0.25524             ,0.30846             ,0.33051             ,0.61488             ,0.42585             ,0.47809             
3400                ,0.7401              ,0.70715             ,0.06953             ,0.07357             ,846                 ,384                 ,286                 ,0.11502             ,0.00383             ,-0.02675            ,-0.08165            ,-0.05559            ,-0.06366            ,0.25376             ,0.30878             ,0.33441             ,0.61339             ,0.42638             ,0.47359             
3450                ,0.74018             ,0.70733             ,0.06952             ,0.07354             ,846                 ,384                 ,286                 ,0.10969             ,0.00372             ,-0.02757            ,-0.07985            ,-0.05595            ,-0.06408            ,0.25261             ,0.30927             ,0.33827             ,0.61197             ,0.42692             ,0.46903             
3500                ,0.74026             ,0.70815             ,0.06951             ,0.07344             ,846                 ,384                 ,286                 ,0.10446             ,0.00378             ,-0.02817            ,-0.07719            ,-0.05632            ,-0.06433            ,0.25146             ,0.30974             ,0.34192             ,0.6102              ,0.42749             ,0.46431             
3550                ,0.74033             ,0.70801             ,0.0695              ,0.07346             ,846                 ,384                 ,286                 ,0.09945             ,0.00368             ,-0.02887            ,-0.07261            ,-0.0567             ,-0.06438            ,0.25032             ,0.30982             ,0.3455              ,0.60813             ,0.42806             ,0.45935             
3600                ,0.74046             ,0.70813             ,0.06948             ,0.07344             ,844                 ,384                 ,286                 ,0.09462             ,0.00396             ,-0.02891            ,-0.07006            ,-0.05711            ,-0.06438            ,0.24957             ,0.31027             ,0.3489              ,0.6065              ,0.42866             ,0.4546              
3650                ,0.74069             ,0.70828             ,0.06945             ,0.07342             ,841                 ,384                 ,286                 ,0.09036             ,0.00404             ,-0.02944            ,-0.0674             ,-0.05753            ,-0.06442            ,0.24951             ,0.3114              ,0.35259             ,0.60519             ,0.42939             ,0.45007             
3700                ,0.74085             ,0.70864             ,0.06943             ,0.07338             ,840                 ,384                 ,286                 ,0.08676             ,0.00399             ,-0.03057            ,-0.06377            ,-0.05796            ,-0.06426            ,0.24867             ,0.31196             ,0.35645             ,0.60369             ,0.43015             ,0.4454              
3750                ,0.74102             ,0.70886             ,0.06941             ,0.07335             ,839                 ,384                 ,286                 ,0.08296             ,0.00397             ,-0.03116            ,-0.06081            ,-0.05842            ,-0.06396            ,0.24823             ,0.31246             ,0.36029             ,0.60227             ,0.43092             ,0.44075             
3800                ,0.74126             ,0.7088              ,0.06937             ,0.07336             ,837                 ,384                 ,286                 ,0.07933             ,0.00393             ,-0.03059            ,-0.06064            ,-0.05889            ,-0.06367            ,0.24844             ,0.31347             ,0.36399             ,0.60149             ,0.43171             ,0.4363              
3850                ,0.74139             ,0.70881             ,0.06936             ,0.07336             ,837                 ,384                 ,286                 ,0.0758              ,0.00382             ,-0.03034            ,-0.06008            ,-0.05938            ,-0.06312            ,0.24821             ,0.31404             ,0.36746             ,0.60005             ,0.43247             ,0.43159             
3900                ,0.74149             ,0.70892             ,0.06934             ,0.07334             ,837                 ,384                 ,286                 ,0.07222             ,0.00374             ,-0.02966            ,-0.06009            ,-0.05988            ,-0.06243            ,0.2481              ,0.31456             ,0.37062             ,0.59837             ,0.43322             ,0.42679             
3950                ,0.74157             ,0.70906             ,0.06933             ,0.07332             ,837                 ,384                 ,286                 ,0.06885             ,0.00372             ,-0.02894            ,-0.05963            ,-0.0604             ,-0.06162            ,0.24801             ,0.31501             ,0.37355             ,0.59649             ,0.43401             ,0.42189             
4000                ,0.74167             ,0.70901             ,0.06932             ,0.07333             ,837                 ,384                 ,285                 ,0.0656              ,0.00361             ,-0.02783            ,-0.06021            ,-0.06095            ,-0.06075            ,0.24804             ,0.31532             ,0.37638             ,0.59485             ,0.4348              ,0.41703             
