epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI2Alpha_0:i,GNDI2Alpha_0:j,GNDI2Alpha_0:alpha1_1,GNDI2Alpha_0:alpha1_2
50                  ,0.04079             ,0.048               ,0.13357             ,0.13264             ,2020                ,3959                ,0.40447             ,0.52542             
100                 ,0.05541             ,0.06502             ,0.13255             ,0.13145             ,2020                ,3953                ,0.40369             ,0.50647             
150                 ,0.06841             ,0.08072             ,0.13164             ,0.13034             ,2020                ,3943                ,0.40479             ,0.51201             
200                 ,0.08133             ,0.09661             ,0.13072             ,0.12921             ,2021                ,3934                ,0.40637             ,0.52156             
250                 ,0.09443             ,0.11274             ,0.12978             ,0.12805             ,2021                ,3924                ,0.4077              ,0.53584             
300                 ,0.1205              ,0.14231             ,0.1279              ,0.1259              ,2021                ,3899                ,0.40906             ,0.55019             
350                 ,0.13486             ,0.15848             ,0.12685             ,0.1247              ,2021                ,3896                ,0.41373             ,0.55899             
400                 ,0.15274             ,0.17518             ,0.12554             ,0.12346             ,2021                ,3897                ,0.41997             ,0.57294             
450                 ,0.1795              ,0.19954             ,0.12354             ,0.12162             ,2021                ,3897                ,0.42458             ,0.58264             
500                 ,0.19971             ,0.22299             ,0.12201             ,0.11983             ,2021                ,3897                ,0.43305             ,0.60072             
550                 ,0.21774             ,0.24394             ,0.12063             ,0.1182              ,2021                ,3897                ,0.44305             ,0.62006             
600                 ,0.23371             ,0.26255             ,0.11939             ,0.11674             ,2021                ,3897                ,0.45344             ,0.63882             
650                 ,0.24754             ,0.27887             ,0.11831             ,0.11544             ,2021                ,3897                ,0.46375             ,0.65687             
700                 ,0.25909             ,0.29287             ,0.11739             ,0.11431             ,2022                ,3897                ,0.47366             ,0.67404             
750                 ,0.26849             ,0.30444             ,0.11665             ,0.11337             ,2022                ,3897                ,0.48294             ,0.68999             
800                 ,0.27602             ,0.31398             ,0.11604             ,0.11259             ,2022                ,3897                ,0.49122             ,0.70392             
850                 ,0.28204             ,0.32179             ,0.11556             ,0.11195             ,2022                ,3897                ,0.49836             ,0.71641             
900                 ,0.28692             ,0.3281              ,0.11517             ,0.11143             ,2022                ,3897                ,0.50453             ,0.72745             
950                 ,0.29103             ,0.33295             ,0.11484             ,0.11103             ,2022                ,3897                ,0.51002             ,0.73731             
1000                ,0.29471             ,0.33689             ,0.11454             ,0.1107              ,2022                ,3897                ,0.51478             ,0.74598             
1050                ,0.29816             ,0.34001             ,0.11426             ,0.11044             ,2022                ,3896                ,0.51868             ,0.75245             
1100                ,0.30152             ,0.34242             ,0.11398             ,0.11024             ,2022                ,3896                ,0.52227             ,0.75719             
1150                ,0.30487             ,0.34447             ,0.11371             ,0.11006             ,2022                ,3896                ,0.52594             ,0.76209             
1200                ,0.30807             ,0.34622             ,0.11345             ,0.10992             ,2022                ,3896                ,0.52936             ,0.76503             
1250                ,0.31106             ,0.34768             ,0.1132              ,0.10979             ,2022                ,3896                ,0.53259             ,0.76674             
1300                ,0.31378             ,0.34894             ,0.11298             ,0.10969             ,2022                ,3896                ,0.5357              ,0.76752             
1350                ,0.3162              ,0.35019             ,0.11278             ,0.10958             ,2022                ,3896                ,0.53885             ,0.76644             
1400                ,0.31841             ,0.35117             ,0.1126              ,0.1095              ,2022                ,3896                ,0.54255             ,0.76617             
1450                ,0.32031             ,0.35214             ,0.11244             ,0.10942             ,2022                ,3896                ,0.54606             ,0.76513             
1500                ,0.32188             ,0.35289             ,0.11231             ,0.10935             ,2022                ,3896                ,0.5494              ,0.76377             
1550                ,0.32318             ,0.35295             ,0.1122              ,0.10935             ,2022                ,3895                ,0.55256             ,0.76253             
1600                ,0.32428             ,0.3536              ,0.11211             ,0.10929             ,2022                ,3895                ,0.55557             ,0.76029             
1650                ,0.32522             ,0.35414             ,0.11203             ,0.10925             ,2022                ,3895                ,0.55887             ,0.75767             
1700                ,0.32606             ,0.35456             ,0.11196             ,0.10921             ,2022                ,3895                ,0.56226             ,0.75587             
1750                ,0.32674             ,0.35503             ,0.11191             ,0.10917             ,2022                ,3895                ,0.5652              ,0.75363             
1800                ,0.32728             ,0.35535             ,0.11186             ,0.10915             ,2022                ,3895                ,0.56795             ,0.75129             
1850                ,0.32772             ,0.35561             ,0.11182             ,0.10912             ,2022                ,3895                ,0.57068             ,0.74886             
1900                ,0.32811             ,0.35578             ,0.11179             ,0.10911             ,2022                ,3895                ,0.57354             ,0.74659             
1950                ,0.32843             ,0.356               ,0.11177             ,0.10909             ,2022                ,3895                ,0.57615             ,0.74439             
2000                ,0.32869             ,0.35612             ,0.11174             ,0.10908             ,2022                ,3895                ,0.57868             ,0.74224             
2050                ,0.32889             ,0.35621             ,0.11173             ,0.10907             ,2022                ,3895                ,0.58124             ,0.74038             
2100                ,0.32908             ,0.35614             ,0.11171             ,0.10908             ,2022                ,3895                ,0.58407             ,0.73899             
2150                ,0.3292              ,0.35623             ,0.1117              ,0.10907             ,2022                ,3895                ,0.58637             ,0.737               
2200                ,0.32929             ,0.3563              ,0.11169             ,0.10907             ,2022                ,3895                ,0.58866             ,0.73506             
2250                ,0.32937             ,0.35633             ,0.11169             ,0.10906             ,2022                ,3895                ,0.59095             ,0.73332             
2300                ,0.32943             ,0.35638             ,0.11168             ,0.10906             ,2022                ,3895                ,0.59323             ,0.73163             
2350                ,0.3295              ,0.35637             ,0.11168             ,0.10906             ,2022                ,3895                ,0.59593             ,0.73039             
2400                ,0.32957             ,0.35628             ,0.11167             ,0.10907             ,2022                ,3895                ,0.59866             ,0.72947             
2450                ,0.32974             ,0.35648             ,0.11166             ,0.10905             ,2022                ,3895                ,0.60176             ,0.7291              
2500                ,0.32997             ,0.35658             ,0.11164             ,0.10904             ,2022                ,3895                ,0.60477             ,0.72847             
2550                ,0.33038             ,0.35672             ,0.1116              ,0.10903             ,2022                ,3895                ,0.60793             ,0.72842             
2600                ,0.33123             ,0.3571              ,0.11153             ,0.109               ,2022                ,3895                ,0.61081             ,0.72786             
2650                ,0.33254             ,0.35753             ,0.11142             ,0.10896             ,2022                ,3895                ,0.61349             ,0.72764             
2700                ,0.33391             ,0.35788             ,0.11131             ,0.10893             ,2022                ,3895                ,0.61591             ,0.72758             
2750                ,0.33486             ,0.35815             ,0.11123             ,0.10891             ,2022                ,3895                ,0.61892             ,0.72821             
2800                ,0.33537             ,0.35814             ,0.11119             ,0.10891             ,2022                ,3895                ,0.62226             ,0.72936             
2850                ,0.33573             ,0.35832             ,0.11116             ,0.10889             ,2022                ,3895                ,0.62606             ,0.73063             
2900                ,0.33604             ,0.35843             ,0.11113             ,0.10889             ,2022                ,3894                ,0.63104             ,0.73197             
2950                ,0.33619             ,0.35845             ,0.11112             ,0.10888             ,2022                ,3895                ,0.63603             ,0.73266             
3000                ,0.33614             ,0.3584              ,0.11112             ,0.10889             ,2022                ,3895                ,0.63841             ,0.73331             
3050                ,0.33613             ,0.35841             ,0.11112             ,0.10889             ,2022                ,3895                ,0.64052             ,0.73401             
3100                ,0.33612             ,0.35844             ,0.11112             ,0.10888             ,2022                ,3895                ,0.64269             ,0.73499             
3150                ,0.33612             ,0.35844             ,0.11112             ,0.10888             ,2022                ,3895                ,0.64484             ,0.73584             
3200                ,0.33612             ,0.35841             ,0.11112             ,0.10889             ,2022                ,3895                ,0.64701             ,0.73663             
3250                ,0.33612             ,0.35843             ,0.11112             ,0.10889             ,2022                ,3895                ,0.64913             ,0.7375              
3300                ,0.33613             ,0.3584              ,0.11112             ,0.10889             ,2022                ,3895                ,0.65127             ,0.73821             
3350                ,0.33615             ,0.35842             ,0.11112             ,0.10889             ,2022                ,3895                ,0.65335             ,0.73899             
3400                ,0.33616             ,0.35843             ,0.11112             ,0.10888             ,2022                ,3895                ,0.65541             ,0.73969             
3450                ,0.33616             ,0.35839             ,0.11112             ,0.10889             ,2022                ,3895                ,0.65745             ,0.7403              
3500                ,0.33616             ,0.35844             ,0.11112             ,0.10888             ,2022                ,3895                ,0.65945             ,0.7409              
3550                ,0.33617             ,0.35846             ,0.11112             ,0.10888             ,2022                ,3895                ,0.6614              ,0.74153             
3600                ,0.33617             ,0.35847             ,0.11112             ,0.10888             ,2022                ,3895                ,0.66335             ,0.74201             
3650                ,0.33618             ,0.35843             ,0.11112             ,0.10889             ,2022                ,3895                ,0.66524             ,0.74256             
3700                ,0.33618             ,0.35839             ,0.11112             ,0.10889             ,2022                ,3895                ,0.66712             ,0.74305             
3750                ,0.33618             ,0.35843             ,0.11112             ,0.10889             ,2022                ,3895                ,0.66894             ,0.7435              
3800                ,0.33618             ,0.35843             ,0.11112             ,0.10889             ,2022                ,3895                ,0.67075             ,0.74393             
3850                ,0.33619             ,0.35846             ,0.11112             ,0.10888             ,2022                ,3895                ,0.67252             ,0.74435             
3900                ,0.33618             ,0.35844             ,0.11112             ,0.10888             ,2022                ,3895                ,0.67428             ,0.74467             
3950                ,0.33619             ,0.3584              ,0.11112             ,0.10889             ,2022                ,3895                ,0.67597             ,0.74507             
4000                ,0.33619             ,0.35843             ,0.11112             ,0.10888             ,2022                ,3895                ,0.67763             ,0.74546             
