epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0.34003             ,0.36445             ,0.1108              ,0.10837             ,3887                ,314                 ,191                 ,2693                ,0.83656             ,0.76626             ,0.71893             ,0.74284             ,0.03874             ,0.79058             ,0.72448             ,0.36174             ,0.2516              ,0.31954             ,0.08971             ,0.07055             ,0.18168             ,0.5368              ,0.59281             ,0.52924             ,0.15977             ,0.78998             ,0.89041             ,0.92708             ,0.76898             ,0.01398             ,0.746               ,0.47129             ,0.57529             ,0.45538             ,0.45234             ,0.85583             ,0.84897             ,0.76384             ,0.42701             ,0.18996             ,0.76098             ,0.68605             ,0.98812             ,0.77913             ,0.34797             ,0.25919             ,0.05358             ,0.51629             ,0.61219             ,0.81483             ,0.65936             ,0.91598             ,0.56892             ,0.10082             ,0.73523             ,0.10283             ,0.20501             ,0.26791             ,0.70723             ,0.67314             ,0.21344             ,0.31377             ,0.7599              ,0.78384             ,0.83763             ,0.10995             ,0.60175             ,0.37147             ,0.08287             ,0.41656             ,0.43336             ,0.93869             ,0.18908             ,0.89818             ,0.0239              ,0.46764             ,0.18678             ,0.70821             ,0.23189             ,0.4377              
100                 ,0.41502             ,0.44112             ,0.10431             ,0.10163             ,3885                ,332                 ,199                 ,2695                ,0.8302              ,0.75066             ,0.7026              ,0.71564             ,0.05337             ,0.77826             ,0.71257             ,0.35229             ,0.26304             ,0.2833              ,0.0703              ,0.06122             ,0.17642             ,0.51243             ,0.54411             ,0.48493             ,0.17035             ,0.76925             ,0.86591             ,0.91692             ,0.72619             ,0.02182             ,0.71596             ,0.42992             ,0.5759              ,0.44085             ,0.40456             ,0.8364              ,0.82714             ,0.73671             ,0.41458             ,0.17908             ,0.74645             ,0.63577             ,1.00226             ,0.74318             ,0.32492             ,0.21834             ,0.06115             ,0.4676              ,0.56721             ,0.78226             ,0.64008             ,0.90613             ,0.51435             ,0.08594             ,0.70205             ,0.1079              ,0.20728             ,0.26447             ,0.71726             ,0.65678             ,0.20724             ,0.31904             ,0.75459             ,0.78934             ,0.83463             ,0.11034             ,0.57555             ,0.37465             ,0.09941             ,0.4004              ,0.43138             ,0.91305             ,0.18555             ,0.8932              ,0.01875             ,0.46973             ,0.16936             ,0.70961             ,0.22286             ,0.42156             
150                 ,0.46582             ,0.48856             ,0.09968             ,0.09722             ,3878                ,350                 ,208                 ,2695                ,0.81251             ,0.73382             ,0.6761              ,0.68673             ,0.05998             ,0.7615              ,0.6973              ,0.33471             ,0.27941             ,0.24227             ,0.06221             ,0.04895             ,0.172               ,0.48587             ,0.4951              ,0.44728             ,0.18736             ,0.74003             ,0.84528             ,0.90713             ,0.68622             ,0.0256              ,0.68304             ,0.39146             ,0.56723             ,0.44114             ,0.35856             ,0.80247             ,0.80212             ,0.69933             ,0.39556             ,0.17519             ,0.72414             ,0.58788             ,1.00205             ,0.71232             ,0.30029             ,0.17156             ,0.07209             ,0.41437             ,0.52634             ,0.74813             ,0.62631             ,0.88913             ,0.46295             ,0.06602             ,0.65069             ,0.10059             ,0.20113             ,0.26058             ,0.72161             ,0.63773             ,0.20423             ,0.32368             ,0.74983             ,0.7897              ,0.8293              ,0.10974             ,0.55506             ,0.36898             ,0.10923             ,0.38053             ,0.42874             ,0.89714             ,0.18227             ,0.87865             ,0.02636             ,0.46682             ,0.15454             ,0.71426             ,0.2138              ,0.41196             
200                 ,0.50583             ,0.52392             ,0.09587             ,0.0938              ,3859                ,362                 ,215                 ,2695                ,0.79147             ,0.71308             ,0.64732             ,0.65885             ,0.06256             ,0.74542             ,0.68108             ,0.31283             ,0.29175             ,0.20522             ,0.06282             ,0.03581             ,0.16964             ,0.46035             ,0.44958             ,0.4113              ,0.20868             ,0.7091              ,0.82516             ,0.89621             ,0.64843             ,0.0241              ,0.65015             ,0.35421             ,0.55579             ,0.43829             ,0.31384             ,0.76637             ,0.77277             ,0.66002             ,0.37544             ,0.16433             ,0.69779             ,0.54335             ,0.98274             ,0.67898             ,0.2771              ,0.12543             ,0.08915             ,0.36102             ,0.49242             ,0.71392             ,0.6133              ,0.86844             ,0.41721             ,0.04356             ,0.60056             ,0.08519             ,0.19373             ,0.25691             ,0.72517             ,0.61709             ,0.20196             ,0.32856             ,0.74582             ,0.78527             ,0.8234              ,0.10885             ,0.5349              ,0.36107             ,0.11916             ,0.36017             ,0.42598             ,0.88106             ,0.18014             ,0.86089             ,0.03607             ,0.46293             ,0.14139             ,0.72158             ,0.20365             ,0.40375             
250                 ,0.54003             ,0.55242             ,0.0925              ,0.09095             ,3824                ,368                 ,220                 ,2696                ,0.76888             ,0.68855             ,0.61755             ,0.63275             ,0.06262             ,0.73117             ,0.66446             ,0.28678             ,0.29765             ,0.17513             ,0.07534             ,0.02149             ,0.17019             ,0.43652             ,0.40703             ,0.37842             ,0.23627             ,0.67863             ,0.8037              ,0.88435             ,0.61403             ,0.01796             ,0.61925             ,0.31824             ,0.54234             ,0.43141             ,0.27043             ,0.73339             ,0.74002             ,0.62372             ,0.35623             ,0.14581             ,0.66938             ,0.50184             ,0.94377             ,0.64354             ,0.25769             ,0.07948             ,0.10777             ,0.30591             ,0.47117             ,0.68135             ,0.59818             ,0.84622             ,0.37986             ,0.02298             ,0.55732             ,0.05764             ,0.18708             ,0.25388             ,0.72622             ,0.59832             ,0.20014             ,0.33389             ,0.74189             ,0.77462             ,0.81713             ,0.1086              ,0.5156              ,0.35178             ,0.12898             ,0.34211             ,0.42429             ,0.86443             ,0.18143             ,0.84062             ,0.04442             ,0.45956             ,0.13247             ,0.72687             ,0.19387             ,0.39669             
300                 ,0.57155             ,0.57704             ,0.08927             ,0.08841             ,3809                ,370                 ,223                 ,2697                ,0.74764             ,0.65979             ,0.58683             ,0.6071              ,0.0609              ,0.71958             ,0.64847             ,0.25784             ,0.29543             ,0.15356             ,0.09943             ,0.00584             ,0.17392             ,0.41524             ,0.37088             ,0.34779             ,0.27078             ,0.64988             ,0.77835             ,0.87248             ,0.58424             ,0.01011             ,0.59222             ,0.28348             ,0.52945             ,0.41999             ,0.2281              ,0.7059              ,0.70513             ,0.59468             ,0.34208             ,0.12007             ,0.64007             ,0.4632              ,0.89131             ,0.60536             ,0.24142             ,0.03354             ,0.12265             ,0.24698             ,0.46571             ,0.65051             ,0.57822             ,0.8261              ,0.35559             ,0.01408             ,0.5253              ,0.03152             ,0.18464             ,0.25146             ,0.72387             ,0.58324             ,0.19877             ,0.33721             ,0.73625             ,0.75809             ,0.81072             ,0.11059             ,0.50027             ,0.34282             ,0.13975             ,0.32841             ,0.42576             ,0.8472              ,0.18789             ,0.81848             ,0.05109             ,0.45934             ,0.12949             ,0.71884             ,0.18685             ,0.38902             
350                 ,0.59644             ,0.59625             ,0.08664             ,0.08638             ,3813                ,369                 ,224                 ,2702                ,0.72653             ,0.62989             ,0.55566             ,0.57979             ,0.05625             ,0.71226             ,0.63827             ,0.22601             ,0.28783             ,0.13947             ,0.12251             ,-0.00792            ,0.17858             ,0.39826             ,0.34132             ,0.31888             ,0.29991             ,0.62352             ,0.74692             ,0.86064             ,0.55652             ,0.00395             ,0.56858             ,0.25025             ,0.51574             ,0.40286             ,0.19105             ,0.68632             ,0.66986             ,0.57681             ,0.34177             ,0.08978             ,0.61059             ,0.42708             ,0.83844             ,0.56511             ,0.22717             ,-0.0033             ,0.12656             ,0.19628             ,0.46409             ,0.62108             ,0.55074             ,0.80242             ,0.34828             ,0.0193              ,0.50636             ,0.00417             ,0.18678             ,0.25131             ,0.71797             ,0.5716              ,0.19878             ,0.33951             ,0.73091             ,0.73683             ,0.8077              ,0.11098             ,0.48519             ,0.33665             ,0.14982             ,0.32662             ,0.42772             ,0.82441             ,0.19505             ,0.79461             ,0.05341             ,0.46064             ,0.11714             ,0.69587             ,0.18033             ,0.38034             
400                 ,0.6129              ,0.61059             ,0.08485             ,0.08483             ,3816                ,364                 ,224                 ,2703                ,0.70236             ,0.60091             ,0.52308             ,0.55202             ,0.05345             ,0.70164             ,0.62691             ,0.19507             ,0.27801             ,0.12587             ,0.14376             ,-0.01842            ,0.17796             ,0.38396             ,0.31117             ,0.29415             ,0.32559             ,0.60357             ,0.7125              ,0.84939             ,0.52803             ,-0.00018            ,0.54556             ,0.21923             ,0.49792             ,0.39457             ,0.1597              ,0.67537             ,0.63418             ,0.56538             ,0.34071             ,0.06857             ,0.58094             ,0.39282             ,0.78948             ,0.52757             ,0.20925             ,-0.03577            ,0.11786             ,0.15223             ,0.46326             ,0.59831             ,0.52015             ,0.77701             ,0.34421             ,0.03065             ,0.49289             ,-0.01529            ,0.18894             ,0.25221             ,0.70425             ,0.56435             ,0.20028             ,0.34188             ,0.72231             ,0.71513             ,0.80387             ,0.11438             ,0.4752              ,0.33162             ,0.15613             ,0.32425             ,0.43065             ,0.7991              ,0.20593             ,0.77353             ,0.0525              ,0.46107             ,0.10502             ,0.664               ,0.17418             ,0.37123             
450                 ,0.62535             ,0.62286             ,0.08348             ,0.08348             ,3816                ,361                 ,226                 ,2703                ,0.67669             ,0.57203             ,0.48983             ,0.52469             ,0.05109             ,0.688               ,0.61465             ,0.16611             ,0.26599             ,0.11403             ,0.16179             ,-0.02665            ,0.17208             ,0.37204             ,0.28258             ,0.27142             ,0.34739             ,0.58705             ,0.67817             ,0.83867             ,0.49923             ,-0.00357            ,0.52263             ,0.1907              ,0.47845             ,0.39294             ,0.1318              ,0.66766             ,0.59914             ,0.55551             ,0.33942             ,0.0556              ,0.55114             ,0.36004             ,0.74375             ,0.49135             ,0.18939             ,-0.06544            ,0.10536             ,0.11099             ,0.45663             ,0.57846             ,0.48973             ,0.75275             ,0.3402              ,0.04371             ,0.48063             ,-0.01633            ,0.19069             ,0.25401             ,0.6855              ,0.55961             ,0.20222             ,0.34443             ,0.71127             ,0.69185             ,0.79888             ,0.11973             ,0.47014             ,0.3265              ,0.16021             ,0.32255             ,0.43401             ,0.77613             ,0.22041             ,0.75379             ,0.05065             ,0.46039             ,0.09434             ,0.62755             ,0.16905             ,0.36136             
500                 ,0.63578             ,0.63401             ,0.08231             ,0.08224             ,3816                ,359                 ,227                 ,2703                ,0.65033             ,0.54311             ,0.45686             ,0.49831             ,0.04829             ,0.67228             ,0.60228             ,0.13961             ,0.25262             ,0.10315             ,0.17581             ,-0.03317            ,0.16274             ,0.36202             ,0.25581             ,0.25026             ,0.3636              ,0.57208             ,0.64485             ,0.8286              ,0.4705              ,-0.00668            ,0.49953             ,0.16466             ,0.4585              ,0.39507             ,0.10579             ,0.66095             ,0.56497             ,0.54464             ,0.33874             ,0.04645             ,0.52101             ,0.32862             ,0.70075             ,0.45629             ,0.16884             ,-0.09361            ,0.09306             ,0.07215             ,0.44139             ,0.55981             ,0.46031             ,0.73048             ,0.33437             ,0.05511             ,0.46755             ,-0.0087             ,0.19195             ,0.2565              ,0.66448             ,0.55525             ,0.20441             ,0.34746             ,0.69909             ,0.66684             ,0.79346             ,0.12565             ,0.46728             ,0.32101             ,0.16323             ,0.32223             ,0.43739             ,0.75489             ,0.23527             ,0.7347              ,0.04866             ,0.45877             ,0.08302             ,0.59005             ,0.16418             ,0.35073             
