epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0                   ,0.00077             ,0.13644             ,0.13589             ,2401                ,3638                ,3618                ,3896                ,0.99218             ,0.41446             ,0.63467             ,0.55929             ,0.849               ,0.30157             ,0.47732             ,0.11816             ,0.76628             ,0.29355             ,0.46913             ,0.01721             ,0.59532             ,0.55454             ,0.55251             ,0.92864             ,0.88198             ,0.22717             ,0.32843             ,0.46626             ,0.57106             ,0.68849             ,0.93242             ,0.79806             ,0.41088             ,0.5413              ,0.84246             ,0.54983             ,0.46582             ,0.82498             ,0.60427             ,0.2179              ,0.77284             ,0.148               ,0.51849             ,0.62218             ,0.92215             ,0.1263              ,0.88051             ,0.81994             ,0.45699             ,0.04148             ,0.15996             ,0.6393              ,0.11102             ,0.69714             ,0.5253              ,0.30875             ,0.95923             ,0.03264             ,0.23021             ,0.28208             ,0.40367             ,0.53957             ,0.22839             ,0.62012             ,0.04259             ,0.9743              ,0.15573             ,0.2655              ,0.26623             ,0.98955             ,0.43142             ,0.39708             ,0.24345             ,0.83032             ,0.17294             ,0.48269             ,0.04185             ,0.77738             ,0.56872             ,0.09471             
100                 ,0.00963             ,0.01114             ,0.13573             ,0.13518             ,2431                ,3647                ,3615                ,3879                ,0.97499             ,0.39715             ,0.62817             ,0.55516             ,0.83511             ,0.29021             ,0.47139             ,0.11435             ,0.73699             ,0.26492             ,0.44854             ,0.01647             ,0.57287             ,0.53091             ,0.54315             ,0.90065             ,0.87001             ,0.19843             ,0.31714             ,0.46107             ,0.52314             ,0.68283             ,0.91977             ,0.74859             ,0.38713             ,0.51398             ,0.8283              ,0.53897             ,0.45583             ,0.77484             ,0.5795              ,0.21378             ,0.741               ,0.14438             ,0.48736             ,0.61101             ,0.87783             ,0.12419             ,0.8326              ,0.78226             ,0.45245             ,0.0465              ,0.14747             ,0.6011              ,0.07593             ,0.65956             ,0.49761             ,0.28561             ,0.95308             ,0.03578             ,0.22848             ,0.28185             ,0.40321             ,0.52601             ,0.23028             ,0.61834             ,0.04658             ,0.96317             ,0.15535             ,0.2659              ,0.26568             ,0.98437             ,0.42929             ,0.3935              ,0.24289             ,0.82347             ,0.17209             ,0.48393             ,0.04222             ,0.77131             ,0.56416             ,0.09476             
150                 ,0.02068             ,0.02276             ,0.13497             ,0.13438             ,2458                ,3651                ,3616                ,3854                ,0.95356             ,0.37752             ,0.6203              ,0.54925             ,0.81698             ,0.27775             ,0.46277             ,0.10881             ,0.70317             ,0.23093             ,0.42291             ,0.01495             ,0.54552             ,0.5009              ,0.53182             ,0.86957             ,0.85537             ,0.16962             ,0.30397             ,0.45276             ,0.47755             ,0.67684             ,0.90497             ,0.70119             ,0.34976             ,0.48374             ,0.81089             ,0.52447             ,0.44263             ,0.72714             ,0.54996             ,0.20772             ,0.705               ,0.13343             ,0.45229             ,0.59747             ,0.8328              ,0.12106             ,0.7865              ,0.74267             ,0.44728             ,0.05088             ,0.13213             ,0.56208             ,0.04914             ,0.6197              ,0.46691             ,0.2595              ,0.94489             ,0.04128             ,0.22693             ,0.28106             ,0.40165             ,0.51029             ,0.23184             ,0.61599             ,0.05049             ,0.95178             ,0.15312             ,0.26593             ,0.26334             ,0.9771              ,0.42669             ,0.39172             ,0.24269             ,0.81591             ,0.17254             ,0.48389             ,0.0452              ,0.76464             ,0.55976             ,0.09445             
200                 ,0.05097             ,0.05495             ,0.13286             ,0.13215             ,2470                ,3650                ,3617                ,3819                ,0.929               ,0.3562              ,0.61059             ,0.54225             ,0.79551             ,0.26616             ,0.45315             ,0.10039             ,0.66942             ,0.18858             ,0.39377             ,0.01283             ,0.51593             ,0.46477             ,0.51851             ,0.83523             ,0.8388              ,0.14411             ,0.28916             ,0.44289             ,0.43417             ,0.66994             ,0.88802             ,0.65559             ,0.29234             ,0.45175             ,0.79107             ,0.50829             ,0.42611             ,0.68228             ,0.51784             ,0.19801             ,0.66902             ,0.11384             ,0.41499             ,0.58193             ,0.78834             ,0.11405             ,0.7435              ,0.70029             ,0.44174             ,0.05547             ,0.11329             ,0.53112             ,0.02967             ,0.57585             ,0.43124             ,0.23297             ,0.93472             ,0.04948             ,0.2248              ,0.27992             ,0.39953             ,0.49236             ,0.23419             ,0.61407             ,0.05581             ,0.94021             ,0.14973             ,0.26588             ,0.26033             ,0.9688              ,0.42358             ,0.39185             ,0.24257             ,0.80736             ,0.17342             ,0.48473             ,0.04864             ,0.75649             ,0.55445             ,0.09399             
250                 ,0.09481             ,0.10155             ,0.12976             ,0.12885             ,2470                ,3635                ,3617                ,3817                ,0.90193             ,0.33406             ,0.59859             ,0.53382             ,0.77131             ,0.25686             ,0.44245             ,0.08571             ,0.6363              ,0.13898             ,0.36198             ,0.01004             ,0.4828              ,0.42015             ,0.50188             ,0.79699             ,0.8211              ,0.12361             ,0.27382             ,0.43169             ,0.39306             ,0.66194             ,0.86987             ,0.61184             ,0.2092              ,0.41864             ,0.76929             ,0.49019             ,0.40646             ,0.64199             ,0.48278             ,0.1832              ,0.63339             ,0.08824             ,0.37619             ,0.56541             ,0.74432             ,0.09878             ,0.70345             ,0.65386             ,0.43618             ,0.05702             ,0.09353             ,0.51517             ,0.01707             ,0.52953             ,0.39171             ,0.20802             ,0.92207             ,0.06105             ,0.22124             ,0.27829             ,0.39705             ,0.46619             ,0.23722             ,0.61286             ,0.06188             ,0.93168             ,0.14543             ,0.26507             ,0.25249             ,0.95883             ,0.41879             ,0.3958              ,0.24306             ,0.80012             ,0.17533             ,0.48831             ,0.05244             ,0.74707             ,0.54916             ,0.09447             
300                 ,0.1685              ,0.17898             ,0.12436             ,0.12318             ,2470                ,3617                ,3618                ,3818                ,0.875               ,0.30917             ,0.58509             ,0.52354             ,0.74558             ,0.2589              ,0.43123             ,0.06452             ,0.60355             ,0.08536             ,0.32886             ,0.00777             ,0.44954             ,0.3711              ,0.48189             ,0.75198             ,0.80246             ,0.10171             ,0.25809             ,0.41716             ,0.35423             ,0.65229             ,0.85068             ,0.5698              ,0.11549             ,0.38274             ,0.7464              ,0.4678              ,0.38486             ,0.60457             ,0.44476             ,0.16535             ,0.5979              ,0.0893              ,0.33658             ,0.54788             ,0.70136             ,0.06101             ,0.66321             ,0.59984             ,0.43025             ,0.05456             ,0.0771              ,0.52585             ,0.01007             ,0.48537             ,0.34923             ,0.18455             ,0.90883             ,0.07402             ,0.21583             ,0.27686             ,0.39471             ,0.43605             ,0.24162             ,0.61512             ,0.06787             ,0.92607             ,0.1394              ,0.26375             ,0.24375             ,0.94629             ,0.41242             ,0.40415             ,0.24417             ,0.7926              ,0.17674             ,0.49441             ,0.05838             ,0.7376              ,0.54404             ,0.09676             
350                 ,0.26111             ,0.276               ,0.11723             ,0.11567             ,2470                ,3618                ,3618                ,3818                ,0.84766             ,0.28286             ,0.57094             ,0.5108              ,0.7198              ,0.27456             ,0.41985             ,0.03728             ,0.57146             ,0.01798             ,0.2964              ,0.00617             ,0.4182              ,0.33065             ,0.46152             ,0.70102             ,0.78399             ,0.07048             ,0.24196             ,0.3994              ,0.31772             ,0.64209             ,0.83039             ,0.52946             ,0.01058             ,0.34475             ,0.72251             ,0.43654             ,0.364               ,0.57104             ,0.40377             ,0.14301             ,0.56293             ,0.1197              ,0.29853             ,0.52973             ,0.65855             ,0.00652             ,0.62195             ,0.53934             ,0.42552             ,0.04088             ,0.06273             ,0.5547              ,0.00608             ,0.45238             ,0.30443             ,0.16313             ,0.89885             ,0.08842             ,0.20959             ,0.27647             ,0.39226             ,0.40306             ,0.2481              ,0.62233             ,0.07367             ,0.92648             ,0.13187             ,0.26204             ,0.23856             ,0.93131             ,0.4052              ,0.41942             ,0.24608             ,0.78558             ,0.17815             ,0.50329             ,0.06632             ,0.7298              ,0.53908             ,0.10048             
400                 ,0.38785             ,0.40727             ,0.10671             ,0.10466             ,2470                ,3619                ,3619                ,3817                ,0.81741             ,0.25471             ,0.55769             ,0.49549             ,0.69584             ,0.30098             ,0.40916             ,0.00695             ,0.54323             ,-0.07173            ,0.2669              ,0.00585             ,0.39197             ,0.31455             ,0.44515             ,0.64522             ,0.76583             ,0.03698             ,0.22471             ,0.38154             ,0.28354             ,0.63164             ,0.80794             ,0.49095             ,-0.09866            ,0.30448             ,0.69773             ,0.39359             ,0.3473              ,0.54173             ,0.35974             ,0.11979             ,0.53115             ,0.18056             ,0.26464             ,0.50998             ,0.6147              ,-0.04232            ,0.57748             ,0.47526             ,0.42255             ,0.0144              ,0.04922             ,0.58313             ,-0.00281            ,0.43831             ,0.25593             ,0.14451             ,0.90647             ,0.10252             ,0.20448             ,0.27832             ,0.38975             ,0.37366             ,0.25825             ,0.63126             ,0.08116             ,0.92245             ,0.12318             ,0.2613              ,0.24718             ,0.90858             ,0.3999              ,0.4362              ,0.24757             ,0.77799             ,0.17712             ,0.51675             ,0.06556             ,0.72451             ,0.53164             ,0.10632             
450                 ,0.50473             ,0.52563             ,0.09598             ,0.09363             ,2470                ,3621                ,3622                ,3816                ,0.77848             ,0.22653             ,0.54738             ,0.47822             ,0.67454             ,0.32787             ,0.39677             ,-0.0208             ,0.5193              ,-0.16728            ,0.24113             ,0.00735             ,0.36725             ,0.32592             ,0.43729             ,0.59006             ,0.74671             ,0.02422             ,0.20591             ,0.3688              ,0.25182             ,0.62022             ,0.7831              ,0.45443             ,-0.20167            ,0.26456             ,0.67299             ,0.34052             ,0.33691             ,0.51559             ,0.31187             ,0.10211             ,0.50292             ,0.24955             ,0.23599             ,0.48699             ,0.56706             ,-0.08088            ,0.52782             ,0.41336             ,0.42005             ,-0.0176             ,0.03781             ,0.59413             ,-0.01894            ,0.44568             ,0.20431             ,0.1297              ,0.94064             ,0.11488             ,0.20338             ,0.28329             ,0.38608             ,0.35409             ,0.26915             ,0.63761             ,0.0908              ,0.91373             ,0.10989             ,0.26331             ,0.26499             ,0.87937             ,0.40104             ,0.45041             ,0.2461              ,0.76771             ,0.16967             ,0.53429             ,0.02259             ,0.72059             ,0.51913             ,0.11614             
500                 ,0.5682              ,0.59026             ,0.08962             ,0.08702             ,2470                ,3624                ,3625                ,3815                ,0.73945             ,0.20196             ,0.53887             ,0.46057             ,0.65433             ,0.33708             ,0.38131             ,-0.038              ,0.49118             ,-0.24231            ,0.21937             ,0.0075              ,0.34075             ,0.34379             ,0.4308              ,0.54347             ,0.72782             ,0.04403             ,0.1878              ,0.35415             ,0.22236             ,0.60842             ,0.759               ,0.41939             ,-0.27873            ,0.22848             ,0.64815             ,0.28776             ,0.32923             ,0.48718             ,0.26433             ,0.08782             ,0.47153             ,0.29715             ,0.212               ,0.46418             ,0.51802             ,-0.11482            ,0.47637             ,0.36208             ,0.41794             ,-0.05273            ,0.03002             ,0.58243             ,-0.00957            ,0.4562              ,0.15729             ,0.11548             ,0.96804             ,0.12602             ,0.20516             ,0.28886             ,0.38179             ,0.33017             ,0.27775             ,0.6427              ,0.09776             ,0.91645             ,0.09773             ,0.26455             ,0.27897             ,0.85951             ,0.40212             ,0.46434             ,0.24556             ,0.75831             ,0.16342             ,0.54658             ,-0.02052            ,0.71722             ,0.50885             ,0.12498             
