epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0.06622             ,0.07133             ,0.13179             ,0.131               ,749                 ,2579                ,2702                ,3368                ,0.91809             ,0.92743             ,0.97806             ,0.30294             ,0.87054             ,0.62014             ,0.42927             ,0.52181             ,0.98982             ,0.00749             ,0.77464             ,0.14934             ,0.3109              ,0.34937             ,0.68339             ,0.23222             ,0.36098             ,0.28327             ,0.10171             ,0.75907             ,0.73751             ,0.24736             ,0.15475             ,0.91985             ,0.44315             ,0.93704             ,0.56099             ,0.37041             ,0.38871             ,0.88485             ,0.19967             ,0.96923             ,0.16993             ,0.04615             ,0.0914              ,0.85992             ,0.26815             ,0.40124             ,0.02534             ,0.72458             ,0.07598             ,0.32598             ,0.20481             ,0.09147             ,0.89467             ,0.82591             ,0.55432             ,0.33285             ,0.05701             ,0.50426             ,0.93812             ,0.24108             ,0.73943             ,0.16301             ,0.21228             ,0.92791             ,0.65547             ,0.54399             ,0.57869             ,0.33489             ,0.82586             ,0.45348             ,0.03804             ,0.59518             ,-0.00566            ,0.32227             ,0.68339             ,0.89007             ,0.21354             ,0.13995             ,0.62862             ,0.06751             
100                 ,0.12369             ,0.13469             ,0.12767             ,0.12645             ,707                 ,2619                ,2719                ,3385                ,0.88431             ,0.90255             ,0.96172             ,0.30074             ,0.86697             ,0.61295             ,0.38878             ,0.51638             ,0.97647             ,0.0103              ,0.75673             ,0.1481              ,0.27375             ,0.33566             ,0.63609             ,0.22679             ,0.31502             ,0.27034             ,0.11261             ,0.71021             ,0.72918             ,0.23363             ,0.15687             ,0.9061              ,0.4349              ,0.90279             ,0.5501              ,0.37792             ,0.3696              ,0.84906             ,0.1575              ,0.92974             ,0.18022             ,0.00877             ,0.07285             ,0.82829             ,0.244               ,0.36475             ,0.01858             ,0.72211             ,0.04513             ,0.30178             ,0.19793             ,0.08195             ,0.87406             ,0.77682             ,0.55249             ,0.33841             ,0.05948             ,0.49467             ,0.9302              ,0.23959             ,0.73658             ,0.16499             ,0.21057             ,0.90987             ,0.65109             ,0.53559             ,0.58699             ,0.33184             ,0.80745             ,0.44983             ,0.04996             ,0.59405             ,-0.00228            ,0.31923             ,0.68169             ,0.87785             ,0.2197              ,0.13542             ,0.62318             ,0.07833             
150                 ,0.2138              ,0.23655             ,0.12093             ,0.11878             ,664                 ,2624                ,2765                ,3397                ,0.84735             ,0.87429             ,0.94067             ,0.29801             ,0.86148             ,0.60345             ,0.34992             ,0.51707             ,0.95642             ,0.00268             ,0.7363              ,0.14502             ,0.23714             ,0.32082             ,0.5903              ,0.22188             ,0.27231             ,0.2533              ,0.11871             ,0.66351             ,0.71912             ,0.22348             ,0.15748             ,0.88956             ,0.42449             ,0.86673             ,0.55133             ,0.38244             ,0.35242             ,0.81195             ,0.11842             ,0.88921             ,0.18688             ,-0.05034            ,0.05237             ,0.79178             ,0.2138              ,0.32625             ,0.00899             ,0.71304             ,0.02359             ,0.24467             ,0.18966             ,0.07357             ,0.85012             ,0.72561             ,0.54221             ,0.34354             ,0.0631              ,0.4844              ,0.92087             ,0.23743             ,0.73341             ,0.16722             ,0.21131             ,0.89066             ,0.64683             ,0.52444             ,0.59763             ,0.32736             ,0.7844              ,0.44924             ,0.06087             ,0.59117             ,0.00098             ,0.3155              ,0.67854             ,0.86196             ,0.22577             ,0.13392             ,0.61863             ,0.08974             
200                 ,0.3034              ,0.33787             ,0.11383             ,0.11062             ,620                 ,2551                ,2783                ,3415                ,0.80965             ,0.84432             ,0.91486             ,0.29403             ,0.85507             ,0.5936              ,0.31403             ,0.51405             ,0.92754             ,-0.03277            ,0.71779             ,0.13653             ,0.21138             ,0.29511             ,0.54632             ,0.21982             ,0.23302             ,0.22716             ,0.11454             ,0.6187              ,0.70904             ,0.21918             ,0.15647             ,0.86303             ,0.41237             ,0.83037             ,0.53133             ,0.37382             ,0.35164             ,0.77865             ,0.07839             ,0.83843             ,0.18362             ,-0.1115             ,0.05144             ,0.75971             ,0.18183             ,0.27274             ,-0.00146            ,0.69349             ,0.01087             ,0.17557             ,0.18035             ,0.07307             ,0.82728             ,0.67219             ,0.52273             ,0.34242             ,0.06748             ,0.47421             ,0.90486             ,0.23444             ,0.73161             ,0.17235             ,0.21799             ,0.87529             ,0.64468             ,0.5091              ,0.60716             ,0.32054             ,0.7592              ,0.45442             ,0.06402             ,0.58417             ,0.00081             ,0.30622             ,0.67312             ,0.84214             ,0.22794             ,0.13794             ,0.6158              ,0.09696             
250                 ,0.38974             ,0.42712             ,0.10654             ,0.10289             ,581                 ,2461                ,2783                ,3463                ,0.77373             ,0.81131             ,0.88453             ,0.28904             ,0.84782             ,0.58333             ,0.28186             ,0.49638             ,0.89509             ,-0.09903            ,0.70311             ,0.12305             ,0.19449             ,0.2639              ,0.50429             ,0.21939             ,0.19727             ,0.19466             ,0.10046             ,0.57554             ,0.69654             ,0.21621             ,0.15578             ,0.82529             ,0.40201             ,0.78954             ,0.46529             ,0.35434             ,0.36705             ,0.74837             ,0.03627             ,0.77775             ,0.17646             ,-0.16714            ,0.07791             ,0.73347             ,0.13505             ,0.20207             ,-0.01216            ,0.67037             ,0.00408             ,0.11453             ,0.17474             ,0.07823             ,0.80407             ,0.62284             ,0.49513             ,0.3356              ,0.07423             ,0.46613             ,0.87984             ,0.23171             ,0.73039             ,0.18006             ,0.23548             ,0.86738             ,0.64407             ,0.50199             ,0.61169             ,0.31203             ,0.73477             ,0.47434             ,0.05907             ,0.57662             ,0.00701             ,0.28958             ,0.66341             ,0.8179              ,0.22379             ,0.14274             ,0.61511             ,0.1006              
300                 ,0.49096             ,0.52197             ,0.09731             ,0.09399             ,549                 ,2425                ,2784                ,3464                ,0.74066             ,0.77302             ,0.85046             ,0.28298             ,0.83998             ,0.57385             ,0.25071             ,0.47961             ,0.86455             ,-0.17475            ,0.69362             ,0.10782             ,0.17732             ,0.23904             ,0.46418             ,0.21579             ,0.16511             ,0.1647              ,0.07891             ,0.5331              ,0.67921             ,0.21058             ,0.15873             ,0.78525             ,0.39566             ,0.74164             ,0.39143             ,0.33056             ,0.38415             ,0.71865             ,0.00105             ,0.71544             ,0.17031             ,-0.2277             ,0.11183             ,0.70919             ,0.07082             ,0.11723             ,-0.02007            ,0.6446              ,-0.00029            ,0.06184             ,0.18128             ,0.06326             ,0.77722             ,0.57994             ,0.45823             ,0.32893             ,0.08437             ,0.46311             ,0.84929             ,0.23078             ,0.72945             ,0.19039             ,0.26962             ,0.87465             ,0.64574             ,0.52471             ,0.61493             ,0.30209             ,0.71017             ,0.52291             ,0.05393             ,0.57262             ,0.00303             ,0.2636              ,0.64583             ,0.78304             ,0.21453             ,0.14352             ,0.61986             ,0.10439             
350                 ,0.5621              ,0.58549             ,0.09025             ,0.08752             ,524                 ,2415                ,2785                ,3464                ,0.7065              ,0.72772             ,0.82043             ,0.27623             ,0.8281              ,0.5563              ,0.22028             ,0.45177             ,0.83557             ,-0.21588            ,0.68311             ,0.09757             ,0.15853             ,0.20599             ,0.42592             ,0.20195             ,0.13654             ,0.14566             ,0.06698             ,0.49392             ,0.66386             ,0.2088              ,0.15694             ,0.74724             ,0.38741             ,0.68728             ,0.33482             ,0.30756             ,0.38876             ,0.68298             ,-0.01437            ,0.66361             ,0.16861             ,-0.27205            ,0.13758             ,0.68538             ,-0.01004            ,0.05083             ,-0.02585            ,0.61968             ,-0.00061            ,0.02686             ,0.1868              ,-0.00291            ,0.75183             ,0.5526              ,0.42806             ,0.32977             ,0.09299             ,0.45946             ,0.82753             ,0.23298             ,0.7254              ,0.19411             ,0.28979             ,0.87132             ,0.64376             ,0.54704             ,0.61658             ,0.29779             ,0.70233             ,0.54737             ,0.05154             ,0.56764             ,0.00131             ,0.26016             ,0.63734             ,0.76016             ,0.21068             ,0.15356             ,0.61609             ,0.10996             
400                 ,0.60047             ,0.61631             ,0.08621             ,0.0842              ,505                 ,2415                ,2808                ,3458                ,0.66952             ,0.68526             ,0.79114             ,0.26869             ,0.81336             ,0.53508             ,0.19183             ,0.42524             ,0.80672             ,-0.23721            ,0.67093             ,0.08994             ,0.14345             ,0.17476             ,0.38931             ,0.18557             ,0.1115              ,0.13149             ,0.05868             ,0.45633             ,0.65026             ,0.20372             ,0.15477             ,0.70726             ,0.37349             ,0.63806             ,0.29289             ,0.28475             ,0.38593             ,0.64585             ,-0.04764            ,0.61603             ,0.16988             ,-0.29192            ,0.15778             ,0.6675              ,-0.06964            ,-0.00382            ,-0.02692            ,0.59183             ,-0.0003             ,0.02837             ,0.19252             ,-0.06652            ,0.7291              ,0.54028             ,0.40234             ,0.33632             ,0.09817             ,0.45929             ,0.80574             ,0.2361              ,0.72127             ,0.19703             ,0.30321             ,0.86432             ,0.64006             ,0.56386             ,0.61695             ,0.29562             ,0.69012             ,0.56566             ,0.0513              ,0.5604              ,0.00075             ,0.26225             ,0.63106             ,0.74213             ,0.20969             ,0.16548             ,0.60932             ,0.11406             
450                 ,0.62403             ,0.63367             ,0.08362             ,0.08228             ,489                 ,2415                ,2841                ,3457                ,0.63057             ,0.64719             ,0.76306             ,0.26073             ,0.79676             ,0.51042             ,0.16545             ,0.40425             ,0.77716             ,-0.23101            ,0.65451             ,0.08399             ,0.12968             ,0.14684             ,0.3544              ,0.17131             ,0.08985             ,0.11811             ,0.0502              ,0.42064             ,0.63665             ,0.19613             ,0.15264             ,0.66932             ,0.35431             ,0.5956              ,0.26657             ,0.26341             ,0.37942             ,0.60727             ,-0.07681            ,0.5736              ,0.17157             ,-0.30416            ,0.17046             ,0.65047             ,-0.10826            ,-0.04273            ,-0.02493            ,0.56525             ,-0.00011            ,0.03668             ,0.19715             ,-0.10884            ,0.70727             ,0.52484             ,0.37684             ,0.34322             ,0.10051             ,0.45786             ,0.78458             ,0.2383              ,0.71726             ,0.19983             ,0.31615             ,0.85246             ,0.63642             ,0.57623             ,0.61722             ,0.29328             ,0.67296             ,0.57864             ,0.05241             ,0.55208             ,8e-05               ,0.26431             ,0.62289             ,0.72185             ,0.20879             ,0.17577             ,0.60367             ,0.11795             
500                 ,0.6694              ,0.67566             ,0.07842             ,0.07742             ,474                 ,2415                ,2946                ,3457                ,0.5919              ,0.61175             ,0.7373              ,0.25259             ,0.77864             ,0.48351             ,0.14187             ,0.38375             ,0.74748             ,-0.20133            ,0.6355              ,0.07927             ,0.11579             ,0.12168             ,0.32138             ,0.15765             ,0.07143             ,0.10551             ,0.04176             ,0.3861              ,0.62311             ,0.18852             ,0.14921             ,0.63484             ,0.33315             ,0.5559              ,0.25018             ,0.24224             ,0.37098             ,0.56854             ,-0.10397            ,0.53191             ,0.17312             ,-0.31352            ,0.17865             ,0.63159             ,-0.14617            ,-0.06338            ,-0.02245            ,0.54196             ,-3e-05              ,0.03335             ,0.20068             ,-0.14567            ,0.68583             ,0.50117             ,0.35113             ,0.34884             ,0.10233             ,0.45785             ,0.76539             ,0.24044             ,0.71269             ,0.20096             ,0.32717             ,0.83582             ,0.63248             ,0.58165             ,0.61745             ,0.29151             ,0.65919             ,0.58494             ,0.05328             ,0.54478             ,0.00011             ,0.26908             ,0.61461             ,0.70378             ,0.20791             ,0.18633             ,0.59773             ,0.12217             
