epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0.15209             ,0.16439             ,0.12558             ,0.12427             ,2767                ,1923                ,1428                ,190                 ,0.17281             ,0.74676             ,0.68994             ,0.9185              ,0.94519             ,0.34861             ,0.75778             ,0.90186             ,0.26616             ,0.30463             ,0.96302             ,0.40182             ,0.02638             ,0.21323             ,0.41693             ,0.64117             ,0.04702             ,0.69424             ,0.87696             ,0.13716             ,0.42182             ,0.92548             ,0.44984             ,0.09868             ,0.27819             ,0.98777             ,0.34418             ,0.90964             ,0.88793             ,0.86235             ,0.97407             ,0.38154             ,0.81923             ,0.45768             ,0.64565             ,0.47799             ,0.6841              ,0.11649             ,0.51248             ,0.04302             ,0.94875             ,0.92449             ,0.20437             ,0.96494             ,0.17174             ,0.65931             ,0.97573             ,0.92903             ,0.54859             ,0.72208             ,0.38071             ,0.14984             ,0.66576             ,0.74132             ,0.11115             ,0.83667             ,0.64609             ,0.74736             ,0.22143             ,0.32121             ,0.42652             ,0.17529             ,0.06135             ,0.83208             ,0.8989              ,0.57345             ,0.31479             ,0.34873             ,0.06795             ,0.77714             ,0.1614              ,0.80462             
100                 ,0.30006             ,0.32235             ,0.1141              ,0.1119              ,2728                ,1959                ,1426                ,201                 ,0.17303             ,0.74783             ,0.68725             ,0.90819             ,0.92114             ,0.35303             ,0.74844             ,0.89537             ,0.26725             ,0.29291             ,0.95735             ,0.41478             ,0.02669             ,0.20564             ,0.40901             ,0.61633             ,0.07889             ,0.66447             ,0.8643              ,0.13674             ,0.39817             ,0.91256             ,0.44177             ,0.09966             ,0.25451             ,0.98883             ,0.33468             ,0.89635             ,0.86402             ,0.85044             ,0.92054             ,0.37356             ,0.81165             ,0.4089              ,0.64736             ,0.49407             ,0.66034             ,0.11382             ,0.48097             ,0.04842             ,0.93508             ,0.8757              ,0.20679             ,0.92831             ,0.16879             ,0.6711              ,0.94364             ,0.93713             ,0.54147             ,0.71655             ,0.38025             ,0.15485             ,0.66271             ,0.73912             ,0.10474             ,0.83643             ,0.64349             ,0.76037             ,0.22414             ,0.32232             ,0.41183             ,0.17503             ,0.06168             ,0.82602             ,0.88499             ,0.57204             ,0.31531             ,0.35264             ,0.07077             ,0.78174             ,0.15829             ,0.80864             
150                 ,0.42647             ,0.45038             ,0.10329             ,0.10078             ,2699                ,2020                ,1425                ,215                 ,0.16588             ,0.74899             ,0.67993             ,0.89022             ,0.89947             ,0.34928             ,0.73714             ,0.88382             ,0.26669             ,0.27957             ,0.94147             ,0.4187              ,0.02412             ,0.19587             ,0.40712             ,0.58748             ,0.10893             ,0.6295              ,0.84757             ,0.13637             ,0.36739             ,0.8935              ,0.43694             ,0.10184             ,0.22131             ,0.98298             ,0.31165             ,0.87518             ,0.84269             ,0.83545             ,0.86321             ,0.36103             ,0.79864             ,0.3693              ,0.62425             ,0.50657             ,0.63245             ,0.10914             ,0.43469             ,0.05076             ,0.91345             ,0.83001             ,0.20721             ,0.86822             ,0.1592              ,0.68414             ,0.91052             ,0.93857             ,0.51997             ,0.71309             ,0.37309             ,0.15311             ,0.66047             ,0.73239             ,0.0947              ,0.83177             ,0.63072             ,0.77222             ,0.22394             ,0.32019             ,0.39431             ,0.1767              ,0.06574             ,0.82445             ,0.87093             ,0.56326             ,0.31655             ,0.35837             ,0.06606             ,0.78379             ,0.15927             ,0.81379             
200                 ,0.50419             ,0.52544             ,0.09603             ,0.09365             ,2651                ,2019                ,1412                ,228                 ,0.15674             ,0.74811             ,0.67104             ,0.87047             ,0.87904             ,0.34161             ,0.71823             ,0.87237             ,0.26706             ,0.26699             ,0.92073             ,0.41567             ,0.01715             ,0.18528             ,0.40679             ,0.55347             ,0.13179             ,0.59675             ,0.82656             ,0.1329              ,0.33582             ,0.87102             ,0.43067             ,0.10342             ,0.18675             ,0.96854             ,0.28395             ,0.85213             ,0.82406             ,0.81596             ,0.80703             ,0.35007             ,0.78343             ,0.33849             ,0.5887              ,0.51126             ,0.60531             ,0.1039              ,0.38145             ,0.04988             ,0.88684             ,0.7865              ,0.20444             ,0.79998             ,0.14871             ,0.69127             ,0.87468             ,0.93267             ,0.4944              ,0.70954             ,0.36392             ,0.15026             ,0.65808             ,0.72447             ,0.08204             ,0.82732             ,0.61509             ,0.78199             ,0.22432             ,0.31756             ,0.37489             ,0.17937             ,0.07003             ,0.82401             ,0.85699             ,0.55348             ,0.31714             ,0.36231             ,0.06034             ,0.78279             ,0.16028             ,0.81719             
250                 ,0.5558              ,0.57015             ,0.0909              ,0.08913             ,2657                ,2019                ,1382                ,241                 ,0.1466              ,0.74482             ,0.66198             ,0.84974             ,0.85996             ,0.33054             ,0.69373             ,0.86214             ,0.26834             ,0.25476             ,0.89616             ,0.40594             ,0.00834             ,0.17477             ,0.40429             ,0.51652             ,0.14605             ,0.56672             ,0.80328             ,0.12732             ,0.30497             ,0.84718             ,0.42292             ,0.10616             ,0.1561              ,0.94648             ,0.25877             ,0.82829             ,0.80755             ,0.79426             ,0.7567              ,0.34283             ,0.76872             ,0.31578             ,0.54476             ,0.50764             ,0.58057             ,0.09902             ,0.33189             ,0.04682             ,0.85826             ,0.74476             ,0.19991             ,0.73033             ,0.13842             ,0.68662             ,0.83745             ,0.91786             ,0.47006             ,0.70524             ,0.35503             ,0.14625             ,0.65598             ,0.71511             ,0.07688             ,0.82271             ,0.60012             ,0.7871              ,0.22505             ,0.31373             ,0.35646             ,0.18229             ,0.07317             ,0.82355             ,0.84388             ,0.54309             ,0.31738             ,0.36477             ,0.05532             ,0.78097             ,0.16123             ,0.81871             
300                 ,0.58899             ,0.59525             ,0.08744             ,0.08649             ,2657                ,2019                ,1357                ,254                 ,0.13694             ,0.73965             ,0.65342             ,0.8292              ,0.84172             ,0.31725             ,0.66031             ,0.85337             ,0.2696              ,0.24351             ,0.86877             ,0.39115             ,-0.00095            ,0.16439             ,0.39767             ,0.47912             ,0.15187             ,0.53912             ,0.77838             ,0.12035             ,0.27553             ,0.82094             ,0.41377             ,0.11049             ,0.13312             ,0.91887             ,0.24055             ,0.80484             ,0.79266             ,0.77142             ,0.71211             ,0.33991             ,0.75573             ,0.30101             ,0.49591             ,0.49642             ,0.55958             ,0.0948              ,0.29315             ,0.04294             ,0.82819             ,0.70492             ,0.194               ,0.66321             ,0.12876             ,0.66556             ,0.79967             ,0.89378             ,0.45115             ,0.70026             ,0.34809             ,0.14248             ,0.65387             ,0.70463             ,0.07697             ,0.81759             ,0.58687             ,0.78755             ,0.22603             ,0.30892             ,0.341               ,0.18478             ,0.07488             ,0.82261             ,0.83238             ,0.53186             ,0.31698             ,0.36589             ,0.05227             ,0.7766              ,0.16213             ,0.81826             
350                 ,0.61413             ,0.61359             ,0.08472             ,0.0845              ,2657                ,2019                ,1325                ,270                 ,0.12832             ,0.7331              ,0.64553             ,0.80856             ,0.82369             ,0.30306             ,0.61984             ,0.84549             ,0.2707              ,0.23287             ,0.84001             ,0.37366             ,-0.00963            ,0.15437             ,0.38731             ,0.44253             ,0.1499              ,0.514               ,0.75272             ,0.11281             ,0.24758             ,0.79324             ,0.40328             ,0.11658             ,0.12006             ,0.8881              ,0.23109             ,0.78144             ,0.77872             ,0.74814             ,0.67319             ,0.34013             ,0.74398             ,0.29241             ,0.44637             ,0.48032             ,0.54203             ,0.09127             ,0.26833             ,0.03906             ,0.79828             ,0.66641             ,0.18752             ,0.60054             ,0.11934             ,0.63042             ,0.7618              ,0.86232             ,0.43969             ,0.69461             ,0.34401             ,0.13913             ,0.65147             ,0.69339             ,0.08223             ,0.81158             ,0.57603             ,0.78394             ,0.22756             ,0.30346             ,0.32969             ,0.18678             ,0.07556             ,0.8207              ,0.82132             ,0.52072             ,0.31622             ,0.36645             ,0.05095             ,0.77118             ,0.16297             ,0.81645             
400                 ,0.63739             ,0.63178             ,0.08213             ,0.08249             ,2658                ,2018                ,1289                ,287                 ,0.12049             ,0.72571             ,0.63838             ,0.78756             ,0.8052              ,0.28889             ,0.57462             ,0.83776             ,0.27129             ,0.2224              ,0.81093             ,0.35533             ,-0.01713            ,0.14474             ,0.37409             ,0.40753             ,0.14172             ,0.49098             ,0.72675             ,0.10523             ,0.22117             ,0.76409             ,0.39164             ,0.12458             ,0.11714             ,0.85604             ,0.2306              ,0.75777             ,0.76515             ,0.72504             ,0.63927             ,0.34168             ,0.73339             ,0.28773             ,0.39842             ,0.46192             ,0.52709             ,0.0883              ,0.25673             ,0.03582             ,0.76969             ,0.62892             ,0.18099             ,0.5429              ,0.10999             ,0.58521             ,0.72424             ,0.82617             ,0.43645             ,0.68842             ,0.34293             ,0.1365              ,0.64854             ,0.68154             ,0.09154             ,0.80444             ,0.56747             ,0.77722             ,0.22969             ,0.29742             ,0.32286             ,0.18832             ,0.07556             ,0.81768             ,0.81063             ,0.50963             ,0.31524             ,0.36713             ,0.05096             ,0.76674             ,0.16404             ,0.81399             
450                 ,0.66098             ,0.65235             ,0.07941             ,0.08015             ,2658                ,2018                ,1248                ,307                 ,0.11271             ,0.71762             ,0.63207             ,0.76596             ,0.7859              ,0.27536             ,0.52741             ,0.83013             ,0.2712              ,0.21174             ,0.78203             ,0.33726             ,-0.02332            ,0.13531             ,0.35878             ,0.37425             ,0.12852             ,0.4698              ,0.70076             ,0.09792             ,0.19638             ,0.733               ,0.37874             ,0.1345              ,0.12357             ,0.82338             ,0.23813             ,0.73358             ,0.75133             ,0.70194             ,0.60986             ,0.34385             ,0.72387             ,0.28531             ,0.35246             ,0.44235             ,0.51424             ,0.08551             ,0.25439             ,0.03344             ,0.7438              ,0.59216             ,0.17479             ,0.48991             ,0.10078             ,0.53252             ,0.68697             ,0.78747             ,0.44078             ,0.68148             ,0.34458             ,0.1346              ,0.64498             ,0.66967             ,0.10481             ,0.79623             ,0.56107             ,0.76804             ,0.23246             ,0.29098             ,0.32006             ,0.18939             ,0.0752              ,0.81342             ,0.80041             ,0.4988              ,0.31405             ,0.36823             ,0.05189             ,0.76528             ,0.16518             ,0.8112              
500                 ,0.6833              ,0.67422             ,0.07675             ,0.07759             ,2658                ,2017                ,1201                ,325                 ,0.10385             ,0.70896             ,0.62659             ,0.74362             ,0.76542             ,0.2624              ,0.4799              ,0.82266             ,0.27041             ,0.20083             ,0.75363             ,0.31996             ,-0.02824            ,0.12596             ,0.34189             ,0.34271             ,0.11162             ,0.45004             ,0.67497             ,0.09107             ,0.17324             ,0.69818             ,0.36458             ,0.14612             ,0.13709             ,0.79059             ,0.25178             ,0.70872             ,0.73689             ,0.67848             ,0.58414             ,0.34611             ,0.71496             ,0.28377             ,0.30798             ,0.42181             ,0.50303             ,0.08255             ,0.25536             ,0.032               ,0.7219              ,0.55601             ,0.16913             ,0.44115             ,0.0916              ,0.47302             ,0.65                ,0.74812             ,0.45052             ,0.67362             ,0.34819             ,0.13344             ,0.64045             ,0.65828             ,0.12054             ,0.78705             ,0.55651             ,0.75704             ,0.23613             ,0.28444             ,0.32012             ,0.19021             ,0.07461             ,0.80788             ,0.79103             ,0.48825             ,0.31264             ,0.37001             ,0.05329             ,0.76698             ,0.1663              ,0.80805             
550                 ,0.70312             ,0.6968              ,0.07431             ,0.07485             ,2658                ,2017                ,1149                ,339                 ,0.09321             ,0.69964             ,0.62169             ,0.72035             ,0.74398             ,0.25003             ,0.43394             ,0.81494             ,0.26874             ,0.18988             ,0.72555             ,0.30344             ,-0.03213            ,0.11663             ,0.32367             ,0.31302             ,0.09192             ,0.43128             ,0.64968             ,0.08484             ,0.15177             ,0.66142             ,0.34919             ,0.15849             ,0.15387             ,0.75716             ,0.2682              ,0.68306             ,0.72079             ,0.65443             ,0.56053             ,0.34768             ,0.70617             ,0.2827              ,0.2647              ,0.39955             ,0.49308             ,0.07928             ,0.25445             ,0.03142             ,0.70414             ,0.52036             ,0.16429             ,0.39609             ,0.08252             ,0.41026             ,0.61333             ,0.70905             ,0.46294             ,0.66454             ,0.35277             ,0.13244             ,0.63524             ,0.64779             ,0.13689             ,0.77667             ,0.55267             ,0.74464             ,0.24012             ,0.27827             ,0.32162             ,0.19076             ,0.07373             ,0.80144             ,0.7818              ,0.47844             ,0.31126             ,0.37246             ,0.05463             ,0.77385             ,0.16722             ,0.80435             
600                 ,0.71916             ,0.71705             ,0.07228             ,0.07231             ,2658                ,2016                ,1101                ,351                 ,0.08161             ,0.69                ,0.61645             ,0.69647             ,0.72127             ,0.23817             ,0.3924              ,0.80609             ,0.26626             ,0.17954             ,0.69824             ,0.28842             ,-0.03511            ,0.10703             ,0.30519             ,0.28526             ,0.07462             ,0.41232             ,0.62498             ,0.07943             ,0.13198             ,0.62529             ,0.33318             ,0.16946             ,0.16823             ,0.72345             ,0.28229             ,0.65691             ,0.70176             ,0.6293              ,0.53718             ,0.34703             ,0.69748             ,0.2799              ,0.22616             ,0.37549             ,0.48344             ,0.07523             ,0.24848             ,0.03158             ,0.6876              ,0.48559             ,0.16035             ,0.35646             ,0.07363             ,0.35418             ,0.57736             ,0.6736              ,0.47446             ,0.65406             ,0.35696             ,0.13211             ,0.62924             ,0.6387              ,0.15201             ,0.76617             ,0.54896             ,0.73297             ,0.24417             ,0.27336             ,0.32293             ,0.19127             ,0.07358             ,0.79443             ,0.77161             ,0.46933             ,0.30998             ,0.37495             ,0.0556              ,0.78441             ,0.16788             ,0.80037             
650                 ,0.72938             ,0.73096             ,0.07095             ,0.07051             ,2657                ,2015                ,1065                ,359                 ,0.07049             ,0.68009             ,0.60982             ,0.67215             ,0.69806             ,0.22679             ,0.35515             ,0.79553             ,0.26284             ,0.17051             ,0.67146             ,0.27476             ,-0.03775            ,0.09757             ,0.28659             ,0.2594              ,0.06268             ,0.39264             ,0.60086             ,0.07475             ,0.11394             ,0.59124             ,0.31761             ,0.17732             ,0.17873             ,0.68982             ,0.29237             ,0.63052             ,0.68033             ,0.60362             ,0.5135              ,0.34417             ,0.68902             ,0.27518             ,0.19407             ,0.35039             ,0.47426             ,0.07092             ,0.23765             ,0.03201             ,0.66748             ,0.45274             ,0.15715             ,0.32213             ,0.06513             ,0.309               ,0.54284             ,0.64247             ,0.48218             ,0.64258             ,0.35974             ,0.13187             ,0.62273             ,0.63051             ,0.16396             ,0.75632             ,0.54468             ,0.7231              ,0.24787             ,0.26985             ,0.32288             ,0.1916              ,0.0737              ,0.78748             ,0.76122             ,0.4596              ,0.30885             ,0.37663             ,0.05665             ,0.79256             ,0.16865             ,0.79521             
700                 ,0.73597             ,0.73885             ,0.07008             ,0.06947             ,2657                ,2014                ,1037                ,365                 ,0.06161             ,0.6701              ,0.60188             ,0.64743             ,0.67495             ,0.21689             ,0.32164             ,0.7831              ,0.259               ,0.16262             ,0.64509             ,0.26226             ,-0.04005            ,0.08811             ,0.26817             ,0.23527             ,0.05537             ,0.3727              ,0.57709             ,0.07078             ,0.09767             ,0.56021             ,0.30259             ,0.18246             ,0.18571             ,0.65687             ,0.29899             ,0.60396             ,0.65785             ,0.57729             ,0.49061             ,0.33932             ,0.68062             ,0.26926             ,0.1685              ,0.32534             ,0.46532             ,0.06657             ,0.22414             ,0.03239             ,0.64361             ,0.42188             ,0.15436             ,0.29192             ,0.05715             ,0.2749              ,0.50987             ,0.61459             ,0.48704             ,0.63064             ,0.36171             ,0.13098             ,0.61594             ,0.6236              ,0.17378             ,0.74738             ,0.54036             ,0.71449             ,0.25123             ,0.26756             ,0.32205             ,0.19088             ,0.07405             ,0.78066             ,0.7487              ,0.45006             ,0.30774             ,0.37762             ,0.05794             ,0.79649             ,0.16925             ,0.78936             
