epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0                   ,0                   ,0.13903             ,0.13867             ,2570                ,1144                ,1038                ,1092                ,0.62257             ,0.77425             ,0.89503             ,0.52913             ,0.65226             ,0.43391             ,0.07857             ,0.03173             ,0.06651             ,0.77336             ,0.25761             ,0.75665             ,0.40844             ,0.19981             ,0.12313             ,0.13324             ,0.62153             ,0.74447             ,0.23485             ,0.65355             ,0.41805             ,0.78541             ,0.18659             ,0.7459              ,0.79418             ,0.44826             ,0.63351             ,0.22049             ,0.15171             ,0.41937             ,0.25286             ,0.84265             ,0.6659              ,0.30858             ,0.3494              ,0.63544             ,0.94454             ,0.04906             ,0.84903             ,0.44157             ,0.83082             ,0.31662             ,0.50642             ,0.89508             ,0.27345             ,0.11118             ,0.66341             ,0.85275             ,0.72257             ,0.31803             ,0.24569             ,0.80448             ,0.05375             ,0.35069             ,0.34367             ,0.19163             ,0.60383             ,0.56574             ,0.72684             ,0.82498             ,0.80945             ,0.55788             ,0.79466             ,0.68309             ,0.47167             ,0.51041             ,0.72903             ,0.92192             ,0.97158             ,-0.01833            ,0.61318             ,0.18848             
100                 ,0                   ,0                   ,0.1369              ,0.13638             ,2572                ,1163                ,1049                ,1096                ,0.61035             ,0.77516             ,0.88549             ,0.52411             ,0.6242              ,0.42565             ,0.08154             ,0.03763             ,0.06841             ,0.75868             ,0.25324             ,0.74984             ,0.39908             ,0.19457             ,0.1108              ,0.13778             ,0.61789             ,0.73131             ,0.23351             ,0.63511             ,0.41256             ,0.73994             ,0.18386             ,0.73959             ,0.77836             ,0.44878             ,0.622               ,0.21614             ,0.15575             ,0.36494             ,0.24382             ,0.81685             ,0.66426             ,0.29732             ,0.35478             ,0.58563             ,0.92673             ,0.03567             ,0.85442             ,0.43038             ,0.80528             ,0.30998             ,0.50305             ,0.84979             ,0.27362             ,0.10613             ,0.66598             ,0.84288             ,0.70942             ,0.32073             ,0.24457             ,0.80189             ,0.05841             ,0.34489             ,0.34899             ,0.19672             ,0.60207             ,0.55986             ,0.72137             ,0.82191             ,0.79974             ,0.56265             ,0.77926             ,0.68714             ,0.46716             ,0.50347             ,0.72769             ,0.89599             ,0.96829             ,-0.0168             ,0.60834             ,0.18624             
150                 ,0.0049              ,0.00758             ,0.13605             ,0.13542             ,2571                ,1181                ,1049                ,1090                ,0.60119             ,0.77341             ,0.87395             ,0.51854             ,0.58906             ,0.41882             ,0.081               ,0.03978             ,0.06974             ,0.74262             ,0.24977             ,0.73906             ,0.39301             ,0.18479             ,0.10334             ,0.13885             ,0.61548             ,0.71928             ,0.23225             ,0.60767             ,0.40719             ,0.69529             ,0.18233             ,0.73296             ,0.75591             ,0.44724             ,0.60869             ,0.21164             ,0.15572             ,0.31144             ,0.23726             ,0.78947             ,0.66159             ,0.28685             ,0.35684             ,0.5407              ,0.90349             ,0.02391             ,0.85109             ,0.42029             ,0.76968             ,0.3053              ,0.49874             ,0.80537             ,0.27194             ,0.10275             ,0.66574             ,0.83175             ,0.69881             ,0.32178             ,0.24381             ,0.79962             ,0.059               ,0.34113             ,0.35116             ,0.19885             ,0.60006             ,0.55535             ,0.7177              ,0.81624             ,0.79253             ,0.56393             ,0.76921             ,0.68775             ,0.4645              ,0.49961             ,0.72607             ,0.86004             ,0.96571             ,-0.01521            ,0.60528             ,0.18516             
200                 ,0.01479             ,0.01852             ,0.13537             ,0.13468             ,2565                ,1198                ,1039                ,1075                ,0.5934              ,0.77029             ,0.86033             ,0.51209             ,0.55195             ,0.41276             ,0.07906             ,0.04031             ,0.07103             ,0.72588             ,0.24681             ,0.72617             ,0.38912             ,0.17413             ,0.09844             ,0.13855             ,0.6137              ,0.70654             ,0.23095             ,0.58101             ,0.40117             ,0.65154             ,0.18151             ,0.72561             ,0.72984             ,0.44467             ,0.59345             ,0.20785             ,0.15425             ,0.26188             ,0.23152             ,0.76056             ,0.65781             ,0.27768             ,0.35673             ,0.49824             ,0.87664             ,0.01107             ,0.84257             ,0.40965             ,0.72918             ,0.30034             ,0.49376             ,0.76218             ,0.26991             ,0.09799             ,0.66369             ,0.81913             ,0.68922             ,0.32219             ,0.2429              ,0.79705             ,0.05805             ,0.33898             ,0.35224             ,0.19975             ,0.59825             ,0.55242             ,0.71514             ,0.80944             ,0.78691             ,0.5646              ,0.76157             ,0.68725             ,0.46293             ,0.49667             ,0.7241              ,0.82453             ,0.96272             ,-0.01315            ,0.60322             ,0.18441             
250                 ,0.02664             ,0.03193             ,0.13455             ,0.13375             ,2555                ,1216                ,1014                ,1053                ,0.58572             ,0.76639             ,0.84495             ,0.50475             ,0.51482             ,0.40658             ,0.07677             ,0.04041             ,0.07211             ,0.70817             ,0.24354             ,0.71197             ,0.38578             ,0.16359             ,0.09447             ,0.13749             ,0.61193             ,0.69253             ,0.22968             ,0.55368             ,0.39467             ,0.60909             ,0.18083             ,0.71749             ,0.70298             ,0.44149             ,0.57642             ,0.2051              ,0.15233             ,0.21663             ,0.22598             ,0.73045             ,0.65314             ,0.26963             ,0.35545             ,0.4589              ,0.84799             ,-0.00738            ,0.83207             ,0.39796             ,0.68671             ,0.29413             ,0.48812             ,0.7194              ,0.26792             ,0.0931              ,0.66066             ,0.80518             ,0.67932             ,0.32242             ,0.24194             ,0.79416             ,0.05619             ,0.33745             ,0.35317             ,0.20033             ,0.59653             ,0.55017             ,0.71268             ,0.80243             ,0.78145             ,0.5656              ,0.75409             ,0.68645             ,0.46166             ,0.4939              ,0.72186             ,0.78876             ,0.95904             ,-0.0109             ,0.60142             ,0.18378             
300                 ,0.04566             ,0.05363             ,0.13323             ,0.13224             ,2540                ,1234                ,970                 ,1022                ,0.57812             ,0.76183             ,0.82762             ,0.49638             ,0.47823             ,0.40017             ,0.07436             ,0.04033             ,0.07294             ,0.69007             ,0.23987             ,0.69665             ,0.38255             ,0.15335             ,0.09145             ,0.13571             ,0.61008             ,0.67711             ,0.22821             ,0.52537             ,0.38791             ,0.56805             ,0.18022             ,0.70854             ,0.6772              ,0.43781             ,0.55716             ,0.20361             ,0.15008             ,0.1725              ,0.22056             ,0.69967             ,0.64763             ,0.26415             ,0.35298             ,0.42251             ,0.8183              ,-0.02751            ,0.82124             ,0.38484             ,0.64346             ,0.28649             ,0.48181             ,0.67556             ,0.26613             ,0.08805             ,0.65685             ,0.79                ,0.66883             ,0.32255             ,0.24073             ,0.79086             ,0.05308             ,0.3366              ,0.35428             ,0.20071             ,0.59485             ,0.54881             ,0.71007             ,0.79593             ,0.77594             ,0.56753             ,0.74625             ,0.68562             ,0.46057             ,0.49111             ,0.7192              ,0.75346             ,0.95421             ,-0.00833            ,0.59976             ,0.18312             
350                 ,0.0844              ,0.09726             ,0.1305              ,0.12916             ,2514                ,1252                ,905                 ,979                 ,0.57049             ,0.75672             ,0.80748             ,0.48667             ,0.44223             ,0.3935              ,0.07171             ,0.04033             ,0.07303             ,0.67275             ,0.23596             ,0.67962             ,0.37887             ,0.14203             ,0.08918             ,0.13346             ,0.60798             ,0.65998             ,0.22567             ,0.49686             ,0.38112             ,0.5285              ,0.17969             ,0.69842             ,0.6547              ,0.43373             ,0.53424             ,0.20345             ,0.14729             ,0.12287             ,0.21515             ,0.66851             ,0.64158             ,0.26416             ,0.34864             ,0.38769             ,0.78867             ,-0.05399            ,0.81304             ,0.36925             ,0.59982             ,0.27739             ,0.4746              ,0.62678             ,0.26419             ,0.08267             ,0.65238             ,0.7734              ,0.65712             ,0.32265             ,0.2386              ,0.78701             ,0.04769             ,0.3369              ,0.35579             ,0.20104             ,0.59275             ,0.54902             ,0.70711             ,0.79045             ,0.7702              ,0.57141             ,0.73735             ,0.6852              ,0.45944             ,0.48807             ,0.71534             ,0.72265             ,0.94722             ,-0.00518            ,0.59814             ,0.18201             
400                 ,0.15865             ,0.17946             ,0.1251              ,0.12314             ,2478                ,1264                ,829                 ,927                 ,0.56297             ,0.75113             ,0.78412             ,0.4759              ,0.40654             ,0.38654             ,0.06876             ,0.04046             ,0.07147             ,0.65742             ,0.2319              ,0.66007             ,0.37406             ,0.12616             ,0.08813             ,0.13069             ,0.60552             ,0.6412              ,0.22084             ,0.46843             ,0.37515             ,0.49045             ,0.17934             ,0.68707             ,0.63585             ,0.42936             ,0.50682             ,0.20415             ,0.14325             ,0.0555              ,0.20943             ,0.63661             ,0.63514             ,0.27288             ,0.34099             ,0.35313             ,0.76044             ,-0.08973            ,0.81045             ,0.35122             ,0.55507             ,0.26722             ,0.46427             ,0.56492             ,0.26077             ,0.07751             ,0.64721             ,0.7553              ,0.64471             ,0.32272             ,0.23553             ,0.7829              ,0.03824             ,0.33972             ,0.35801             ,0.20106             ,0.58958             ,0.55125             ,0.70326             ,0.78749             ,0.76449             ,0.57781             ,0.72749             ,0.68506             ,0.45815             ,0.48502             ,0.70942             ,0.70699             ,0.93678             ,-0.00132            ,0.5966              ,0.18044             
450                 ,0.25225             ,0.28292             ,0.11793             ,0.11511             ,2461                ,1261                ,760                 ,874                 ,0.5568              ,0.74473             ,0.75911             ,0.46509             ,0.37195             ,0.37909             ,0.06735             ,0.03948             ,0.07033             ,0.64225             ,0.22732             ,0.64034             ,0.36786             ,0.0964              ,0.09352             ,0.12643             ,0.60359             ,0.62209             ,0.21326             ,0.45133             ,0.37226             ,0.45388             ,0.17967             ,0.67527             ,0.61645             ,0.42432             ,0.47826             ,0.20545             ,0.13779             ,-0.03891            ,0.20176             ,0.60323             ,0.62591             ,0.28818             ,0.33009             ,0.32424             ,0.73149             ,-0.12802            ,0.80995             ,0.33592             ,0.5079              ,0.25581             ,0.444               ,0.49159             ,0.25644             ,0.07205             ,0.6406              ,0.73624             ,0.63575             ,0.32235             ,0.23331             ,0.77895             ,0.0252              ,0.34726             ,0.36213             ,0.19948             ,0.58756             ,0.55301             ,0.6971              ,0.79339             ,0.7603              ,0.58582             ,0.72028             ,0.68307             ,0.45831             ,0.4833              ,0.70305             ,0.72719             ,0.92227             ,0.00284             ,0.59591             ,0.17954             
500                 ,0.39759             ,0.43497             ,0.10585             ,0.10218             ,2452                ,1228                ,699                 ,833                 ,0.55082             ,0.7372              ,0.73023             ,0.45411             ,0.33955             ,0.37004             ,0.06749             ,0.03558             ,0.0733              ,0.62732             ,0.22334             ,0.61906             ,0.35901             ,0.03968             ,0.10004             ,0.12458             ,0.60258             ,0.60222             ,0.19796             ,0.47189             ,0.36898             ,0.41886             ,0.1818              ,0.66125             ,0.59329             ,0.41845             ,0.44795             ,0.20709             ,0.13187             ,-0.167              ,0.19275             ,0.56796             ,0.61464             ,0.3035              ,0.31751             ,0.30055             ,0.7025              ,-0.16773            ,0.80923             ,0.32422             ,0.4461              ,0.24207             ,0.41378             ,0.41072             ,0.25561             ,0.06643             ,0.63107             ,0.71442             ,0.62788             ,0.32105             ,0.22738             ,0.77368             ,0.01027             ,0.36373             ,0.36688             ,0.19623             ,0.5891              ,0.55605             ,0.68962             ,0.80489             ,0.7575              ,0.59804             ,0.71163             ,0.68197             ,0.46115             ,0.48202             ,0.6921              ,0.8097              ,0.90114             ,0.00761             ,0.59739             ,0.17726             
