epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4Alpha_0:i,GNDI4Alpha_0:j,GNDI4Alpha_0:k,GNDI4Alpha_0:l,GNDI4Alpha_0:alpha1_1,GNDI4Alpha_0:alpha1_2,GNDI4Alpha_0:alpha1_3,GNDI4Alpha_0:alpha1_4,GNDI4Alpha_0:alpha1_5,GNDI4Alpha_0:alpha1_6,GNDI4Alpha_0:alpha1_7,GNDI4Alpha_0:alpha1_8,GNDI4Alpha_0:alpha1_9,GNDI4Alpha_0:alpha1_10,GNDI4Alpha_0:alpha1_11,GNDI4Alpha_0:alpha1_12,GNDI4Alpha_0:alpha1_13,GNDI4Alpha_0:alpha1_14,GNDI4Alpha_0:alpha1_15,GNDI4Alpha_0:alpha1_16,GNDI4Alpha_0:alpha1_17,GNDI4Alpha_0:alpha1_18,GNDI4Alpha_0:alpha1_19,GNDI4Alpha_0:alpha1_20,GNDI4Alpha_0:alpha1_21,GNDI4Alpha_0:alpha1_22,GNDI4Alpha_0:alpha1_23,GNDI4Alpha_0:alpha1_24,GNDI4Alpha_0:alpha2_1,GNDI4Alpha_0:alpha2_2,GNDI4Alpha_0:alpha2_3,GNDI4Alpha_0:alpha2_4,GNDI4Alpha_0:alpha2_5,GNDI4Alpha_0:alpha2_6,GNDI4Alpha_0:alpha2_7,GNDI4Alpha_0:alpha2_8,GNDI4Alpha_0:alpha2_9,GNDI4Alpha_0:alpha2_10,GNDI4Alpha_0:alpha2_11,GNDI4Alpha_0:alpha2_12,GNDI4Alpha_0:alpha2_13,GNDI4Alpha_0:alpha2_14,GNDI4Alpha_0:alpha2_15,GNDI4Alpha_0:alpha2_16,GNDI4Alpha_0:alpha2_17,GNDI4Alpha_0:alpha2_18,GNDI4Alpha_0:alpha2_19,GNDI4Alpha_0:alpha2_20,GNDI4Alpha_0:alpha2_21,GNDI4Alpha_0:alpha2_22,GNDI4Alpha_0:alpha2_23,GNDI4Alpha_0:alpha2_24,GNDI4Alpha_0:alpha3_1,GNDI4Alpha_0:alpha3_2,GNDI4Alpha_0:alpha3_3,GNDI4Alpha_0:alpha3_4,GNDI4Alpha_0:alpha3_5,GNDI4Alpha_0:alpha3_6,GNDI4Alpha_0:alpha3_7,GNDI4Alpha_0:alpha3_8,GNDI4Alpha_0:alpha3_9,GNDI4Alpha_0:alpha3_10,GNDI4Alpha_0:alpha3_11,GNDI4Alpha_0:alpha3_12,GNDI4Alpha_0:alpha3_13,GNDI4Alpha_0:alpha3_14,GNDI4Alpha_0:alpha3_15,GNDI4Alpha_0:alpha3_16,GNDI4Alpha_0:alpha3_17,GNDI4Alpha_0:alpha3_18,GNDI4Alpha_0:alpha3_19,GNDI4Alpha_0:alpha3_20,GNDI4Alpha_0:alpha3_21,GNDI4Alpha_0:alpha3_22,GNDI4Alpha_0:alpha3_23,GNDI4Alpha_0:alpha3_24
50                  ,0.07722             ,0.08393             ,0.13101             ,0.13011             ,4107                ,1981                ,719                 ,1337                ,0.68959             ,0.04945             ,0.76578             ,0.79702             ,0.919               ,0.94017             ,0.46054             ,0.13671             ,0.81879             ,0.1832              ,0.11139             ,0.69986             ,0.65928             ,0.78825             ,0.98185             ,0.38519             ,0.36051             ,0.97513             ,0.05611             ,0.6631              ,0.66391             ,0.13287             ,0.05077             ,0.60477             ,0.78131             ,0.7755              ,0.04216             ,0.54334             ,0.86855             ,0.46143             ,0.31204             ,0.88035             ,-0.01237            ,0.90406             ,0.01428             ,0.5064              ,0.64452             ,0.497               ,0.16564             ,0.21366             ,0.23405             ,0.28379             ,0.16327             ,0.27617             ,0.13178             ,0.6963              ,0.43624             ,0.17699             ,0.95257             ,0.70875             ,0.36265             ,0.74157             ,0.06556             ,0.93286             ,0.68452             ,0.3762              ,0.44477             ,0.97522             ,0.87748             ,0.73628             ,0.30148             ,0.62095             ,0.12753             ,0.20862             ,0.92991             ,0.69424             ,0.2541              ,0.17035             ,0.37522             ,0.7943              ,0.95542             ,0.94352             
100                 ,0.27098             ,0.29541             ,0.11645             ,0.11411             ,4102                ,2018                ,686                 ,1346                ,0.65567             ,0.05525             ,0.71958             ,0.78521             ,0.88166             ,0.91982             ,0.44127             ,0.13601             ,0.77188             ,0.19349             ,0.09608             ,0.69694             ,0.64765             ,0.78164             ,0.94795             ,0.37453             ,0.34848             ,0.97139             ,0.05203             ,0.65046             ,0.63965             ,0.1347              ,0.01926             ,0.56172             ,0.70484             ,0.75711             ,0.05484             ,0.51062             ,0.82874             ,0.40825             ,0.2619              ,0.89569             ,-0.02646            ,0.87736             ,-0.01848            ,0.50907             ,0.62472             ,0.49895             ,0.16779             ,0.20127             ,0.20862             ,0.29876             ,0.17155             ,0.27603             ,0.10676             ,0.67508             ,0.45362             ,0.11178             ,0.92626             ,0.70317             ,0.35727             ,0.74224             ,0.04687             ,0.92603             ,0.68567             ,0.37637             ,0.44417             ,0.96289             ,0.87263             ,0.72803             ,0.29378             ,0.62306             ,0.12416             ,0.20319             ,0.92325             ,0.69955             ,0.25                ,0.16942             ,0.38009             ,0.80189             ,0.91745             ,0.94586             
150                 ,0.39446             ,0.43013             ,0.10613             ,0.10262             ,4099                ,2021                ,649                 ,1298                ,0.61128             ,0.0534              ,0.6717              ,0.77554             ,0.84513             ,0.89926             ,0.43071             ,0.13865             ,0.72589             ,0.19174             ,0.06117             ,0.6863              ,0.63126             ,0.77136             ,0.90784             ,0.36443             ,0.3311              ,0.96932             ,0.04668             ,0.63559             ,0.60849             ,0.13676             ,-0.00315            ,0.52574             ,0.64283             ,0.74402             ,0.05887             ,0.49471             ,0.78928             ,0.36305             ,0.22064             ,0.89843             ,-0.03396            ,0.84367             ,-0.05132            ,0.48174             ,0.60079             ,0.48919             ,0.16415             ,0.1947              ,0.1819              ,0.31152             ,0.17166             ,0.27583             ,0.07568             ,0.65625             ,0.46048             ,0.04416             ,0.88081             ,0.69408             ,0.34982             ,0.74201             ,0.02939             ,0.91705             ,0.68809             ,0.3766              ,0.44212             ,0.94238             ,0.86888             ,0.71717             ,0.28346             ,0.62235             ,0.11758             ,0.19815             ,0.91723             ,0.70499             ,0.24725             ,0.17198             ,0.38478             ,0.80953             ,0.88491             ,0.94878             
200                 ,0.45415             ,0.49183             ,0.10076             ,0.09691             ,4097                ,2023                ,618                 ,1213                ,0.58485             ,0.05064             ,0.62721             ,0.7687              ,0.80985             ,0.88346             ,0.4271              ,0.13879             ,0.68082             ,0.18435             ,0.03011             ,0.67816             ,0.61861             ,0.76369             ,0.86864             ,0.35477             ,0.31441             ,0.96433             ,0.04221             ,0.61403             ,0.56301             ,0.13501             ,-0.02768            ,0.49697             ,0.60184             ,0.72558             ,0.05987             ,0.47422             ,0.7512              ,0.33795             ,0.17057             ,0.89041             ,-0.05756            ,0.80596             ,-0.07728            ,0.46446             ,0.58065             ,0.47813             ,0.16192             ,0.1891              ,0.17375             ,0.32492             ,0.16699             ,0.2706              ,0.02574             ,0.64083             ,0.46375             ,0.0078              ,0.84554             ,0.68741             ,0.3471              ,0.74172             ,0.01738             ,0.91156             ,0.69331             ,0.37534             ,0.4445              ,0.91732             ,0.86596             ,0.71137             ,0.27964             ,0.622               ,0.11653             ,0.19416             ,0.9106              ,0.70617             ,0.24505             ,0.17182             ,0.38385             ,0.80538             ,0.86237             ,0.93798             
250                 ,0.50515             ,0.54097             ,0.09594             ,0.0921              ,4092                ,2023                ,592                 ,1133                ,0.56542             ,0.04221             ,0.58394             ,0.76288             ,0.77473             ,0.86976             ,0.41898             ,0.13793             ,0.63797             ,0.17802             ,0.01395             ,0.67041             ,0.60553             ,0.75681             ,0.82905             ,0.34567             ,0.29995             ,0.9589              ,0.039               ,0.59132             ,0.51536             ,0.13355             ,-0.05339            ,0.46624             ,0.57325             ,0.70518             ,0.05458             ,0.44457             ,0.71353             ,0.32571             ,0.1068              ,0.87585             ,-0.09235            ,0.76977             ,-0.09943            ,0.46234             ,0.5597              ,0.46514             ,0.15918             ,0.18436             ,0.18191             ,0.34213             ,0.15957             ,0.26501             ,-0.03576            ,0.62348             ,0.47946             ,-0.00314            ,0.81233             ,0.67771             ,0.34587             ,0.7409              ,0.0073              ,0.90763             ,0.69794             ,0.37377             ,0.44548             ,0.89265             ,0.86145             ,0.70721             ,0.27828             ,0.62144             ,0.11627             ,0.19144             ,0.90417             ,0.70575             ,0.24251             ,0.17251             ,0.3829              ,0.79761             ,0.84122             ,0.92196             
300                 ,0.55008             ,0.58338             ,0.09148             ,0.08774             ,4086                ,2024                ,570                 ,1070                ,0.54731             ,0.02991             ,0.54174             ,0.75752             ,0.73975             ,0.8568              ,0.40456             ,0.13687             ,0.59829             ,0.17433             ,0.00895             ,0.66222             ,0.59109             ,0.74961             ,0.78955             ,0.33629             ,0.28637             ,0.9527              ,0.03598             ,0.56813             ,0.4707              ,0.13266             ,-0.07813            ,0.43247             ,0.54721             ,0.68395             ,0.0442              ,0.41071             ,0.6764              ,0.31798             ,0.03589             ,0.85749             ,-0.13659            ,0.73455             ,-0.12293            ,0.46722             ,0.5368              ,0.44906             ,0.15607             ,0.17987             ,0.19518             ,0.35884             ,0.15037             ,0.25942             ,-0.102              ,0.60512             ,0.49543             ,-0.00504            ,0.77741             ,0.66584             ,0.34504             ,0.74008             ,-0.00509            ,0.90357             ,0.70572             ,0.37219             ,0.44566             ,0.86977             ,0.85512             ,0.70346             ,0.278               ,0.62071             ,0.11586             ,0.18917             ,0.8977              ,0.70486             ,0.23937             ,0.17415             ,0.38285             ,0.78857             ,0.8191              ,0.90371             
350                 ,0.58566             ,0.61667             ,0.08779             ,0.08417             ,4078                ,2022                ,553                 ,1019                ,0.52775             ,0.01791             ,0.50104             ,0.75291             ,0.70574             ,0.84527             ,0.3828              ,0.13558             ,0.56337             ,0.17467             ,0.02485             ,0.65292             ,0.5758              ,0.74239             ,0.75069             ,0.3262              ,0.27457             ,0.94285             ,0.03263             ,0.54406             ,0.43012             ,0.13117             ,-0.09631            ,0.39772             ,0.52354             ,0.66333             ,0.03304             ,0.38181             ,0.64128             ,0.3132              ,-0.03212            ,0.83617             ,-0.18186            ,0.70077             ,-0.15057            ,0.46872             ,0.51369             ,0.43163             ,0.15313             ,0.17485             ,0.20827             ,0.36953             ,0.1402              ,0.25326             ,-0.16791            ,0.58492             ,0.49491             ,-0.00094            ,0.7431              ,0.65154             ,0.34461             ,0.73913             ,-0.02459            ,0.89934             ,0.71947             ,0.37074             ,0.44565             ,0.84716             ,0.84675             ,0.69986             ,0.27886             ,0.61965             ,0.11578             ,0.18729             ,0.89128             ,0.70329             ,0.2357              ,0.17629             ,0.38299             ,0.77766             ,0.79605             ,0.88073             
400                 ,0.61043             ,0.63962             ,0.08512             ,0.08161             ,4070                ,2000                ,540                 ,980                 ,0.50386             ,0.00819             ,0.46214             ,0.74902             ,0.67239             ,0.83502             ,0.35442             ,0.13442             ,0.53478             ,0.17814             ,0.06688             ,0.64096             ,0.5598              ,0.73525             ,0.71244             ,0.31538             ,0.26442             ,0.92848             ,0.02865             ,0.51951             ,0.39324             ,0.12904             ,-0.10492            ,0.36494             ,0.5041              ,0.64564             ,0.02637             ,0.36487             ,0.60497             ,0.31006             ,-0.09155            ,0.81255             ,-0.2188             ,0.66933             ,-0.18364            ,0.45745             ,0.49184             ,0.41431             ,0.15005             ,0.16912             ,0.21916             ,0.3729              ,0.13021             ,0.24669             ,-0.22876            ,0.56285             ,0.47394             ,0.01732             ,0.70914             ,0.63444             ,0.34401             ,0.73748             ,-0.0276             ,0.89486             ,0.73797             ,0.36945             ,0.44497             ,0.82176             ,0.83728             ,0.69557             ,0.28007             ,0.6178              ,0.11569             ,0.18584             ,0.88494             ,0.70104             ,0.23135             ,0.17897             ,0.38309             ,0.76463             ,0.77329             ,0.85202             
450                 ,0.64685             ,0.67271             ,0.08105             ,0.07777             ,4064                ,1932                ,530                 ,954                 ,0.47072             ,-0.0054             ,0.42489             ,0.74469             ,0.63946             ,0.82533             ,0.31653             ,0.13462             ,0.5148              ,0.17366             ,0.10824             ,0.62546             ,0.54319             ,0.72684             ,0.67472             ,0.30366             ,0.25423             ,0.91146             ,0.02303             ,0.49592             ,0.36011             ,0.12598             ,-0.08293            ,0.33324             ,0.48958             ,0.63268             ,0.02359             ,0.35373             ,0.57017             ,0.30477             ,-0.16746            ,0.78781             ,-0.25882            ,0.64327             ,-0.22421            ,0.441               ,0.46996             ,0.39423             ,0.14652             ,0.16273             ,0.22609             ,0.37354             ,0.12233             ,0.24067             ,-0.29354            ,0.54442             ,0.42575             ,0.02124             ,0.65829             ,0.61203             ,0.34209             ,0.73501             ,-0.02645            ,0.8917              ,0.77396             ,0.36938             ,0.44402             ,0.78659             ,0.8304              ,0.68893             ,0.28132             ,0.61507             ,0.11489             ,0.18356             ,0.87847             ,0.69766             ,0.22442             ,0.18368             ,0.38911             ,0.74677             ,0.76463             ,0.80728             
500                 ,0.67549             ,0.697               ,0.07769             ,0.07483             ,4059                ,1913                ,519                 ,947                 ,0.44374             ,-0.00403            ,0.39005             ,0.73597             ,0.60694             ,0.81301             ,0.30023             ,0.13149             ,0.50103             ,0.14772             ,0.14331             ,0.61181             ,0.53137             ,0.71682             ,0.63786             ,0.29109             ,0.24403             ,0.88951             ,0.01874             ,0.46807             ,0.31281             ,0.12293             ,-0.01248            ,0.30104             ,0.46322             ,0.60732             ,0.03001             ,0.35612             ,0.53475             ,0.29248             ,-0.22716            ,0.76599             ,-0.28415            ,0.60668             ,-0.27154            ,0.41577             ,0.45589             ,0.38174             ,0.14279             ,0.15586             ,0.22214             ,0.3734              ,0.10909             ,0.23034             ,-0.33852            ,0.53345             ,0.36899             ,0.02127             ,0.60952             ,0.58757             ,0.34066             ,0.73199             ,-0.01768            ,0.88873             ,0.80584             ,0.3683              ,0.44761             ,0.74645             ,0.82569             ,0.67825             ,0.28221             ,0.61255             ,0.11556             ,0.18111             ,0.87104             ,0.69542             ,0.22154             ,0.18614             ,0.38777             ,0.72841             ,0.74389             ,0.77277             
