epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
1100                ,0.79922             ,0.79704             ,0.06111             ,0.06124             ,3450                ,2023                ,1021                ,385                 ,0.48363             ,-0.02269            ,0.64025             
1150                ,0.79973             ,0.79747             ,0.06103             ,0.06118             ,3450                ,2023                ,1021                ,385                 ,0.47745             ,-0.02253            ,0.63882             
1200                ,0.80026             ,0.79806             ,0.06095             ,0.06109             ,3450                ,2023                ,1021                ,386                 ,0.47117             ,-0.02242            ,0.63689             
1250                ,0.80079             ,0.79839             ,0.06087             ,0.06104             ,3450                ,2023                ,1021                ,386                 ,0.46479             ,-0.02232            ,0.63479             
1300                ,0.80126             ,0.7988              ,0.0608              ,0.06098             ,3450                ,2023                ,1021                ,386                 ,0.45829             ,-0.02224            ,0.63239             
1350                ,0.8017              ,0.79905             ,0.06073             ,0.06094             ,3450                ,2023                ,1021                ,387                 ,0.45166             ,-0.02216            ,0.62994             
1400                ,0.80209             ,0.79914             ,0.06067             ,0.06092             ,3450                ,2023                ,1021                ,387                 ,0.44491             ,-0.0221             ,0.62746             
1450                ,0.80248             ,0.79943             ,0.06061             ,0.06088             ,3450                ,2023                ,1021                ,387                 ,0.43807             ,-0.02205            ,0.62484             
1500                ,0.80281             ,0.79961             ,0.06056             ,0.06085             ,3450                ,2023                ,1021                ,387                 ,0.43112             ,-0.02201            ,0.62241             
1550                ,0.80311             ,0.79977             ,0.06052             ,0.06083             ,3450                ,2023                ,1021                ,387                 ,0.42405             ,-0.02198            ,0.62015             
1600                ,0.80344             ,0.80007             ,0.06047             ,0.06078             ,3450                ,2023                ,1021                ,387                 ,0.4169              ,-0.02195            ,0.61775             
1650                ,0.80368             ,0.80027             ,0.06043             ,0.06075             ,3450                ,2023                ,1021                ,388                 ,0.40967             ,-0.02194            ,0.61532             
1700                ,0.80383             ,0.80015             ,0.06041             ,0.06077             ,3450                ,2023                ,1021                ,388                 ,0.40236             ,-0.02193            ,0.6128              
1750                ,0.80387             ,0.80004             ,0.0604              ,0.06079             ,3450                ,2023                ,1021                ,388                 ,0.39497             ,-0.02193            ,0.61028             
1800                ,0.80437             ,0.80061             ,0.06032             ,0.0607              ,3450                ,2023                ,1021                ,388                 ,0.38749             ,-0.02194            ,0.60778             
1850                ,0.80454             ,0.80068             ,0.0603              ,0.06069             ,3450                ,2023                ,1021                ,388                 ,0.37988             ,-0.02196            ,0.6055              
1900                ,0.80469             ,0.80074             ,0.06027             ,0.06068             ,3450                ,2023                ,1021                ,388                 ,0.37209             ,-0.02197            ,0.60334             
1950                ,0.8048              ,0.80078             ,0.06026             ,0.06068             ,3450                ,2023                ,1021                ,389                 ,0.36424             ,-0.02198            ,0.60127             
2000                ,0.80507             ,0.80113             ,0.06021             ,0.06062             ,3450                ,2023                ,1021                ,389                 ,0.35637             ,-0.022              ,0.59919             
2050                ,0.80522             ,0.80126             ,0.06019             ,0.0606              ,3450                ,2023                ,1021                ,389                 ,0.34846             ,-0.02202            ,0.59699             
2100                ,0.80534             ,0.80136             ,0.06017             ,0.06059             ,3450                ,2023                ,1021                ,389                 ,0.34052             ,-0.02205            ,0.5949              
2150                ,0.80539             ,0.80123             ,0.06016             ,0.06061             ,3450                ,2023                ,1021                ,389                 ,0.33261             ,-0.02209            ,0.59276             
2200                ,0.80559             ,0.8015              ,0.06013             ,0.06057             ,3450                ,2023                ,1021                ,390                 ,0.32468             ,-0.02214            ,0.59054             
2250                ,0.8057              ,0.8016              ,0.06012             ,0.06055             ,3450                ,2023                ,1021                ,390                 ,0.31678             ,-0.02219            ,0.58832             
2300                ,0.80575             ,0.80148             ,0.06011             ,0.06057             ,3450                ,2023                ,1021                ,390                 ,0.3089              ,-0.02224            ,0.58613             
2350                ,0.80581             ,0.8017              ,0.0601              ,0.06053             ,3450                ,2023                ,1021                ,391                 ,0.30103             ,-0.0223             ,0.58386             
2400                ,0.80604             ,0.80175             ,0.06006             ,0.06053             ,3450                ,2023                ,1021                ,391                 ,0.29319             ,-0.02237            ,0.5816              
2450                ,0.80615             ,0.80182             ,0.06005             ,0.06052             ,3450                ,2023                ,1021                ,391                 ,0.28536             ,-0.02243            ,0.57943             
2500                ,0.80556             ,0.80137             ,0.06014             ,0.06059             ,3450                ,2023                ,1021                ,391                 ,0.27755             ,-0.02248            ,0.57713             
2550                ,0.80636             ,0.80176             ,0.06002             ,0.06053             ,3450                ,2023                ,1021                ,391                 ,0.26971             ,-0.02253            ,0.57549             
2600                ,0.80644             ,0.80175             ,0.06                ,0.06053             ,3450                ,2023                ,1021                ,391                 ,0.26195             ,-0.02259            ,0.57342             
2650                ,0.80652             ,0.80178             ,0.05999             ,0.06052             ,3450                ,2023                ,1021                ,391                 ,0.25418             ,-0.02264            ,0.57175             
2700                ,0.8066              ,0.8018              ,0.05998             ,0.06052             ,3450                ,2023                ,1021                ,391                 ,0.24646             ,-0.0227             ,0.56987             
2750                ,0.80665             ,0.80179             ,0.05997             ,0.06052             ,3450                ,2023                ,1021                ,391                 ,0.23878             ,-0.02275            ,0.56815             
2800                ,0.80672             ,0.80185             ,0.05996             ,0.06051             ,3450                ,2023                ,1021                ,391                 ,0.23117             ,-0.0228             ,0.56646             
2850                ,0.80675             ,0.80182             ,0.05995             ,0.06052             ,3450                ,2023                ,1021                ,391                 ,0.22363             ,-0.02286            ,0.56482             
2900                ,0.8067              ,0.80168             ,0.05996             ,0.06054             ,3450                ,2023                ,1021                ,391                 ,0.21616             ,-0.02291            ,0.56326             
2950                ,0.8069              ,0.80195             ,0.05993             ,0.0605              ,3450                ,2023                ,1021                ,391                 ,0.2088              ,-0.02296            ,0.56158             
3000                ,0.80693             ,0.80202             ,0.05993             ,0.06049             ,3450                ,2023                ,1021                ,391                 ,0.20152             ,-0.02301            ,0.55993             
3050                ,0.80659             ,0.80134             ,0.05998             ,0.06059             ,3450                ,2023                ,1021                ,391                 ,0.19438             ,-0.02306            ,0.55823             
3100                ,0.80707             ,0.802               ,0.05991             ,0.06049             ,3450                ,2023                ,1021                ,391                 ,0.18733             ,-0.02311            ,0.55683             
3150                ,0.80708             ,0.80191             ,0.0599              ,0.0605              ,3450                ,2023                ,1021                ,391                 ,0.18037             ,-0.02316            ,0.55537             
3200                ,0.80716             ,0.80201             ,0.05989             ,0.06049             ,3450                ,2023                ,1021                ,391                 ,0.17352             ,-0.02321            ,0.55408             
3250                ,0.80712             ,0.80189             ,0.0599              ,0.06051             ,3450                ,2023                ,1021                ,391                 ,0.1668              ,-0.02326            ,0.55283             
3300                ,0.8072              ,0.80206             ,0.05988             ,0.06048             ,3450                ,2023                ,1021                ,391                 ,0.16022             ,-0.02333            ,0.55169             
3350                ,0.80726             ,0.80207             ,0.05988             ,0.06048             ,3450                ,2023                ,1021                ,391                 ,0.15382             ,-0.02339            ,0.55026             
3400                ,0.80732             ,0.80207             ,0.05987             ,0.06048             ,3450                ,2023                ,1021                ,391                 ,0.14755             ,-0.02346            ,0.54908             
3450                ,0.80726             ,0.80203             ,0.05988             ,0.06048             ,3450                ,2023                ,1021                ,391                 ,0.14146             ,-0.02353            ,0.54777             
3500                ,0.80739             ,0.80205             ,0.05985             ,0.06048             ,3450                ,2023                ,1021                ,391                 ,0.13551             ,-0.0236             ,0.54665             
3550                ,0.80744             ,0.80204             ,0.05985             ,0.06048             ,3450                ,2023                ,1021                ,391                 ,0.12977             ,-0.02367            ,0.54536             
3600                ,0.80738             ,0.80203             ,0.05986             ,0.06048             ,3450                ,2023                ,1021                ,391                 ,0.12421             ,-0.02374            ,0.54417             
3650                ,0.80749             ,0.80197             ,0.05984             ,0.06049             ,3450                ,2023                ,1021                ,391                 ,0.11886             ,-0.02381            ,0.54281             
3700                ,0.80752             ,0.80198             ,0.05983             ,0.06049             ,3450                ,2023                ,1021                ,391                 ,0.11366             ,-0.02388            ,0.54171             
3750                ,0.80757             ,0.80209             ,0.05983             ,0.06048             ,3450                ,2023                ,1021                ,391                 ,0.10863             ,-0.02396            ,0.54064             
3800                ,0.80756             ,0.80209             ,0.05983             ,0.06047             ,3450                ,2023                ,1021                ,391                 ,0.10376             ,-0.02402            ,0.5397              
3850                ,0.80752             ,0.80187             ,0.05983             ,0.06051             ,3450                ,2023                ,1021                ,391                 ,0.09908             ,-0.02409            ,0.53871             
3900                ,0.8076              ,0.80197             ,0.05982             ,0.06049             ,3450                ,2023                ,1021                ,391                 ,0.09456             ,-0.02415            ,0.53779             
3950                ,0.80753             ,0.80206             ,0.05983             ,0.06048             ,3450                ,2023                ,1021                ,391                 ,0.09025             ,-0.0242             ,0.53667             
4000                ,0.8077              ,0.80214             ,0.05981             ,0.06047             ,3450                ,2023                ,1021                ,391                 ,0.08607             ,-0.02426            ,0.53583             
