epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
2400                ,0.75124             ,0.73835             ,0.06802             ,0.06954             ,2338                ,305                 ,381                 ,992                 ,0.21322             ,0.12943             ,0.32718             
2450                ,0.75115             ,0.73831             ,0.06803             ,0.06954             ,2338                ,310                 ,382                 ,992                 ,0.20726             ,0.12181             ,0.32936             
2500                ,0.75111             ,0.73831             ,0.06804             ,0.06954             ,2338                ,313                 ,382                 ,992                 ,0.20143             ,0.11455             ,0.33152             
2550                ,0.75112             ,0.73829             ,0.06804             ,0.06954             ,2338                ,316                 ,382                 ,992                 ,0.19573             ,0.10743             ,0.33384             
2600                ,0.75128             ,0.73859             ,0.06802             ,0.0695              ,2338                ,316                 ,382                 ,992                 ,0.19012             ,0.09976             ,0.33639             
2650                ,0.7515              ,0.73866             ,0.06799             ,0.06949             ,2338                ,316                 ,382                 ,992                 ,0.18499             ,0.09144             ,0.33916             
2700                ,0.75176             ,0.73902             ,0.06795             ,0.06945             ,2338                ,316                 ,383                 ,992                 ,0.18072             ,0.08471             ,0.34179             
2750                ,0.75199             ,0.7393              ,0.06792             ,0.06941             ,2338                ,316                 ,383                 ,992                 ,0.17736             ,0.07849             ,0.34439             
2800                ,0.7524              ,0.73934             ,0.06786             ,0.0694              ,2338                ,316                 ,384                 ,992                 ,0.17351             ,0.06621             ,0.34701             
2850                ,0.75277             ,0.73922             ,0.06781             ,0.06942             ,2338                ,316                 ,384                 ,992                 ,0.16905             ,0.05328             ,0.34942             
2900                ,0.75312             ,0.739               ,0.06776             ,0.06945             ,2338                ,316                 ,385                 ,992                 ,0.16384             ,0.04206             ,0.35173             
2950                ,0.75357             ,0.73862             ,0.0677              ,0.0695              ,2338                ,315                 ,385                 ,992                 ,0.15798             ,0.03362             ,0.35435             
3000                ,0.75433             ,0.7386              ,0.0676              ,0.0695              ,2338                ,312                 ,385                 ,992                 ,0.15119             ,0.02627             ,0.35707             
3050                ,0.75508             ,0.73886             ,0.0675              ,0.06947             ,2338                ,311                 ,386                 ,992                 ,0.14362             ,0.02025             ,0.35993             
3100                ,0.75592             ,0.73953             ,0.06738             ,0.06938             ,2338                ,308                 ,386                 ,992                 ,0.13544             ,0.01666             ,0.36295             
3150                ,0.75649             ,0.73958             ,0.0673              ,0.06937             ,2338                ,306                 ,386                 ,992                 ,0.12697             ,0.01505             ,0.36608             
3200                ,0.75687             ,0.73972             ,0.06725             ,0.06935             ,2338                ,304                 ,386                 ,992                 ,0.11785             ,0.0135              ,0.36895             
3250                ,0.75737             ,0.73949             ,0.06718             ,0.06938             ,2338                ,303                 ,385                 ,992                 ,0.10851             ,0.01163             ,0.37199             
3300                ,0.75783             ,0.73917             ,0.06711             ,0.06943             ,2338                ,299                 ,385                 ,992                 ,0.09917             ,0.0094              ,0.37529             
3350                ,0.7581              ,0.73857             ,0.06708             ,0.06951             ,2338                ,299                 ,385                 ,992                 ,0.08988             ,0.00752             ,0.37822             
3400                ,0.75832             ,0.73657             ,0.06705             ,0.06977             ,2338                ,299                 ,385                 ,992                 ,0.08069             ,0.00389             ,0.38083             
3450                ,0.75853             ,0.7418              ,0.06702             ,0.06907             ,2337                ,297                 ,385                 ,992                 ,0.06768             ,0.02976             ,0.38421             
3500                ,0.75885             ,0.74212             ,0.06697             ,0.06903             ,2337                ,295                 ,385                 ,992                 ,0.0585              ,0.02959             ,0.38681             
3550                ,0.75907             ,0.74228             ,0.06694             ,0.06901             ,2337                ,295                 ,385                 ,992                 ,0.04919             ,0.02909             ,0.38929             
3600                ,0.75938             ,0.74282             ,0.0669              ,0.06894             ,2337                ,293                 ,385                 ,992                 ,0.03964             ,0.02865             ,0.39153             
3650                ,0.75982             ,0.74336             ,0.06684             ,0.06887             ,2337                ,293                 ,385                 ,992                 ,0.02986             ,0.02816             ,0.39367             
3700                ,0.76                ,0.74346             ,0.06681             ,0.06885             ,2337                ,293                 ,385                 ,992                 ,0.0191              ,0.02776             ,0.39554             
3750                ,0.76016             ,0.74341             ,0.06679             ,0.06886             ,2337                ,293                 ,385                 ,992                 ,0.00708             ,0.02741             ,0.39729             
3800                ,0.76035             ,0.74362             ,0.06677             ,0.06883             ,2337                ,293                 ,385                 ,992                 ,-0.00656            ,0.02707             ,0.39882             
3850                ,0.76057             ,0.74382             ,0.06673             ,0.0688              ,2337                ,293                 ,385                 ,992                 ,-0.02309            ,0.02671             ,0.40042             
3900                ,0.76083             ,0.74398             ,0.0667              ,0.06878             ,2337                ,293                 ,384                 ,992                 ,-0.04671            ,0.02636             ,0.40205             
3950                ,0.76115             ,0.74417             ,0.06665             ,0.06876             ,2337                ,293                 ,384                 ,992                 ,-0.07132            ,0.0258              ,0.40352             
4000                ,0.76144             ,0.74431             ,0.06661             ,0.06874             ,2337                ,293                 ,384                 ,992                 ,-0.08178            ,0.02518             ,0.40505             
