epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
800                 ,0.68481             ,0.67427             ,0.07657             ,0.07758             ,369                 ,2017                ,396                 ,920                 ,0.48058             ,0.46738             ,0.1334              
850                 ,0.6934              ,0.68299             ,0.07552             ,0.07654             ,371                 ,2018                ,394                 ,917                 ,0.50691             ,0.49131             ,0.13889             
900                 ,0.70065             ,0.69096             ,0.07462             ,0.07557             ,372                 ,2032                ,394                 ,918                 ,0.53238             ,0.51501             ,0.14401             
950                 ,0.7108              ,0.70464             ,0.07334             ,0.07388             ,377                 ,2093                ,394                 ,919                 ,0.55996             ,0.54373             ,0.149               
1000                ,0.71778             ,0.71271             ,0.07245             ,0.07286             ,380                 ,2117                ,394                 ,936                 ,0.58699             ,0.56913             ,0.15357             
1050                ,0.72222             ,0.71807             ,0.07188             ,0.07218             ,380                 ,2129                ,394                 ,950                 ,0.6098              ,0.59024             ,0.15752             
1100                ,0.72491             ,0.7214              ,0.07153             ,0.07175             ,380                 ,2135                ,395                 ,962                 ,0.62801             ,0.60618             ,0.1609              
1150                ,0.72657             ,0.72396             ,0.07132             ,0.07142             ,380                 ,2134                ,396                 ,968                 ,0.64256             ,0.61832             ,0.16388             
1200                ,0.72754             ,0.72513             ,0.07119             ,0.07127             ,380                 ,2134                ,396                 ,969                 ,0.65293             ,0.62413             ,0.16649             
1250                ,0.72822             ,0.72628             ,0.0711              ,0.07112             ,380                 ,2134                ,397                 ,969                 ,0.66128             ,0.6283              ,0.16889             
1300                ,0.72868             ,0.72698             ,0.07104             ,0.07103             ,381                 ,2134                ,398                 ,969                 ,0.66788             ,0.63057             ,0.17113             
1350                ,0.729               ,0.72768             ,0.071               ,0.07094             ,383                 ,2134                ,399                 ,969                 ,0.67343             ,0.63161             ,0.17326             
1400                ,0.72929             ,0.72825             ,0.07096             ,0.07086             ,383                 ,2134                ,399                 ,969                 ,0.67821             ,0.63213             ,0.1753              
1450                ,0.72952             ,0.72867             ,0.07093             ,0.07081             ,383                 ,2131                ,399                 ,969                 ,0.68206             ,0.63184             ,0.17723             
1500                ,0.72972             ,0.72912             ,0.0709              ,0.07075             ,383                 ,2131                ,399                 ,969                 ,0.68538             ,0.631               ,0.1791              
1550                ,0.72991             ,0.72945             ,0.07088             ,0.07071             ,383                 ,2131                ,399                 ,969                 ,0.68817             ,0.62923             ,0.18095             
1600                ,0.73009             ,0.72983             ,0.07086             ,0.07066             ,383                 ,2131                ,399                 ,969                 ,0.69065             ,0.62706             ,0.18279             
1650                ,0.73025             ,0.73014             ,0.07083             ,0.07062             ,383                 ,2131                ,399                 ,969                 ,0.69265             ,0.62414             ,0.1846              
1700                ,0.73041             ,0.73044             ,0.07081             ,0.07058             ,383                 ,2131                ,399                 ,969                 ,0.6943              ,0.62074             ,0.18641             
1750                ,0.73058             ,0.73074             ,0.07079             ,0.07054             ,383                 ,2131                ,399                 ,969                 ,0.69571             ,0.61678             ,0.18823             
1800                ,0.73072             ,0.73099             ,0.07077             ,0.07051             ,383                 ,2131                ,399                 ,969                 ,0.69669             ,0.61216             ,0.19004             
1850                ,0.73104             ,0.73157             ,0.07073             ,0.07043             ,382                 ,2131                ,399                 ,985                 ,0.69934             ,0.61272             ,0.19193             
1900                ,0.73137             ,0.73251             ,0.07069             ,0.07031             ,383                 ,2131                ,399                 ,993                 ,0.70217             ,0.61245             ,0.19391             
1950                ,0.73161             ,0.73266             ,0.07066             ,0.07029             ,383                 ,2131                ,399                 ,992                 ,0.70291             ,0.60746             ,0.19582             
2000                ,0.7318              ,0.73286             ,0.07063             ,0.07026             ,383                 ,2131                ,400                 ,992                 ,0.70291             ,0.60168             ,0.19772             
2050                ,0.73197             ,0.73308             ,0.07061             ,0.07023             ,383                 ,2131                ,400                 ,992                 ,0.70227             ,0.59533             ,0.19962             
2100                ,0.73212             ,0.73336             ,0.07059             ,0.0702              ,382                 ,2131                ,401                 ,992                 ,0.70111             ,0.58847             ,0.20151             
2150                ,0.73229             ,0.73352             ,0.07057             ,0.07017             ,382                 ,2131                ,401                 ,992                 ,0.69932             ,0.58093             ,0.20339             
2200                ,0.73249             ,0.73363             ,0.07054             ,0.07016             ,382                 ,2131                ,401                 ,992                 ,0.69691             ,0.57284             ,0.20528             
2250                ,0.73285             ,0.7337              ,0.07049             ,0.07015             ,382                 ,2131                ,401                 ,992                 ,0.69357             ,0.56395             ,0.20716             
2300                ,0.73356             ,0.73467             ,0.0704              ,0.07002             ,382                 ,2131                ,402                 ,992                 ,0.69051             ,0.55869             ,0.20898             
2350                ,0.73403             ,0.73535             ,0.07034             ,0.06993             ,382                 ,2131                ,402                 ,992                 ,0.68774             ,0.55406             ,0.21074             
2400                ,0.73441             ,0.7358              ,0.07029             ,0.06987             ,382                 ,2132                ,402                 ,992                 ,0.68417             ,0.54778             ,0.21253             
2450                ,0.73476             ,0.73588             ,0.07024             ,0.06986             ,382                 ,2132                ,403                 ,992                 ,0.68006             ,0.54015             ,0.21442             
2500                ,0.7351              ,0.73631             ,0.07019             ,0.06981             ,382                 ,2132                ,405                 ,992                 ,0.67629             ,0.53278             ,0.2164              
2550                ,0.73542             ,0.73668             ,0.07015             ,0.06976             ,382                 ,2132                ,406                 ,992                 ,0.67236             ,0.52552             ,0.21839             
2600                ,0.73571             ,0.73694             ,0.07011             ,0.06972             ,382                 ,2132                ,406                 ,992                 ,0.6681              ,0.51825             ,0.22031             
2650                ,0.73598             ,0.73722             ,0.07008             ,0.06969             ,382                 ,2132                ,407                 ,992                 ,0.66358             ,0.51103             ,0.22216             
2700                ,0.73623             ,0.73743             ,0.07005             ,0.06966             ,382                 ,2132                ,407                 ,992                 ,0.65896             ,0.50342             ,0.22399             
2750                ,0.73649             ,0.73763             ,0.07001             ,0.06963             ,382                 ,2132                ,408                 ,992                 ,0.65449             ,0.49598             ,0.22586             
2800                ,0.73679             ,0.73763             ,0.06997             ,0.06963             ,381                 ,2132                ,408                 ,992                 ,0.65005             ,0.48825             ,0.22778             
2850                ,0.73719             ,0.73788             ,0.06992             ,0.0696              ,379                 ,2132                ,410                 ,992                 ,0.64563             ,0.48041             ,0.22977             
2900                ,0.73745             ,0.73803             ,0.06988             ,0.06958             ,379                 ,2132                ,411                 ,992                 ,0.6407              ,0.47186             ,0.23174             
2950                ,0.73771             ,0.73817             ,0.06985             ,0.06956             ,379                 ,2132                ,413                 ,992                 ,0.63578             ,0.46327             ,0.23378             
3000                ,0.73797             ,0.73822             ,0.06981             ,0.06955             ,379                 ,2132                ,413                 ,992                 ,0.63048             ,0.45408             ,0.23581             
3050                ,0.73819             ,0.73835             ,0.06978             ,0.06954             ,379                 ,2132                ,415                 ,992                 ,0.62496             ,0.445               ,0.23786             
3100                ,0.73845             ,0.73854             ,0.06975             ,0.06951             ,379                 ,2132                ,416                 ,992                 ,0.6197              ,0.43618             ,0.23995             
3150                ,0.73864             ,0.73881             ,0.06972             ,0.06947             ,379                 ,2132                ,419                 ,992                 ,0.61426             ,0.42736             ,0.24203             
3200                ,0.73895             ,0.73901             ,0.06968             ,0.06945             ,378                 ,2132                ,423                 ,992                 ,0.60875             ,0.41824             ,0.24415             
3250                ,0.73927             ,0.73908             ,0.06964             ,0.06944             ,375                 ,2132                ,426                 ,992                 ,0.60278             ,0.40853             ,0.24631             
3300                ,0.73956             ,0.73929             ,0.0696              ,0.06941             ,376                 ,2132                ,430                 ,992                 ,0.59717             ,0.39855             ,0.24861             
3350                ,0.73987             ,0.7394              ,0.06956             ,0.0694              ,376                 ,2132                ,435                 ,992                 ,0.59146             ,0.38872             ,0.25096             
3400                ,0.74026             ,0.73949             ,0.06951             ,0.06938             ,376                 ,2132                ,440                 ,992                 ,0.58605             ,0.37843             ,0.25342             
3450                ,0.74076             ,0.73967             ,0.06944             ,0.06936             ,376                 ,2132                ,446                 ,992                 ,0.58081             ,0.36839             ,0.25598             
3500                ,0.7414              ,0.7401              ,0.06936             ,0.0693              ,377                 ,2134                ,454                 ,992                 ,0.57534             ,0.35833             ,0.2586              
3550                ,0.74232             ,0.74064             ,0.06923             ,0.06923             ,377                 ,2134                ,462                 ,992                 ,0.56954             ,0.34766             ,0.26125             
3600                ,0.74362             ,0.74135             ,0.06906             ,0.06914             ,377                 ,2134                ,471                 ,993                 ,0.56255             ,0.33332             ,0.26388             
3650                ,0.74513             ,0.74203             ,0.06885             ,0.06904             ,378                 ,2134                ,479                 ,993                 ,0.55319             ,0.31309             ,0.26634             
3700                ,0.7468              ,0.74303             ,0.06863             ,0.06891             ,378                 ,2134                ,487                 ,1021                ,0.54342             ,0.2952              ,0.26855             
3750                ,0.74806             ,0.74333             ,0.06846             ,0.06887             ,379                 ,2134                ,495                 ,1025                ,0.53155             ,0.27191             ,0.27058             
3800                ,0.74931             ,0.74307             ,0.06829             ,0.06891             ,379                 ,2134                ,499                 ,1029                ,0.51635             ,0.25144             ,0.27255             
3850                ,0.75055             ,0.74286             ,0.06812             ,0.06893             ,379                 ,2134                ,499                 ,1028                ,0.49942             ,0.22516             ,0.27444             
3900                ,0.75243             ,0.74376             ,0.06786             ,0.06881             ,377                 ,2134                ,498                 ,1028                ,0.47996             ,0.19432             ,0.27672             
3950                ,0.7541              ,0.74361             ,0.06763             ,0.06883             ,378                 ,2134                ,498                 ,1028                ,0.46021             ,0.16833             ,0.27931             
4000                ,0.75537             ,0.74369             ,0.06746             ,0.06882             ,378                 ,2134                ,498                 ,1028                ,0.44057             ,0.15083             ,0.28197             
