epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
50                  ,0                   ,0                   ,0.13815             ,0.13807             ,289                 ,2154                ,547                 ,1049                ,0.43528             ,0.49775             ,0.04629             
100                 ,0                   ,0                   ,0.13681             ,0.13667             ,294                 ,2144                ,540                 ,1067                ,0.41548             ,0.48202             ,0.04641             
150                 ,0.00859             ,0.00627             ,0.1358              ,0.13551             ,300                 ,2135                ,531                 ,1089                ,0.39236             ,0.46316             ,0.04674             
200                 ,0.02627             ,0.02699             ,0.13458             ,0.13409             ,307                 ,2127                ,522                 ,1115                ,0.36887             ,0.44377             ,0.04833             
250                 ,0.04855             ,0.05161             ,0.13303             ,0.13239             ,315                 ,2121                ,511                 ,1143                ,0.34598             ,0.42451             ,0.05165             
300                 ,0.18848             ,0.20704             ,0.12286             ,0.12105             ,322                 ,2116                ,495                 ,1172                ,0.32365             ,0.39882             ,0.05872             
350                 ,0.46851             ,0.50311             ,0.09943             ,0.09582             ,334                 ,2115                ,467                 ,1207                ,0.32125             ,0.35794             ,0.07534             
400                 ,0.58821             ,0.59746             ,0.08752             ,0.08625             ,348                 ,2000                ,442                 ,1195                ,0.33507             ,0.32412             ,0.08813             
450                 ,0.60784             ,0.60027             ,0.08541             ,0.08595             ,349                 ,2014                ,428                 ,1140                ,0.3465              ,0.32158             ,0.0947              
500                 ,0.61987             ,0.60806             ,0.08409             ,0.0851              ,346                 ,2015                ,419                 ,1080                ,0.35796             ,0.33579             ,0.09976             
550                 ,0.63203             ,0.61845             ,0.08273             ,0.08397             ,342                 ,2015                ,412                 ,1028                ,0.37166             ,0.35307             ,0.1049              
600                 ,0.64347             ,0.62907             ,0.08143             ,0.08279             ,343                 ,2015                ,407                 ,988                 ,0.38817             ,0.37213             ,0.11037             
650                 ,0.65447             ,0.64003             ,0.08017             ,0.08156             ,346                 ,2015                ,402                 ,958                 ,0.40765             ,0.39333             ,0.11604             
700                 ,0.665               ,0.65128             ,0.07894             ,0.08028             ,351                 ,2016                ,400                 ,939                 ,0.42995             ,0.41691             ,0.12185             
750                 ,0.67518             ,0.66254             ,0.07773             ,0.07897             ,356                 ,2016                ,398                 ,927                 ,0.45447             ,0.44212             ,0.12767             
