epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
2500                ,0.70096             ,0.69327             ,0.07458             ,0.07529             ,2019                ,3625                ,1021                ,302                 ,0.38151             ,-0.0761             ,0.76576             
2550                ,0.70153             ,0.69393             ,0.07451             ,0.07521             ,2019                ,3625                ,1021                ,302                 ,0.38149             ,-0.0761             ,0.76527             
2600                ,0.70211             ,0.69457             ,0.07444             ,0.07513             ,2020                ,3626                ,1021                ,302                 ,0.38148             ,-0.0761             ,0.76476             
2650                ,0.70269             ,0.69509             ,0.07436             ,0.07506             ,2020                ,3626                ,1021                ,302                 ,0.38146             ,-0.07611            ,0.76424             
2700                ,0.7033              ,0.69563             ,0.07429             ,0.075               ,2020                ,3627                ,1021                ,302                 ,0.38144             ,-0.07611            ,0.76371             
2750                ,0.70393             ,0.69625             ,0.07421             ,0.07492             ,2020                ,3627                ,1021                ,302                 ,0.38142             ,-0.07611            ,0.76318             
2800                ,0.70459             ,0.69684             ,0.07413             ,0.07485             ,2021                ,3628                ,1021                ,302                 ,0.38139             ,-0.07611            ,0.76263             
2850                ,0.70528             ,0.69759             ,0.07404             ,0.07476             ,2021                ,3628                ,1021                ,302                 ,0.38137             ,-0.07611            ,0.76207             
2900                ,0.70598             ,0.69821             ,0.07395             ,0.07468             ,2021                ,3629                ,1021                ,303                 ,0.38135             ,-0.07611            ,0.76151             
2950                ,0.70673             ,0.69892             ,0.07386             ,0.07459             ,2021                ,3630                ,1022                ,303                 ,0.38132             ,-0.07612            ,0.76094             
3000                ,0.70753             ,0.69962             ,0.07376             ,0.0745              ,2021                ,3631                ,1022                ,303                 ,0.38129             ,-0.07612            ,0.76036             
3050                ,0.70837             ,0.70029             ,0.07365             ,0.07442             ,2021                ,3631                ,1022                ,303                 ,0.38126             ,-0.07612            ,0.75977             
3100                ,0.70925             ,0.70136             ,0.07354             ,0.07429             ,2021                ,3632                ,1022                ,303                 ,0.38123             ,-0.07612            ,0.75919             
3150                ,0.71015             ,0.70212             ,0.07343             ,0.07419             ,2021                ,3633                ,1022                ,303                 ,0.3812              ,-0.07612            ,0.75859             
3200                ,0.71109             ,0.70308             ,0.07331             ,0.07407             ,2021                ,3634                ,1022                ,303                 ,0.38116             ,-0.07612            ,0.758               
3250                ,0.7121              ,0.70403             ,0.07318             ,0.07396             ,2021                ,3635                ,1022                ,303                 ,0.38113             ,-0.07612            ,0.7574              
3300                ,0.7131              ,0.70514             ,0.07305             ,0.07382             ,2021                ,3636                ,1023                ,304                 ,0.38109             ,-0.07613            ,0.7568              
3350                ,0.71422             ,0.7061              ,0.07291             ,0.0737              ,2021                ,3637                ,1023                ,304                 ,0.38105             ,-0.07613            ,0.75619             
3400                ,0.71528             ,0.70711             ,0.07277             ,0.07357             ,2021                ,3638                ,1023                ,304                 ,0.381               ,-0.07613            ,0.75559             
3450                ,0.71633             ,0.70811             ,0.07264             ,0.07344             ,2021                ,3639                ,1023                ,304                 ,0.38095             ,-0.07613            ,0.75498             
3500                ,0.71737             ,0.70933             ,0.0725              ,0.07329             ,2021                ,3640                ,1024                ,304                 ,0.3809              ,-0.07613            ,0.75437             
3550                ,0.71852             ,0.7106              ,0.07236             ,0.07313             ,2021                ,3641                ,1024                ,304                 ,0.38085             ,-0.07613            ,0.75377             
3600                ,0.71959             ,0.7117              ,0.07222             ,0.07299             ,2021                ,3642                ,1024                ,304                 ,0.38079             ,-0.07612            ,0.75316             
3650                ,0.72064             ,0.7126              ,0.07209             ,0.07288             ,2022                ,3643                ,1024                ,305                 ,0.38072             ,-0.07612            ,0.75256             
3700                ,0.72162             ,0.71337             ,0.07196             ,0.07278             ,2022                ,3644                ,1024                ,305                 ,0.38066             ,-0.07612            ,0.75196             
3750                ,0.7226              ,0.71427             ,0.07183             ,0.07266             ,2022                ,3645                ,1024                ,305                 ,0.38059             ,-0.07612            ,0.75134             
3800                ,0.72353             ,0.71511             ,0.07171             ,0.07256             ,2022                ,3646                ,1024                ,305                 ,0.38052             ,-0.07612            ,0.75072             
3850                ,0.72447             ,0.71615             ,0.07159             ,0.07243             ,2022                ,3647                ,1024                ,305                 ,0.38044             ,-0.07612            ,0.75009             
3900                ,0.72532             ,0.71692             ,0.07148             ,0.07233             ,2022                ,3648                ,1024                ,305                 ,0.38036             ,-0.07611            ,0.74946             
3950                ,0.72616             ,0.71763             ,0.07137             ,0.07224             ,2022                ,3649                ,1024                ,306                 ,0.38028             ,-0.07611            ,0.74881             
4000                ,0.72698             ,0.71848             ,0.07126             ,0.07213             ,2022                ,3650                ,1024                ,306                 ,0.3802              ,-0.07611            ,0.74816             
