epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
50                  ,0.02269             ,0.02271             ,0.13483             ,0.13439             ,1116                ,2884                ,4188                ,3863                ,0.64138             ,0.23224             ,0.3819              
100                 ,0.04                ,0.04166             ,0.13363             ,0.13308             ,1104                ,2923                ,4187                ,3850                ,0.64024             ,0.23251             ,0.38795             
150                 ,0.08808             ,0.09276             ,0.13024             ,0.12948             ,1093                ,2992                ,4186                ,3822                ,0.63801             ,0.22502             ,0.39818             
200                 ,0.18812             ,0.2011              ,0.12289             ,0.1215              ,1085                ,2993                ,4186                ,3815                ,0.63321             ,0.19244             ,0.42212             
250                 ,0.30197             ,0.32578             ,0.11395             ,0.11162             ,1066                ,2990                ,4185                ,3814                ,0.6199              ,0.12964             ,0.45948             
300                 ,0.39209             ,0.42621             ,0.10634             ,0.10297             ,1014                ,2987                ,4184                ,3808                ,0.60451             ,0.07745             ,0.49615             
350                 ,0.44261             ,0.4856              ,0.10182             ,0.0975              ,971                 ,2983                ,4183                ,3806                ,0.58063             ,0.0356              ,0.52046             
400                 ,0.47489             ,0.51986             ,0.09883             ,0.0942              ,911                 ,2977                ,4183                ,3805                ,0.55654             ,-0.00406            ,0.53531             
450                 ,0.51273             ,0.55736             ,0.0952              ,0.09044             ,838                 ,2974                ,4182                ,3803                ,0.53422             ,-0.03026            ,0.546               
500                 ,0.55328             ,0.59449             ,0.09115             ,0.08657             ,769                 ,2973                ,4181                ,3803                ,0.51332             ,-0.03361            ,0.55358             
550                 ,0.60917             ,0.64483             ,0.08526             ,0.08102             ,710                 ,2979                ,4180                ,3807                ,0.48918             ,-0.02823            ,0.56627             
600                 ,0.64763             ,0.67756             ,0.08096             ,0.07719             ,662                 ,2978                ,4179                ,3805                ,0.46896             ,-0.02653            ,0.57606             
650                 ,0.67002             ,0.6957              ,0.07834             ,0.07499             ,624                 ,2979                ,4178                ,3804                ,0.44952             ,-0.02765            ,0.57915             
700                 ,0.68693             ,0.70896             ,0.07631             ,0.07334             ,591                 ,2981                ,4177                ,3803                ,0.43101             ,-0.03095            ,0.58078             
750                 ,0.70239             ,0.72084             ,0.0744              ,0.07182             ,564                 ,2981                ,4176                ,3802                ,0.41366             ,-0.04157            ,0.58077             
800                 ,0.71336             ,0.72818             ,0.07302             ,0.07087             ,541                 ,2983                ,4175                ,3802                ,0.39488             ,-0.04705            ,0.57986             
850                 ,0.71995             ,0.73262             ,0.07217             ,0.07029             ,522                 ,2984                ,4173                ,3797                ,0.37623             ,-0.05032            ,0.57903             
900                 ,0.72533             ,0.73574             ,0.07148             ,0.06988             ,506                 ,2984                ,4172                ,3791                ,0.35944             ,-0.05293            ,0.5784              
950                 ,0.73432             ,0.74383             ,0.0703              ,0.0688              ,491                 ,2983                ,4171                ,3759                ,0.34382             ,-0.05663            ,0.57945             
1000                ,0.74009             ,0.74881             ,0.06953             ,0.06813             ,478                 ,2983                ,4170                ,3759                ,0.33027             ,-0.06007            ,0.58104             
1050                ,0.74502             ,0.75233             ,0.06887             ,0.06765             ,466                 ,2982                ,4168                ,3759                ,0.3189              ,-0.06341            ,0.58054             
1100                ,0.74867             ,0.75439             ,0.06837             ,0.06737             ,455                 ,2981                ,4167                ,3757                ,0.30782             ,-0.06606            ,0.58107             
1150                ,0.75163             ,0.75623             ,0.06797             ,0.06712             ,445                 ,2981                ,4165                ,3757                ,0.30034             ,-0.07028            ,0.58117             
1200                ,0.75387             ,0.75791             ,0.06766             ,0.06689             ,436                 ,2981                ,4164                ,3757                ,0.29274             ,-0.07441            ,0.58055             
1250                ,0.75572             ,0.7591              ,0.06741             ,0.06672             ,427                 ,2981                ,4162                ,3757                ,0.28589             ,-0.07864            ,0.58001             
1300                ,0.75729             ,0.75981             ,0.06719             ,0.06662             ,419                 ,2981                ,4161                ,3757                ,0.28321             ,-0.08158            ,0.57863             
1350                ,0.75848             ,0.76071             ,0.06702             ,0.0665              ,413                 ,2981                ,4159                ,3757                ,0.28307             ,-0.08349            ,0.57645             
1400                ,0.75938             ,0.76088             ,0.0669              ,0.06647             ,406                 ,2981                ,4158                ,3757                ,0.28547             ,-0.08529            ,0.57424             
1450                ,0.76014             ,0.7615              ,0.06679             ,0.06639             ,402                 ,2981                ,4157                ,3757                ,0.28739             ,-0.08751            ,0.57225             
1500                ,0.76054             ,0.76197             ,0.06674             ,0.06632             ,397                 ,2981                ,4155                ,3758                ,0.29008             ,-0.08603            ,0.56882             
1550                ,0.76107             ,0.76234             ,0.06666             ,0.06627             ,394                 ,2981                ,4153                ,3757                ,0.28771             ,-0.08644            ,0.56718             
1600                ,0.76153             ,0.76265             ,0.0666              ,0.06623             ,391                 ,2981                ,4152                ,3757                ,0.28656             ,-0.08831            ,0.5652              
1650                ,0.76184             ,0.76275             ,0.06656             ,0.06621             ,389                 ,2980                ,4150                ,3757                ,0.28494             ,-0.08959            ,0.56306             
1700                ,0.76215             ,0.76292             ,0.06651             ,0.06619             ,387                 ,2980                ,4148                ,3757                ,0.27986             ,-0.08808            ,0.56058             
1750                ,0.76267             ,0.76369             ,0.06644             ,0.06608             ,386                 ,2980                ,4145                ,3757                ,0.27341             ,-0.08884            ,0.56068             
1800                ,0.76314             ,0.76414             ,0.06638             ,0.06602             ,385                 ,2980                ,4142                ,3757                ,0.26654             ,-0.089              ,0.5605              
1850                ,0.76366             ,0.76459             ,0.0663              ,0.06596             ,384                 ,2980                ,4139                ,3757                ,0.26042             ,-0.08976            ,0.56005             
1900                ,0.76427             ,0.76513             ,0.06622             ,0.06588             ,384                 ,2979                ,4136                ,3757                ,0.25467             ,-0.09073            ,0.55952             
1950                ,0.76494             ,0.7658              ,0.06612             ,0.06579             ,384                 ,2978                ,4133                ,3757                ,0.24939             ,-0.09222            ,0.55961             
2000                ,0.76571             ,0.76681             ,0.06601             ,0.06564             ,384                 ,2978                ,4129                ,3757                ,0.244               ,-0.09327            ,0.55925             
2050                ,0.76665             ,0.76727             ,0.06588             ,0.06558             ,384                 ,2977                ,4125                ,3757                ,0.23846             ,-0.09406            ,0.55914             
2100                ,0.76777             ,0.76885             ,0.06572             ,0.06536             ,384                 ,2977                ,4121                ,3757                ,0.23185             ,-0.09361            ,0.5582              
2150                ,0.7691              ,0.77064             ,0.06554             ,0.0651              ,384                 ,2977                ,4116                ,3757                ,0.22649             ,-0.09449            ,0.55839             
2200                ,0.77069             ,0.7722              ,0.06531             ,0.06488             ,384                 ,2976                ,4110                ,3757                ,0.22156             ,-0.09574            ,0.55902             
2250                ,0.7726              ,0.77425             ,0.06504             ,0.06459             ,384                 ,2974                ,4104                ,3757                ,0.21643             ,-0.09658            ,0.5594              
