epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
50                  ,0.01484             ,0.01714             ,0.13537             ,0.13477             ,3309                ,1957                ,2174                ,1713                ,0.14216             ,0.54049             ,0.69484             
100                 ,0.02341             ,0.02544             ,0.13478             ,0.1342              ,3337                ,1944                ,2196                ,1729                ,0.14227             ,0.53915             ,0.6958              
150                 ,0.03538             ,0.03692             ,0.13395             ,0.13341             ,3362                ,1958                ,2234                ,1757                ,0.14128             ,0.53684             ,0.69661             
200                 ,0.05824             ,0.0591              ,0.13235             ,0.13186             ,3388                ,2024                ,2275                ,1768                ,0.13987             ,0.53327             ,0.69839             
250                 ,0.08828             ,0.08828             ,0.13022             ,0.1298              ,3410                ,2020                ,2305                ,1776                ,0.13758             ,0.52748             ,0.70165             
300                 ,0.1246              ,0.12425             ,0.1276              ,0.12721             ,3425                ,2019                ,2341                ,1782                ,0.13328             ,0.51675             ,0.70607             
350                 ,0.17449             ,0.17416             ,0.12391             ,0.12354             ,3450                ,2019                ,2416                ,1782                ,0.12621             ,0.49902             ,0.71212             
400                 ,0.26443             ,0.26731             ,0.11697             ,0.11636             ,3461                ,2018                ,2480                ,1766                ,0.11394             ,0.47064             ,0.71969             
450                 ,0.44405             ,0.45461             ,0.10169             ,0.10039             ,3460                ,2016                ,2479                ,1722                ,0.09405             ,0.42018             ,0.72895             
500                 ,0.53535             ,0.54521             ,0.09297             ,0.09168             ,3460                ,2016                ,2479                ,1722                ,0.07544             ,0.36035             ,0.74093             
550                 ,0.59617             ,0.60917             ,0.08667             ,0.08499             ,3460                ,2017                ,2479                ,1724                ,0.05594             ,0.31315             ,0.74637             
600                 ,0.6458              ,0.65936             ,0.08117             ,0.07934             ,3460                ,2016                ,2479                ,1729                ,0.04184             ,0.26969             ,0.75476             
650                 ,0.67829             ,0.69359             ,0.07736             ,0.07525             ,3455                ,2015                ,2479                ,1736                ,0.03288             ,0.24231             ,0.76239             
700                 ,0.69161             ,0.70684             ,0.07574             ,0.0736              ,3447                ,2015                ,2479                ,1741                ,0.02903             ,0.23484             ,0.76949             
750                 ,0.69951             ,0.71212             ,0.07476             ,0.07294             ,3447                ,2015                ,2479                ,1742                ,0.02961             ,0.23747             ,0.77706             
800                 ,0.70544             ,0.71576             ,0.07402             ,0.07248             ,3447                ,2015                ,2479                ,1742                ,0.03036             ,0.24208             ,0.7829              
850                 ,0.71052             ,0.71962             ,0.07338             ,0.07198             ,3447                ,2015                ,2479                ,1742                ,0.03001             ,0.2471              ,0.78728             
900                 ,0.71535             ,0.72335             ,0.07276             ,0.0715              ,3447                ,2014                ,2479                ,1742                ,0.02946             ,0.25137             ,0.79178             
950                 ,0.7198              ,0.72694             ,0.07219             ,0.07104             ,3447                ,2014                ,2479                ,1742                ,0.02857             ,0.25592             ,0.79594             
1000                ,0.724               ,0.73036             ,0.07165             ,0.07059             ,3447                ,2014                ,2479                ,1742                ,0.02783             ,0.26013             ,0.80025             
1050                ,0.72793             ,0.73329             ,0.07114             ,0.0702              ,3447                ,2014                ,2479                ,1742                ,0.02704             ,0.26433             ,0.80416             
1100                ,0.73132             ,0.73581             ,0.07069             ,0.06987             ,3447                ,2014                ,2479                ,1742                ,0.02601             ,0.26875             ,0.80758             
1150                ,0.73428             ,0.7382              ,0.0703              ,0.06956             ,3447                ,2014                ,2479                ,1742                ,0.02463             ,0.27339             ,0.81059             
1200                ,0.7369              ,0.74031             ,0.06996             ,0.06927             ,3447                ,2014                ,2479                ,1742                ,0.02279             ,0.27821             ,0.81339             
1250                ,0.73925             ,0.74218             ,0.06964             ,0.06902             ,3447                ,2014                ,2479                ,1742                ,0.02123             ,0.28349             ,0.81589             
1300                ,0.74131             ,0.74368             ,0.06937             ,0.06882             ,3447                ,2014                ,2479                ,1742                ,0.02                ,0.28904             ,0.8181              
1350                ,0.7431              ,0.74483             ,0.06913             ,0.06867             ,3447                ,2014                ,2479                ,1742                ,0.01898             ,0.2943              ,0.82017             
1400                ,0.74486             ,0.74617             ,0.06889             ,0.06849             ,3447                ,2014                ,2479                ,1742                ,0.01812             ,0.29936             ,0.82207             
1450                ,0.7464              ,0.74716             ,0.06868             ,0.06836             ,3447                ,2014                ,2479                ,1742                ,0.01739             ,0.3043              ,0.82366             
1500                ,0.74781             ,0.7481              ,0.06849             ,0.06823             ,3447                ,2014                ,2479                ,1742                ,0.01686             ,0.30899             ,0.82503             
1550                ,0.74908             ,0.74894             ,0.06832             ,0.06811             ,3447                ,2013                ,2479                ,1742                ,0.01653             ,0.31356             ,0.82611             
1600                ,0.75023             ,0.74966             ,0.06816             ,0.06802             ,3447                ,2013                ,2479                ,1742                ,0.01651             ,0.31806             ,0.82699             
1650                ,0.75127             ,0.75037             ,0.06802             ,0.06792             ,3447                ,2013                ,2479                ,1742                ,0.01637             ,0.32214             ,0.82771             
1700                ,0.75223             ,0.75098             ,0.06789             ,0.06784             ,3447                ,2013                ,2479                ,1742                ,0.01615             ,0.32581             ,0.82824             
1750                ,0.75311             ,0.75162             ,0.06777             ,0.06775             ,3447                ,2013                ,2479                ,1742                ,0.01592             ,0.32905             ,0.82859             
1800                ,0.75392             ,0.7521              ,0.06766             ,0.06768             ,3447                ,2013                ,2479                ,1742                ,0.01586             ,0.33212             ,0.82882             
1850                ,0.75468             ,0.75271             ,0.06755             ,0.0676              ,3447                ,2013                ,2479                ,1742                ,0.01586             ,0.33504             ,0.82891             
1900                ,0.75537             ,0.75313             ,0.06746             ,0.06754             ,3447                ,2013                ,2479                ,1742                ,0.01581             ,0.33766             ,0.82884             
1950                ,0.75602             ,0.75354             ,0.06737             ,0.06749             ,3447                ,2013                ,2479                ,1742                ,0.01578             ,0.33989             ,0.82869             
2000                ,0.75662             ,0.75383             ,0.06728             ,0.06745             ,3447                ,2013                ,2479                ,1742                ,0.01578             ,0.34169             ,0.82842             
2050                ,0.75719             ,0.75429             ,0.0672              ,0.06738             ,3447                ,2013                ,2479                ,1742                ,0.01599             ,0.34353             ,0.82798             
2100                ,0.75771             ,0.75452             ,0.06713             ,0.06735             ,3447                ,2013                ,2479                ,1742                ,0.01621             ,0.34466             ,0.82766             
2150                ,0.75821             ,0.75486             ,0.06706             ,0.06731             ,3447                ,2013                ,2479                ,1742                ,0.01644             ,0.34522             ,0.82737             
2200                ,0.75866             ,0.75512             ,0.067               ,0.06727             ,3447                ,2013                ,2479                ,1742                ,0.01658             ,0.34554             ,0.82699             
