epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
800                 ,0.76294             ,0.76245             ,0.0664              ,0.06626             ,2965                ,135                 ,1762                ,3395                ,1.01423             ,0.64773             ,0.35758             
850                 ,0.76478             ,0.7646              ,0.06614             ,0.06596             ,2965                ,138                 ,1741                ,3394                ,1.00313             ,0.64664             ,0.36305             
900                 ,0.76618             ,0.76626             ,0.06595             ,0.06572             ,2966                ,140                 ,1737                ,3394                ,0.9912              ,0.64413             ,0.36768             
950                 ,0.76744             ,0.76736             ,0.06577             ,0.06557             ,2966                ,143                 ,1737                ,3394                ,0.97887             ,0.64114             ,0.37206             
1000                ,0.7686              ,0.76862             ,0.06561             ,0.06539             ,2966                ,146                 ,1737                ,3394                ,0.96643             ,0.63775             ,0.37646             
1050                ,0.76977             ,0.76949             ,0.06544             ,0.06527             ,2966                ,150                 ,1737                ,3394                ,0.95335             ,0.63391             ,0.38053             
1100                ,0.77097             ,0.77064             ,0.06527             ,0.0651              ,2966                ,154                 ,1742                ,3394                ,0.94069             ,0.63005             ,0.38493             
1150                ,0.77208             ,0.77165             ,0.06511             ,0.06496             ,2966                ,158                 ,1743                ,3394                ,0.92824             ,0.62603             ,0.38954             
1200                ,0.77309             ,0.7728              ,0.06497             ,0.0648              ,2966                ,163                 ,1743                ,3394                ,0.91532             ,0.62162             ,0.39392             
1250                ,0.77429             ,0.77427             ,0.06479             ,0.06459             ,2967                ,169                 ,1743                ,3394                ,0.90279             ,0.61666             ,0.39844             
1300                ,0.77555             ,0.77572             ,0.06461             ,0.06438             ,2967                ,176                 ,1743                ,3394                ,0.89015             ,0.61159             ,0.40303             
1350                ,0.77708             ,0.77735             ,0.06439             ,0.06414             ,2968                ,185                 ,1743                ,3390                ,0.87763             ,0.60657             ,0.40789             
1400                ,0.77953             ,0.77925             ,0.06404             ,0.06387             ,2969                ,196                 ,1743                ,3390                ,0.86459             ,0.60112             ,0.41254             
1450                ,0.7821              ,0.78182             ,0.06366             ,0.0635              ,2969                ,209                 ,1743                ,3390                ,0.85106             ,0.59539             ,0.41709             
1500                ,0.78518             ,0.78437             ,0.06321             ,0.06312             ,2971                ,223                 ,1743                ,3390                ,0.83775             ,0.58875             ,0.42185             
1550                ,0.78852             ,0.78705             ,0.06272             ,0.06273             ,2971                ,239                 ,1743                ,3390                ,0.82472             ,0.58318             ,0.42714             
1600                ,0.79253             ,0.79058             ,0.06212             ,0.06221             ,2974                ,256                 ,1742                ,3390                ,0.81156             ,0.57795             ,0.43272             
1650                ,0.79767             ,0.79478             ,0.06135             ,0.06158             ,2975                ,277                 ,1741                ,3390                ,0.80099             ,0.57348             ,0.43952             
1700                ,0.80361             ,0.80018             ,0.06044             ,0.06077             ,2977                ,300                 ,1723                ,3390                ,0.79005             ,0.56871             ,0.44615             
1750                ,0.81018             ,0.80699             ,0.05942             ,0.05972             ,2980                ,324                 ,1660                ,3390                ,0.7785              ,0.56291             ,0.45222             
1800                ,0.81801             ,0.81409             ,0.05818             ,0.05861             ,2982                ,347                 ,1553                ,3390                ,0.7672              ,0.55594             ,0.45766             
1850                ,0.82435             ,0.82197             ,0.05716             ,0.05736             ,2984                ,366                 ,1444                ,3390                ,0.7545              ,0.54793             ,0.46235             
1900                ,0.82711             ,0.82616             ,0.05671             ,0.05668             ,2983                ,380                 ,1353                ,3390                ,0.74057             ,0.53838             ,0.46576             
1950                ,0.82832             ,0.82787             ,0.05651             ,0.0564              ,2983                ,390                 ,1309                ,3390                ,0.72546             ,0.52658             ,0.46792             
2000                ,0.82909             ,0.82885             ,0.05638             ,0.05624             ,2983                ,395                 ,1275                ,3396                ,0.71049             ,0.51389             ,0.4699              
2050                ,0.82951             ,0.82966             ,0.05631             ,0.05611             ,2983                ,399                 ,1245                ,3396                ,0.69533             ,0.50119             ,0.47189             
2100                ,0.82985             ,0.83017             ,0.05626             ,0.05602             ,2983                ,402                 ,1220                ,3396                ,0.68086             ,0.48804             ,0.47417             
2150                ,0.83019             ,0.83052             ,0.0562              ,0.05596             ,2982                ,401                 ,1198                ,3396                ,0.66559             ,0.47447             ,0.47594             
2200                ,0.83049             ,0.83083             ,0.05615             ,0.05591             ,2982                ,401                 ,1175                ,3396                ,0.6506              ,0.4616              ,0.47814             
2250                ,0.83085             ,0.83126             ,0.05609             ,0.05584             ,2981                ,401                 ,1152                ,3396                ,0.63597             ,0.4488              ,0.4807              
2300                ,0.83123             ,0.8318              ,0.05603             ,0.05575             ,2981                ,401                 ,1128                ,3396                ,0.62168             ,0.43615             ,0.48349             
2350                ,0.83138             ,0.83183             ,0.056               ,0.05575             ,2981                ,401                 ,1115                ,3396                ,0.60707             ,0.4239              ,0.48611             
2400                ,0.83141             ,0.83177             ,0.056               ,0.05576             ,2981                ,401                 ,1112                ,3396                ,0.59267             ,0.41281             ,0.48877             
2450                ,0.83145             ,0.83177             ,0.05599             ,0.05576             ,2981                ,401                 ,1112                ,3396                ,0.57827             ,0.40202             ,0.49146             
2500                ,0.83149             ,0.83178             ,0.05599             ,0.05575             ,2981                ,401                 ,1112                ,3396                ,0.56395             ,0.39163             ,0.49434             
2550                ,0.83153             ,0.83181             ,0.05598             ,0.05575             ,2981                ,401                 ,1112                ,3396                ,0.54936             ,0.38134             ,0.49704             
2600                ,0.83159             ,0.83197             ,0.05597             ,0.05572             ,2981                ,401                 ,1112                ,3396                ,0.53477             ,0.37109             ,0.49984             
2650                ,0.83169             ,0.83188             ,0.05595             ,0.05574             ,2981                ,401                 ,1112                ,3396                ,0.52039             ,0.36137             ,0.50288             
2700                ,0.83177             ,0.83195             ,0.05594             ,0.05573             ,2981                ,401                 ,1112                ,3396                ,0.50595             ,0.35194             ,0.50592             
2750                ,0.83182             ,0.83209             ,0.05593             ,0.0557              ,2981                ,401                 ,1112                ,3396                ,0.49135             ,0.34267             ,0.5089              
2800                ,0.83195             ,0.83204             ,0.05591             ,0.05571             ,2981                ,401                 ,1112                ,3396                ,0.4769              ,0.33286             ,0.51221             
2850                ,0.83199             ,0.83223             ,0.0559              ,0.05568             ,2981                ,401                 ,1112                ,3396                ,0.46204             ,0.3232              ,0.5152              
2900                ,0.83212             ,0.83226             ,0.05588             ,0.05568             ,2981                ,401                 ,1112                ,3396                ,0.4473              ,0.31397             ,0.51829             
2950                ,0.83219             ,0.83234             ,0.05587             ,0.05566             ,2981                ,401                 ,1112                ,3396                ,0.43237             ,0.30518             ,0.52119             
3000                ,0.83229             ,0.83241             ,0.05585             ,0.05565             ,2981                ,401                 ,1112                ,3396                ,0.4172              ,0.2966              ,0.52378             
3050                ,0.83236             ,0.83242             ,0.05584             ,0.05565             ,2981                ,401                 ,1112                ,3396                ,0.40211             ,0.28782             ,0.52641             
3100                ,0.83241             ,0.83251             ,0.05583             ,0.05563             ,2981                ,401                 ,1112                ,3396                ,0.38719             ,0.27943             ,0.52913             
3150                ,0.8325              ,0.83246             ,0.05582             ,0.05564             ,2981                ,401                 ,1112                ,3396                ,0.37212             ,0.27125             ,0.53162             
3200                ,0.83255             ,0.83256             ,0.05581             ,0.05563             ,2981                ,401                 ,1112                ,3396                ,0.3572              ,0.26354             ,0.53426             
3250                ,0.83265             ,0.83258             ,0.05579             ,0.05562             ,2981                ,401                 ,1112                ,3396                ,0.3422              ,0.25608             ,0.53669             
3300                ,0.83264             ,0.83265             ,0.05579             ,0.05561             ,2981                ,401                 ,1112                ,3396                ,0.32726             ,0.24897             ,0.53907             
3350                ,0.83276             ,0.83246             ,0.05577             ,0.05564             ,2981                ,401                 ,1112                ,3396                ,0.31244             ,0.24234             ,0.54141             
3400                ,0.83286             ,0.83261             ,0.05576             ,0.05562             ,2981                ,401                 ,1112                ,3396                ,0.2976              ,0.23613             ,0.54353             
3450                ,0.83292             ,0.83271             ,0.05575             ,0.0556              ,2981                ,401                 ,1112                ,3396                ,0.28286             ,0.2302              ,0.54551             
3500                ,0.83298             ,0.83274             ,0.05574             ,0.0556              ,2981                ,401                 ,1112                ,3396                ,0.26821             ,0.22447             ,0.54739             
3550                ,0.83302             ,0.83278             ,0.05573             ,0.05559             ,2981                ,401                 ,1112                ,3396                ,0.25373             ,0.2188              ,0.54917             
3600                ,0.83313             ,0.83269             ,0.05571             ,0.0556              ,2981                ,401                 ,1112                ,3396                ,0.23881             ,0.21106             ,0.55047             
3650                ,0.83317             ,0.83285             ,0.05571             ,0.05558             ,2981                ,401                 ,1112                ,3396                ,0.22396             ,0.20344             ,0.55175             
3700                ,0.83326             ,0.83276             ,0.05569             ,0.05559             ,2981                ,401                 ,1112                ,3396                ,0.20956             ,0.19677             ,0.55317             
3750                ,0.83332             ,0.83286             ,0.05568             ,0.05558             ,2981                ,401                 ,1112                ,3396                ,0.19514             ,0.19102             ,0.55434             
3800                ,0.83337             ,0.83291             ,0.05567             ,0.05557             ,2981                ,401                 ,1112                ,3396                ,0.18094             ,0.18575             ,0.55546             
3850                ,0.83343             ,0.83274             ,0.05566             ,0.0556              ,2981                ,401                 ,1112                ,3396                ,0.16684             ,0.18072             ,0.55649             
3900                ,0.83349             ,0.83301             ,0.05565             ,0.05555             ,2981                ,401                 ,1112                ,3396                ,0.15288             ,0.17643             ,0.55742             
3950                ,0.83358             ,0.83298             ,0.05564             ,0.05556             ,2981                ,401                 ,1112                ,3396                ,0.13921             ,0.17189             ,0.55848             
4000                ,0.83363             ,0.83293             ,0.05563             ,0.05556             ,2981                ,401                 ,1112                ,3396                ,0.12551             ,0.16738             ,0.55932             
