epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
1100                ,0.82204             ,0.81992             ,0.05753             ,0.05769             ,2654                ,3378                ,2962                ,2022                ,0.4081              ,-0.81229            ,0.59323             
1150                ,0.82365             ,0.82099             ,0.05727             ,0.05752             ,2654                ,3378                ,2962                ,2022                ,0.40731             ,-0.82066            ,0.59767             
1200                ,0.82501             ,0.82172             ,0.05705             ,0.0574              ,2654                ,3378                ,2962                ,2022                ,0.40592             ,-0.82782            ,0.60156             
1250                ,0.82613             ,0.82232             ,0.05687             ,0.0573              ,2654                ,3378                ,2962                ,2022                ,0.40285             ,-0.83447            ,0.60526             
1300                ,0.82715             ,0.82295             ,0.0567              ,0.0572              ,2654                ,3378                ,2962                ,2022                ,0.39687             ,-0.84144            ,0.60903             
1350                ,0.82793             ,0.82354             ,0.05657             ,0.0571              ,2654                ,3378                ,2962                ,2022                ,0.39484             ,-0.84824            ,0.61262             
1400                ,0.82857             ,0.8239              ,0.05647             ,0.05705             ,2654                ,3377                ,2962                ,2021                ,0.39737             ,-0.85397            ,0.61574             
1450                ,0.82912             ,0.82415             ,0.05638             ,0.057               ,2654                ,3377                ,2962                ,2021                ,0.39853             ,-0.85667            ,0.61819             
1500                ,0.82948             ,0.825               ,0.05632             ,0.05687             ,2654                ,3371                ,2962                ,2021                ,0.39726             ,-0.85575            ,0.61978             
1550                ,0.83045             ,0.82635             ,0.05616             ,0.05665             ,2654                ,3366                ,2962                ,2022                ,0.40054             ,-0.85855            ,0.62265             
1600                ,0.8305              ,0.82661             ,0.05615             ,0.05661             ,2654                ,3366                ,2962                ,2022                ,0.39337             ,-0.85228            ,0.62217             
1650                ,0.83116             ,0.82719             ,0.05604             ,0.05651             ,2654                ,3366                ,2962                ,2022                ,0.39759             ,-0.85604            ,0.62543             
1700                ,0.81972             ,0.82244             ,0.05791             ,0.05728             ,2667                ,3372                ,2961                ,2024                ,0.38222             ,-0.84011            ,0.60987             
1750                ,0.82832             ,0.82543             ,0.05651             ,0.0568              ,2649                ,3373                ,2962                ,2021                ,0.37092             ,-0.8304             ,0.6037              
1800                ,0.83006             ,0.82622             ,0.05622             ,0.05667             ,2647                ,3373                ,2962                ,2021                ,0.3714              ,-0.83196            ,0.60721             
1850                ,0.83088             ,0.8267              ,0.05609             ,0.05659             ,2647                ,3373                ,2962                ,2021                ,0.37209             ,-0.83343            ,0.61011             
1900                ,0.8313              ,0.827               ,0.05602             ,0.05654             ,2647                ,3373                ,2962                ,2021                ,0.37294             ,-0.83479            ,0.61249             
1950                ,0.83158             ,0.82722             ,0.05597             ,0.05651             ,2647                ,3373                ,2962                ,2021                ,0.37393             ,-0.83609            ,0.61454             
2000                ,0.8318              ,0.82739             ,0.05593             ,0.05648             ,2647                ,3373                ,2962                ,2021                ,0.37495             ,-0.83741            ,0.61657             
2050                ,0.83198             ,0.82758             ,0.0559              ,0.05645             ,2647                ,3373                ,2962                ,2021                ,0.37598             ,-0.83874            ,0.61858             
2100                ,0.83212             ,0.82772             ,0.05588             ,0.05642             ,2647                ,3373                ,2962                ,2021                ,0.37701             ,-0.84006            ,0.62055             
2150                ,0.83226             ,0.82784             ,0.05586             ,0.0564              ,2647                ,3373                ,2962                ,2021                ,0.37804             ,-0.8414             ,0.62255             
2200                ,0.83239             ,0.82794             ,0.05584             ,0.05639             ,2647                ,3373                ,2962                ,2021                ,0.37908             ,-0.84274            ,0.62455             
2250                ,0.8325              ,0.82807             ,0.05582             ,0.05637             ,2647                ,3373                ,2962                ,2021                ,0.38011             ,-0.84409            ,0.62655             
2300                ,0.83262             ,0.82821             ,0.0558              ,0.05634             ,2647                ,3373                ,2962                ,2021                ,0.38115             ,-0.84545            ,0.62856             
2350                ,0.83275             ,0.82834             ,0.05578             ,0.05632             ,2647                ,3373                ,2962                ,2021                ,0.38219             ,-0.84681            ,0.6306              
2400                ,0.83285             ,0.82858             ,0.05576             ,0.05628             ,2647                ,3373                ,2962                ,2021                ,0.38321             ,-0.84817            ,0.63263             
2450                ,0.83295             ,0.82876             ,0.05574             ,0.05625             ,2647                ,3373                ,2962                ,2021                ,0.38422             ,-0.84952            ,0.63464             
2500                ,0.83307             ,0.82893             ,0.05572             ,0.05622             ,2647                ,3373                ,2962                ,2021                ,0.38526             ,-0.8509             ,0.6367              
2550                ,0.8332              ,0.82905             ,0.0557              ,0.05621             ,2647                ,3373                ,2962                ,2021                ,0.38631             ,-0.85231            ,0.63879             
2600                ,0.8328              ,0.83024             ,0.05577             ,0.05601             ,2647                ,3359                ,2963                ,2018                ,0.38099             ,-0.84769            ,0.63573             
2650                ,0.83372             ,0.83084             ,0.05561             ,0.05591             ,2647                ,3360                ,2963                ,2021                ,0.38119             ,-0.84879            ,0.63822             
2700                ,0.83394             ,0.83096             ,0.05558             ,0.05589             ,2647                ,3360                ,2963                ,2021                ,0.38265             ,-0.85049            ,0.64053             
2750                ,0.8341              ,0.83103             ,0.05555             ,0.05588             ,2647                ,3360                ,2963                ,2021                ,0.38405             ,-0.85216            ,0.6428              
2800                ,0.83425             ,0.83107             ,0.05553             ,0.05587             ,2647                ,3360                ,2963                ,2021                ,0.38548             ,-0.85384            ,0.64506             
2850                ,0.83393             ,0.83126             ,0.05558             ,0.05584             ,2647                ,3356                ,2962                ,2023                ,0.3847              ,-0.85339            ,0.64547             
2900                ,0.8344              ,0.83155             ,0.0555              ,0.05579             ,2647                ,3356                ,2963                ,2021                ,0.38473             ,-0.85404            ,0.64726             
2950                ,0.8344              ,0.83132             ,0.0555              ,0.05583             ,2647                ,3360                ,2963                ,2022                ,0.38373             ,-0.85356            ,0.64783             
3000                ,0.83319             ,0.83128             ,0.0557              ,0.05584             ,2647                ,3356                ,2962                ,2022                ,0.38319             ,-0.85348            ,0.6487              
3050                ,0.8344              ,0.83172             ,0.0555              ,0.05576             ,2647                ,3353                ,2963                ,2021                ,0.37923             ,-0.85082            ,0.64823             
3100                ,0.83459             ,0.83181             ,0.05547             ,0.05575             ,2647                ,3353                ,2963                ,2021                ,0.38104             ,-0.85285            ,0.65085             
3150                ,0.8347              ,0.83188             ,0.05545             ,0.05574             ,2647                ,3353                ,2963                ,2021                ,0.38278             ,-0.85485            ,0.65346             
3200                ,0.8347              ,0.83183             ,0.05545             ,0.05575             ,2647                ,3353                ,2963                ,2021                ,0.38067             ,-0.85356            ,0.65365             
3250                ,0.83372             ,0.83125             ,0.05561             ,0.05584             ,2647                ,3353                ,2963                ,2022                ,0.37475             ,-0.84895            ,0.65137             
3300                ,0.83487             ,0.8319              ,0.05542             ,0.05574             ,2647                ,3356                ,2963                ,2021                ,0.37419             ,-0.84914            ,0.65285             
3350                ,0.835               ,0.83198             ,0.0554              ,0.05572             ,2647                ,3356                ,2963                ,2021                ,0.37605             ,-0.8513             ,0.6556              
3400                ,0.81966             ,0.82312             ,0.05792             ,0.05717             ,2648                ,3361                ,2958                ,2035                ,0.36674             ,-0.84199            ,0.64713             
3450                ,0.83367             ,0.83112             ,0.05562             ,0.05586             ,2648                ,3366                ,2962                ,2020                ,0.35115             ,-0.83006            ,0.64137             
3500                ,0.8346              ,0.83129             ,0.05547             ,0.05584             ,2647                ,3366                ,2962                ,2022                ,0.35252             ,-0.83186            ,0.64408             
3550                ,0.8348              ,0.83134             ,0.05543             ,0.05583             ,2647                ,3366                ,2962                ,2022                ,0.35402             ,-0.83365            ,0.64651             
3600                ,0.83492             ,0.83139             ,0.05541             ,0.05582             ,2647                ,3366                ,2962                ,2022                ,0.35556             ,-0.83549            ,0.64897             
3650                ,0.83503             ,0.83143             ,0.05539             ,0.05581             ,2647                ,3366                ,2962                ,2022                ,0.3571              ,-0.83737            ,0.65147             
3700                ,0.83514             ,0.83149             ,0.05538             ,0.0558              ,2647                ,3366                ,2962                ,2022                ,0.35869             ,-0.8393             ,0.65404             
3750                ,0.83526             ,0.83155             ,0.05535             ,0.05579             ,2647                ,3366                ,2962                ,2022                ,0.3603              ,-0.84131            ,0.6567              
3800                ,0.83539             ,0.8316              ,0.05533             ,0.05578             ,2647                ,3366                ,2962                ,2022                ,0.36193             ,-0.84338            ,0.65947             
3850                ,0.83553             ,0.83166             ,0.05531             ,0.05577             ,2647                ,3366                ,2962                ,2022                ,0.36357             ,-0.84555            ,0.6624              
3900                ,0.83567             ,0.83174             ,0.05529             ,0.05576             ,2647                ,3366                ,2962                ,2022                ,0.36524             ,-0.84778            ,0.66543             
3950                ,0.83381             ,0.83234             ,0.0556              ,0.05566             ,2646                ,3352                ,2963                ,2021                ,0.34355             ,-0.82884            ,0.65129             
4000                ,0.83491             ,0.8322              ,0.05541             ,0.05569             ,2647                ,3353                ,2963                ,2021                ,0.34371             ,-0.82923            ,0.65237             
