epoch,train_r2,validation_r2,train_rmse,validation_rmse,GNDI4_0:i,GNDI4_0:j,GNDI4_0:k,GNDI4_0:l,GNDI4_0:alpha1,GNDI4_0:alpha2,GNDI4_0:alpha3
50                  ,0.19421             ,0.20498             ,0.12243             ,0.12121             ,716                 ,761                 ,165                 ,2018                ,0.0859              ,0.70028             ,0.80866             
100                 ,0.37098             ,0.405               ,0.10817             ,0.10486             ,674                 ,723                 ,174                 ,2019                ,0.08767             ,0.7004              ,0.8067              
150                 ,0.46655             ,0.49133             ,0.09961             ,0.09695             ,635                 ,686                 ,184                 ,2018                ,0.08947             ,0.70692             ,0.78964             
200                 ,0.52956             ,0.5373              ,0.09354             ,0.09247             ,602                 ,672                 ,196                 ,2017                ,0.08013             ,0.69913             ,0.7731              
250                 ,0.57682             ,0.56874             ,0.08872             ,0.08927             ,577                 ,695                 ,209                 ,2018                ,0.06034             ,0.68075             ,0.76042             
300                 ,0.62474             ,0.60397             ,0.08355             ,0.08555             ,555                 ,747                 ,222                 ,2018                ,0.03455             ,0.6586              ,0.75161             
350                 ,0.68063             ,0.65539             ,0.07707             ,0.0798              ,535                 ,801                 ,231                 ,2017                ,0.01567             ,0.63651             ,0.75121             
400                 ,0.70809             ,0.68748             ,0.07369             ,0.07599             ,523                 ,839                 ,237                 ,2005                ,0.01577             ,0.61739             ,0.75827             
450                 ,0.71549             ,0.69868             ,0.07275             ,0.07462             ,518                 ,861                 ,243                 ,1958                ,0.02201             ,0.6062              ,0.76127             
500                 ,0.71877             ,0.70376             ,0.07233             ,0.07399             ,516                 ,880                 ,250                 ,1929                ,0.02679             ,0.59703             ,0.76198             
550                 ,0.72074             ,0.70733             ,0.07207             ,0.07354             ,515                 ,897                 ,257                 ,1924                ,0.03043             ,0.58693             ,0.76248             
600                 ,0.72255             ,0.71021             ,0.07184             ,0.07318             ,513                 ,914                 ,266                 ,1925                ,0.0327              ,0.57579             ,0.76279             
650                 ,0.72441             ,0.71201             ,0.0716              ,0.07295             ,511                 ,930                 ,275                 ,1925                ,0.03335             ,0.56292             ,0.76327             
700                 ,0.72776             ,0.71626             ,0.07116             ,0.07241             ,508                 ,945                 ,285                 ,1925                ,0.02983             ,0.54907             ,0.7631              
750                 ,0.72996             ,0.71871             ,0.07087             ,0.0721              ,506                 ,954                 ,295                 ,1925                ,0.02576             ,0.53528             ,0.76022             
800                 ,0.73084             ,0.71999             ,0.07076             ,0.07193             ,505                 ,953                 ,305                 ,1925                ,0.02411             ,0.51736             ,0.75991             
850                 ,0.73184             ,0.72154             ,0.07062             ,0.07173             ,504                 ,953                 ,315                 ,1925                ,0.0217              ,0.49739             ,0.76                
900                 ,0.73333             ,0.72394             ,0.07043             ,0.07142             ,504                 ,953                 ,325                 ,1926                ,0.01949             ,0.47504             ,0.76134             
950                 ,0.73518             ,0.72694             ,0.07018             ,0.07104             ,504                 ,954                 ,334                 ,1926                ,0.01586             ,0.45226             ,0.7624              
1000                ,0.73665             ,0.72873             ,0.06999             ,0.0708              ,504                 ,954                 ,342                 ,1926                ,0.00837             ,0.4299              ,0.76157             
1050                ,0.73819             ,0.7306              ,0.06978             ,0.07056             ,505                 ,963                 ,349                 ,1926                ,-0.00187            ,0.40699             ,0.76021             
1100                ,0.73981             ,0.73254             ,0.06957             ,0.0703              ,505                 ,973                 ,356                 ,1926                ,-0.0158             ,0.38311             ,0.75849             
1150                ,0.74146             ,0.73417             ,0.06935             ,0.07009             ,505                 ,978                 ,362                 ,1925                ,-0.03334            ,0.35857             ,0.75636             
1200                ,0.74265             ,0.73467             ,0.06919             ,0.07002             ,505                 ,978                 ,365                 ,1925                ,-0.03117            ,0.33536             ,0.75346             
1250                ,0.74365             ,0.73506             ,0.06905             ,0.06997             ,505                 ,978                 ,366                 ,1925                ,-0.03005            ,0.31293             ,0.7508              
1300                ,0.74454             ,0.73548             ,0.06893             ,0.06992             ,505                 ,979                 ,368                 ,1925                ,-0.02957            ,0.29235             ,0.74773             
1350                ,0.7454              ,0.73562             ,0.06882             ,0.0699              ,505                 ,979                 ,370                 ,1925                ,-0.02918            ,0.27237             ,0.74523             
1400                ,0.74618             ,0.73538             ,0.06871             ,0.06993             ,505                 ,979                 ,370                 ,1925                ,-0.02973            ,0.25523             ,0.74213             
1450                ,0.74698             ,0.73573             ,0.0686              ,0.06988             ,504                 ,989                 ,370                 ,1925                ,-0.03071            ,0.24108             ,0.74014             
1500                ,0.74673             ,0.73558             ,0.06864             ,0.0699              ,504                 ,999                 ,365                 ,1916                ,-0.01673            ,0.23008             ,0.73728             
1550                ,0.74813             ,0.73652             ,0.06845             ,0.06978             ,501                 ,1002                ,368                 ,1926                ,-0.02855            ,0.22026             ,0.73616             
1600                ,0.74815             ,0.73604             ,0.06844             ,0.06984             ,499                 ,1002                ,366                 ,1916                ,-0.02341            ,0.21116             ,0.73506             
1650                ,0.74906             ,0.73696             ,0.06832             ,0.06972             ,498                 ,1002                ,369                 ,1925                ,-0.0324             ,0.20394             ,0.73443             
1700                ,0.74958             ,0.73685             ,0.06825             ,0.06973             ,498                 ,1002                ,369                 ,1925                ,-0.03747            ,0.19713             ,0.73355             
1750                ,0.75003             ,0.73696             ,0.06819             ,0.06972             ,498                 ,1002                ,370                 ,1922                ,-0.03772            ,0.19269             ,0.73295             
1800                ,0.7502              ,0.73678             ,0.06816             ,0.06974             ,498                 ,1002                ,371                 ,1923                ,-0.03662            ,0.18957             ,0.73239             
1850                ,0.75036             ,0.73698             ,0.06814             ,0.06972             ,498                 ,1002                ,371                 ,1923                ,-0.03582            ,0.18734             ,0.73169             
1900                ,0.75051             ,0.73693             ,0.06812             ,0.06972             ,498                 ,1002                ,371                 ,1923                ,-0.03486            ,0.18582             ,0.7309              
1950                ,0.75065             ,0.73717             ,0.0681              ,0.06969             ,498                 ,1002                ,371                 ,1923                ,-0.03349            ,0.18481             ,0.73012             
2000                ,0.7508              ,0.73721             ,0.06808             ,0.06969             ,498                 ,1002                ,373                 ,1923                ,-0.03161            ,0.18372             ,0.72932             
2050                ,0.75093             ,0.73726             ,0.06806             ,0.06968             ,498                 ,1002                ,374                 ,1924                ,-0.02915            ,0.18264             ,0.72839             
2100                ,0.75109             ,0.7376              ,0.06804             ,0.06964             ,498                 ,1002                ,375                 ,1926                ,-0.02638            ,0.18204             ,0.72716             
2150                ,0.75132             ,0.73754             ,0.06801             ,0.06964             ,498                 ,1002                ,375                 ,1925                ,-0.02546            ,0.18                ,0.72601             
2200                ,0.7515              ,0.73774             ,0.06799             ,0.06962             ,498                 ,1002                ,375                 ,1925                ,-0.02467            ,0.17929             ,0.72501             
2250                ,0.75163             ,0.73769             ,0.06797             ,0.06962             ,498                 ,1002                ,376                 ,1925                ,-0.02413            ,0.17993             ,0.72406             
2300                ,0.75174             ,0.73751             ,0.06795             ,0.06965             ,498                 ,1002                ,376                 ,1925                ,-0.02363            ,0.18014             ,0.72291             
2350                ,0.75187             ,0.73787             ,0.06794             ,0.0696              ,497                 ,1002                ,376                 ,1925                ,-0.02318            ,0.18022             ,0.72162             
2400                ,0.75211             ,0.7383              ,0.0679              ,0.06954             ,494                 ,1002                ,376                 ,1925                ,-0.02277            ,0.17897             ,0.72024             
2450                ,0.75222             ,0.738               ,0.06789             ,0.06958             ,494                 ,1002                ,376                 ,1925                ,-0.02215            ,0.17815             ,0.71883             
2500                ,0.75231             ,0.73798             ,0.06788             ,0.06958             ,495                 ,1002                ,377                 ,1925                ,-0.02133            ,0.17795             ,0.71745             
2550                ,0.75242             ,0.73815             ,0.06786             ,0.06956             ,495                 ,1002                ,377                 ,1925                ,-0.0203             ,0.17779             ,0.71621             
2600                ,0.75053             ,0.73587             ,0.06812             ,0.06986             ,495                 ,1003                ,375                 ,1919                ,-0.01397            ,0.17375             ,0.71487             
2650                ,0.75024             ,0.73664             ,0.06816             ,0.06976             ,490                 ,1002                ,367                 ,1894                ,0.01069             ,0.17238             ,0.71289             
2700                ,0.75069             ,0.73778             ,0.0681              ,0.06961             ,486                 ,1002                ,367                 ,1894                ,0.01082             ,0.17706             ,0.7133              
2750                ,0.75091             ,0.73796             ,0.06807             ,0.06959             ,486                 ,1002                ,367                 ,1894                ,0.01081             ,0.17763             ,0.71217             
2800                ,0.75108             ,0.738               ,0.06804             ,0.06958             ,486                 ,1002                ,367                 ,1894                ,0.01081             ,0.1776              ,0.71102             
2850                ,0.75123             ,0.73807             ,0.06802             ,0.06957             ,486                 ,1002                ,367                 ,1894                ,0.01081             ,0.17734             ,0.7097              
2900                ,0.75136             ,0.73814             ,0.06801             ,0.06956             ,486                 ,1002                ,367                 ,1894                ,0.01081             ,0.17691             ,0.70836             
2950                ,0.75148             ,0.73804             ,0.06799             ,0.06958             ,486                 ,1002                ,367                 ,1894                ,0.0108              ,0.17646             ,0.70702             
3000                ,0.75161             ,0.73813             ,0.06797             ,0.06956             ,486                 ,1002                ,367                 ,1894                ,0.0108              ,0.17625             ,0.70555             
3050                ,0.75172             ,0.73815             ,0.06796             ,0.06956             ,486                 ,1002                ,367                 ,1894                ,0.0108              ,0.1762              ,0.70424             
3100                ,0.75184             ,0.73822             ,0.06794             ,0.06955             ,486                 ,1002                ,367                 ,1894                ,0.01079             ,0.17621             ,0.70283             
3150                ,0.75193             ,0.73801             ,0.06793             ,0.06958             ,486                 ,1002                ,367                 ,1894                ,0.01079             ,0.1762              ,0.70154             
3200                ,0.75205             ,0.7382              ,0.06791             ,0.06955             ,486                 ,1002                ,367                 ,1894                ,0.01079             ,0.17637             ,0.70001             
3250                ,0.75214             ,0.73801             ,0.0679              ,0.06958             ,486                 ,1002                ,367                 ,1895                ,0.01078             ,0.17638             ,0.69851             
3300                ,0.75223             ,0.73817             ,0.06789             ,0.06956             ,486                 ,1002                ,367                 ,1895                ,0.01078             ,0.17638             ,0.69688             
3350                ,0.75232             ,0.7382              ,0.06787             ,0.06956             ,486                 ,1002                ,367                 ,1895                ,0.01077             ,0.17627             ,0.69522             
3400                ,0.7524              ,0.73841             ,0.06786             ,0.06953             ,486                 ,1002                ,367                 ,1895                ,0.01077             ,0.17617             ,0.69345             
3450                ,0.75248             ,0.73816             ,0.06785             ,0.06956             ,486                 ,1002                ,367                 ,1895                ,0.01077             ,0.17596             ,0.69184             
3500                ,0.75257             ,0.73847             ,0.06784             ,0.06952             ,486                 ,1002                ,367                 ,1895                ,0.01076             ,0.17599             ,0.68994             
3550                ,0.75265             ,0.73839             ,0.06783             ,0.06953             ,486                 ,1002                ,367                 ,1895                ,0.01076             ,0.1761              ,0.68801             
3600                ,0.75272             ,0.7385              ,0.06782             ,0.06952             ,486                 ,1002                ,367                 ,1895                ,0.01075             ,0.17604             ,0.68633             
3650                ,0.75279             ,0.73867             ,0.06781             ,0.06949             ,486                 ,1002                ,367                 ,1895                ,0.01075             ,0.17598             ,0.6845              
3700                ,0.75288             ,0.73866             ,0.0678              ,0.06949             ,486                 ,1002                ,367                 ,1895                ,0.01075             ,0.17588             ,0.68282             
3750                ,0.75296             ,0.73855             ,0.06779             ,0.06951             ,486                 ,1002                ,367                 ,1895                ,0.01074             ,0.17582             ,0.68095             
3800                ,0.75305             ,0.73875             ,0.06777             ,0.06948             ,486                 ,1002                ,367                 ,1896                ,0.01074             ,0.176               ,0.67914             
3850                ,0.75314             ,0.73858             ,0.06776             ,0.0695              ,486                 ,1002                ,367                 ,1896                ,0.01074             ,0.17589             ,0.67731             
3900                ,0.75321             ,0.73846             ,0.06775             ,0.06952             ,486                 ,1002                ,367                 ,1896                ,0.01073             ,0.17572             ,0.67544             
3950                ,0.7533              ,0.73883             ,0.06774             ,0.06947             ,486                 ,1002                ,367                 ,1896                ,0.01073             ,0.17586             ,0.67356             
4000                ,0.7534              ,0.73878             ,0.06773             ,0.06948             ,486                 ,1002                ,367                 ,1896                ,0.01072             ,0.17579             ,0.67189             
